Space group number,A,B,C,Alpha_90,Alpha,Beta_90,Beta,Gamma_90,Gamma,Z value,Molecular weight_category,S_L_category,M_L_category,S_M_category,S_category,Globularity_category,FrTPSA_category,Dipole moment_category,Calculated volume,Calculated density
14,10.86,7.67,12.34,True,90.0,False,110.36,True,90.0,4,1,3,4,4,2,6,3,2,963.66,1.255
19,10.06,9.26,10.28,True,90.0,True,90.0,True,90.0,4,1,3,3,3,4,5,4,2,957.64,1.263
14,9.0,13.97,7.81,True,90.0,False,90.02,True,90.0,4,1,3,2,4,3,5,4,2,981.95,1.232
4,9.29,11.89,8.73,True,90.0,False,108.33,True,90.0,4,1,3,4,4,3,5,3,2,915.37,1.321
2,8.41,11.75,9.96,False,82.84,False,98.58,False,80.17,4,1,3,1,6,6,6,2,2,947.47,1.276
19,9.39,8.63,11.69,True,90.0,True,90.0,True,90.0,4,1,3,3,6,3,6,3,2,947.31,1.277
14,13.53,8.37,8.76,True,90.0,False,100.16,True,90.0,4,1,3,2,5,3,4,2,2,976.48,1.238
14,6.16,6.48,12.23,True,90.0,False,110.46,True,90.0,2,1,3,1,5,4,5,3,2,457.39,1.322
2,7.61,7.98,8.27,False,86.67,False,109.53,False,104.97,2,1,3,2,6,3,6,5,2,457.04,1.323
33,16.8,8.6,6.65,True,90.0,True,90.0,True,90.0,4,1,3,3,5,2,6,2,2,960.79,1.259
14,10.43,7.23,13.33,True,90.0,False,105.31,True,90.0,4,1,3,2,4,3,6,4,2,969.53,1.247
33,7.94,15.43,7.7,True,90.0,True,90.0,True,90.0,4,1,3,1,6,2,6,1,2,943.36,1.282
15,16.75,5.78,10.83,True,90.0,False,111.8,True,90.0,4,1,3,3,4,1,6,3,2,973.52,1.242
4,6.58,6.24,11.76,True,90.0,False,92.17,True,90.0,2,1,3,2,6,4,5,4,2,482.51,1.253
14,10.04,5.43,17.12,True,90.0,False,97.61,True,90.0,4,1,3,4,3,2,6,3,2,925.11,1.307
14,9.68,8.61,12.86,True,90.0,False,117.61,True,90.0,4,1,3,2,6,4,6,3,2,949.76,1.273
2,8.49,12.23,9.96,False,112.99,False,99.96,False,93.04,4,1,3,2,5,3,6,4,2,929.35,1.301
14,7.17,8.13,17.19,True,90.0,False,108.3,True,90.0,4,1,3,4,4,2,6,1,2,951.36,1.271
14,7.92,8.29,8.07,True,90.0,False,114.82,True,90.0,2,1,3,2,4,2,6,5,2,480.91,1.257
19,8.73,12.76,8.22,True,90.0,True,90.0,True,90.0,4,1,3,2,5,3,4,3,2,915.67,1.321
