Space group number,A,B,C,Alpha_90,Alpha,Beta_90,Beta,Gamma_90,Gamma,Z value,Molecular weight_category,S_L_category,M_L_category,S_M_category,S_category,Globularity_category,FrTPSA_category,Dipole moment_category,Calculated volume,Calculated density
14,6.69,12.3,14.42,True,90.0,False,92.45,True,90.0,4,2,2,1,5,5,5,3,2,1185.49,1.289
1,8.03,10.26,14.59,False,101.52,False,92.24,False,93.64,4,2,2,4,3,3,6,2,2,1173.8,1.302
4,10.34,10.72,10.31,True,90.0,False,100.74,True,90.0,4,2,2,1,4,5,4,1,2,1122.79,1.361
14,13.11,8.17,11.13,True,90.0,False,104.63,True,90.0,4,2,2,2,3,3,5,3,2,1153.47,1.325
61,9.26,11.15,22.32,True,90.0,True,90.0,True,90.0,8,2,2,3,3,4,4,2,2,2304.52,1.326
2,6.85,8.53,10.87,False,88.79,False,112.32,False,96.26,2,2,2,1,4,5,6,2,2,583.91,1.309
4,11.65,16.8,6.19,True,90.0,False,100.84,True,90.0,4,2,2,4,3,3,4,3,2,1189.89,1.284
15,12.99,13.63,6.41,True,90.0,False,94.81,True,90.0,4,2,2,2,4,4,5,3,2,1130.92,1.351
2,8.08,11.82,13.28,False,70.89,False,87.05,False,76.84,4,2,2,2,3,5,4,3,2,1166.58,1.31
14,9.94,16.21,6.95,True,90.0,False,94.88,True,90.0,4,2,2,2,4,4,4,3,2,1115.78,1.37
14,12.74,8.75,23.86,True,90.0,False,118.24,True,90.0,8,2,2,4,3,3,4,3,2,2343.21,1.304
61,15.53,18.95,7.95,True,90.0,True,90.0,True,90.0,8,2,2,3,3,3,4,3,2,2339.63,1.306
2,6.56,8.79,11.83,False,65.64,False,76.81,False,75.45,2,2,2,2,4,3,4,2,2,595.45,1.283
2,5.92,8.05,13.26,False,73.62,False,79.8,False,93.14,2,2,2,2,4,4,3,2,2,593.01,1.289
61,11.85,12.23,16.39,True,90.0,True,90.0,True,90.0,8,2,2,2,3,3,4,3,2,2375.33,1.287
14,13.6,18.95,8.77,True,90.0,False,92.47,True,90.0,8,2,2,4,3,4,4,3,2,2258.1,1.354
14,11.15,10.89,10.63,True,90.0,False,114.42,True,90.0,4,2,2,2,3,4,4,3,2,1175.26,1.3
2,12.08,11.92,8.78,False,100.88,False,95.49,False,106.08,4,2,2,1,5,4,4,2,2,1178.21,1.297
14,11.58,7.92,25.17,True,90.0,False,99.38,True,90.0,8,2,2,4,3,4,5,2,2,2277.57,1.342
61,10.76,10.21,20.64,True,90.0,True,90.0,True,90.0,8,2,2,3,4,3,4,3,2,2267.5,1.348
14,8.35,5.99,24.2,True,90.0,False,103.54,True,90.0,4,2,2,4,2,3,4,2,2,1176.76,1.299
2,9.13,8.67,16.52,False,106.76,False,101.45,False,102.51,4,2,2,3,3,3,5,4,2,1173.79,1.302
14,12.96,14.43,6.58,True,90.0,False,107.22,True,90.0,4,2,2,3,3,4,3,2,2,1175.39,1.3
2,8.47,8.0,8.7,False,88.26,False,104.48,False,79.47,2,2,2,1,6,5,4,2,2,559.38,1.366
14,10.78,15.27,7.26,True,90.0,False,105.58,True,90.0,4,2,2,2,3,3,4,3,2,1151.16,1.328
33,12.69,8.82,10.23,True,90.0,True,90.0,True,90.0,4,2,2,3,3,4,4,3,2,1145.0,1.335
2,9.49,11.17,11.76,False,76.2,False,77.74,False,73.13,4,2,2,1,4,3,5,5,2,1144.7,1.335
2,7.53,8.3,11.07,False,100.9,False,77.86,False,64.13,2,2,2,4,3,4,6,3,2,576.75,1.325
2,5.03,9.83,12.58,False,73.68,False,80.49,False,78.81,2,2,2,4,3,4,2,2,2,581.54,1.314
2,6.61,10.3,20.3,False,115.35,False,96.7,False,102.01,4,2,2,2,4,3,6,2,2,1188.1,1.286
4,6.62,20.46,8.26,True,90.0,False,92.62,True,90.0,4,2,2,2,4,5,4,3,2,1117.61,1.367
15,26.7,6.25,7.42,True,90.0,False,114.13,True,90.0,4,2,2,3,3,2,5,3,2,1130.02,1.352
61,8.75,19.62,13.38,True,90.0,True,90.0,True,90.0,8,2,2,3,3,3,5,4,2,2297.01,1.331
2,7.27,9.19,9.84,False,71.29,False,71.14,False,77.48,2,2,2,3,4,3,4,3,2,584.54,1.307
2,8.39,8.75,17.62,False,106.11,False,98.19,False,101.83,4,2,2,3,3,4,4,3,2,1188.69,1.286
14,9.02,16.51,8.16,True,90.0,False,113.49,True,90.0,4,2,2,2,6,3,4,2,2,1114.49,1.371
14,7.97,11.37,13.29,True,90.0,False,93.79,True,90.0,4,2,2,1,4,5,4,3,2,1201.69,1.272
4,6.32,7.06,13.13,True,90.0,False,100.37,True,90.0,2,2,2,4,2,4,4,5,2,576.28,1.326
2,7.53,8.63,9.77,False,77.49,False,71.48,False,73.61,2,2,2,2,4,5,4,3,2,571.9,1.336
14,6.82,21.51,7.95,True,90.0,False,91.99,True,90.0,4,2,2,3,4,4,5,3,2,1165.55,1.311
19,7.24,9.64,16.81,True,90.0,True,90.0,True,90.0,4,2,2,2,3,3,4,3,2,1173.23,1.303
