Space group number,A,B,C,Alpha_90,Alpha,Beta_90,Beta,Gamma_90,Gamma,Z value,Molecular weight_category,S_L_category,M_L_category,S_M_category,S_category,Globularity_category,FrTPSA_category,Dipole moment_category,Calculated volume,Calculated density
4,9.46,12.17,12.87,True,90.0,False,92.96,True,90.0,4,3,5,4,5,6,3,2,3,1479.72,1.397
2,9.67,11.65,7.21,False,95.76,False,112.8,False,94.74,2,3,5,4,6,6,3,2,3,738.43,1.399
19,11.2,13.51,9.46,True,90.0,True,90.0,True,90.0,4,3,5,4,5,6,4,2,3,1431.41,1.444
19,6.95,11.69,17.89,True,90.0,True,90.0,True,90.0,4,3,5,4,5,7,3,4,3,1453.48,1.422
5,15.83,12.32,7.79,True,90.0,False,108.47,True,90.0,4,3,5,4,6,6,4,3,3,1440.99,1.434
2,11.71,10.11,6.49,False,94.06,False,80.96,False,71.06,2,3,5,4,6,6,3,2,3,711.59,1.452
14,6.03,8.03,30.0,True,90.0,False,98.73,True,90.0,4,3,5,3,6,6,3,2,3,1435.8,1.439
2,8.63,7.53,12.63,False,69.34,False,77.22,False,71.76,2,3,5,4,6,6,4,2,3,723.69,1.428
19,5.25,10.31,27.44,True,90.0,True,90.0,True,90.0,4,3,5,4,4,6,5,4,3,1485.26,1.391
19,5.83,15.79,16.34,True,90.0,True,90.0,True,90.0,4,3,5,3,5,6,3,5,3,1504.19,1.374
14,8.81,8.73,18.6,True,90.0,False,97.2,True,90.0,4,3,5,4,6,7,3,2,3,1419.27,1.456
14,7.17,8.69,23.15,True,90.0,False,98.54,True,90.0,4,3,5,4,4,5,3,4,3,1426.42,1.449
19,7.64,8.58,22.5,True,90.0,True,90.0,True,90.0,4,3,5,3,6,8,3,3,3,1474.9,1.401
4,9.48,7.04,11.99,True,90.0,False,115.5,True,90.0,2,3,5,3,6,7,4,3,3,722.25,1.431
14,10.27,18.81,15.48,True,90.0,False,92.47,True,90.0,8,3,5,4,5,6,4,2,3,2987.63,1.383
14,9.26,12.47,12.6,True,90.0,False,99.54,True,90.0,4,3,5,4,6,5,3,2,3,1434.83,1.44
