Space group number,A,B,C,Alpha_90,Alpha,Beta_90,Beta,Gamma_90,Gamma,Z value,Molecular weight_category,S_L_category,M_L_category,S_M_category,S_category,Globularity_category,FrTPSA_category,Dipole moment_category,Calculated volume,Calculated density
14,11.55,8.01,18.08,True,90.0,False,101.25,True,90.0,4,3,4,3,4,6,3,3,1,1640.54,1.324
14,12.89,12.79,10.51,True,90.0,False,99.98,True,90.0,4,3,4,3,6,6,3,3,1,1706.49,1.273
2,11.98,8.1,16.96,False,95.95,False,91.71,False,102.86,4,3,4,4,4,6,3,1,1,1593.46,1.364
4,11.67,6.49,11.1,True,90.0,False,108.11,True,90.0,2,3,4,3,5,7,3,3,1,799.05,1.36
19,7.96,10.99,19.04,True,90.0,True,90.0,True,90.0,4,3,4,2,6,5,5,3,1,1665.63,1.304
14,8.7,11.28,17.4,True,90.0,False,99.41,True,90.0,4,3,4,3,5,6,3,1,1,1684.59,1.29
2,9.35,9.89,10.46,False,110.57,False,104.1,False,107.57,2,3,4,3,5,6,2,2,1,794.33,1.368
61,9.78,19.12,16.94,True,90.0,True,90.0,True,90.0,8,3,4,4,5,7,3,1,1,3167.67,1.372
19,11.34,12.05,11.88,True,90.0,True,90.0,True,90.0,4,3,4,4,5,7,3,3,1,1623.37,1.338
29,9.93,15.33,21.4,True,90.0,True,90.0,True,90.0,8,3,4,4,6,8,3,2,1,3257.66,1.334
2,6.98,9.84,12.28,False,87.86,False,85.82,False,81.48,2,3,4,2,6,7,3,2,1,831.6,1.306
14,10.45,24.07,6.56,True,90.0,False,94.67,True,90.0,4,3,4,4,3,5,3,1,1,1644.57,1.321
1,9.14,9.84,10.28,False,81.36,False,70.69,False,78.78,2,3,4,3,5,5,5,4,1,852.18,1.275
14,21.9,7.6,9.88,True,90.0,False,98.23,True,90.0,4,3,4,2,6,6,3,2,1,1627.49,1.335
61,11.59,19.14,15.11,True,90.0,True,90.0,True,90.0,8,3,4,3,5,6,4,2,1,3351.89,1.296
29,6.26,15.59,16.84,True,90.0,True,90.0,True,90.0,4,3,4,2,6,7,4,1,1,1643.47,1.322
19,9.04,11.88,15.83,True,90.0,True,90.0,True,90.0,4,3,4,3,5,6,4,3,1,1700.07,1.278
14,12.68,8.35,15.72,True,90.0,False,103.2,True,90.0,4,3,4,2,6,7,3,2,1,1620.43,1.341
14,7.4,13.44,16.8,True,90.0,False,98.55,True,90.0,4,3,4,2,5,5,4,2,1,1652.29,1.315
4,8.62,10.55,8.92,True,90.0,False,101.37,True,90.0,2,3,4,2,6,5,3,2,1,795.27,1.366
19,7.13,12.13,18.77,True,90.0,True,90.0,True,90.0,4,3,4,3,5,5,3,2,1,1623.36,1.338
19,5.07,12.03,26.1,True,90.0,True,90.0,True,90.0,4,3,4,4,5,7,2,1,1,1591.89,1.365
5,13.05,12.1,21.21,True,90.0,False,102.56,True,90.0,8,3,4,2,6,8,3,2,1,3269.02,1.329
19,8.68,13.19,14.3,True,90.0,True,90.0,True,90.0,4,3,4,3,5,6,4,2,1,1637.2,1.327
61,13.2,15.7,15.87,True,90.0,True,90.0,True,90.0,8,3,4,3,6,6,3,1,1,3288.9,1.321
5,13.72,6.33,19.6,True,90.0,False,91.91,True,90.0,4,3,4,4,5,8,3,1,1,1701.27,1.277
4,8.14,6.42,15.77,True,90.0,False,97.83,True,90.0,2,3,4,4,4,5,3,1,1,816.44,1.331
4,10.73,9.6,8.05,True,90.0,False,95.91,True,90.0,2,3,4,3,5,8,2,1,1,824.81,1.317
14,15.13,8.72,13.28,True,90.0,False,109.47,True,90.0,4,3,4,4,5,7,4,1,1,1651.89,1.315
14,9.86,13.36,12.83,True,90.0,False,109.79,True,90.0,4,3,4,4,5,6,3,2,1,1590.27,1.366
14,12.56,10.71,13.36,True,90.0,False,115.44,True,90.0,4,3,4,4,4,6,3,1,1,1622.9,1.339
19,7.64,10.45,21.12,True,90.0,True,90.0,True,90.0,4,3,4,3,5,5,3,2,1,1686.18,1.289
5,8.9,8.5,21.14,True,90.0,False,97.3,False,90.0,4,3,4,2,6,7,5,4,1,1586.28,1.37
5,8.81,8.01,23.4,True,90.0,False,102.25,True,90.0,4,3,4,2,6,6,4,1,1,1613.7,1.346
14,10.58,7.76,20.67,True,90.0,False,103.25,True,90.0,4,3,4,4,5,6,4,1,1,1651.85,1.315
14,13.4,8.79,28.63,True,90.0,False,93.68,True,90.0,8,3,4,3,5,6,3,2,1,3365.26,1.291
14,7.09,16.23,13.89,True,90.0,False,90.58,True,90.0,4,3,4,4,5,5,3,3,1,1598.25,1.359
14,8.77,8.07,23.93,True,90.0,False,102.81,True,90.0,4,3,4,3,6,6,3,2,1,1651.47,1.316
2,7.76,9.85,12.17,False,113.27,False,96.53,False,94.98,2,3,4,2,6,6,3,2,1,840.12,1.293
15,23.8,9.03,15.62,True,90.0,False,108.68,True,90.0,8,3,4,4,5,6,3,3,1,3180.12,1.366
4,9.17,6.75,12.95,True,90.0,False,95.54,True,90.0,2,3,4,4,5,6,4,1,1,797.83,1.362
33,8.14,11.6,17.96,True,90.0,True,90.0,True,90.0,4,3,4,3,5,5,3,1,1,1695.86,1.281
