Space group number,A,B,C,Alpha_90,Alpha,Beta_90,Beta,Gamma_90,Gamma,Z value,Molecular weight_category,S_L_category,M_L_category,S_M_category,S_category,Globularity_category,FrTPSA_category,Dipole moment_category,Calculated volume,Calculated density
14,7.73,11.29,11.43,True,90.0,False,100.25,True,90.0,2,3,5,4,6,6,3,2,2,981.6,1.317
2,10.77,9.23,11.25,False,106.33,False,97.9,False,109.23,2,3,5,4,5,6,3,2,2,980.13,1.319
33,12.51,7.7,19.34,True,90.0,True,90.0,True,90.0,4,3,5,3,6,6,3,3,2,1862.96,1.387
19,9.79,10.42,9.49,True,90.0,True,90.0,True,90.0,2,3,5,3,6,6,2,1,2,968.09,1.335
14,7.5,18.55,14.3,True,90.0,False,97.46,True,90.0,4,3,5,3,6,7,3,3,2,1972.65,1.31
14,17.48,12.1,8.85,True,90.0,False,96.3,True,90.0,4,3,5,3,6,6,3,3,2,1860.54,1.389
61,12.93,13.34,22.38,True,90.0,True,90.0,True,90.0,8,3,5,3,6,7,3,2,2,3860.24,1.339
19,7.81,16.37,15.1,True,90.0,True,90.0,True,90.0,4,3,5,4,6,6,3,2,2,1930.53,1.339
2,12.0,9.59,8.06,False,92.82,False,92.41,False,87.22,2,3,5,4,5,6,4,2,2,924.6,1.398
2,9.3,9.21,11.01,False,88.89,False,81.95,False,81.58,2,3,5,4,6,6,3,2,2,923.68,1.399
4,10.3,12.48,15.34,True,90.0,False,110.59,True,90.0,4,3,5,3,6,7,3,2,2,1845.9,1.4
2,10.68,10.71,9.59,False,94.52,False,112.3,False,101.83,2,3,5,3,6,6,3,1,2,978.37,1.321
14,6.1,16.75,18.38,True,90.0,False,90.64,True,90.0,4,3,5,4,5,6,2,2,2,1877.86,1.376
2,8.92,10.24,11.04,False,80.91,False,84.98,False,75.03,2,3,5,4,5,6,3,2,2,960.79,1.345
2,10.4,11.1,16.84,False,79.7,False,85.0,False,79.05,4,3,5,4,6,7,4,2,2,1875.01,1.379
14,10.69,12.14,14.61,True,90.0,False,98.66,True,90.0,4,3,5,4,6,7,3,2,2,1874.42,1.379
2,8.97,10.77,11.37,False,80.43,False,67.83,False,64.89,2,3,5,4,5,5,4,3,2,921.06,1.403
19,6.84,11.9,23.77,True,90.0,True,90.0,True,90.0,4,3,5,4,6,6,3,2,2,1934.78,1.336
33,11.32,10.98,15.34,True,90.0,True,90.0,True,90.0,4,3,5,3,6,5,3,1,2,1906.66,1.356
14,12.4,15.43,10.08,True,90.0,False,103.27,True,90.0,4,3,5,4,5,6,3,2,2,1877.13,1.377
4,6.91,8.5,16.51,True,90.0,False,100.0,True,90.0,2,3,5,3,6,7,3,3,2,954.98,1.353
19,12.0,8.63,18.83,True,90.0,True,90.0,True,90.0,4,3,5,3,6,7,3,2,2,1950.03,1.325
61,8.37,20.97,21.92,True,90.0,True,90.0,True,90.0,8,3,5,4,5,6,4,2,2,3847.37,1.344
