Space group number,A,B,C,Alpha_90,Alpha,Beta_90,Beta,Gamma_90,Gamma,Z value,Molecular weight_category,S_L_category,M_L_category,S_M_category,S_category,Globularity_category,FrTPSA_category,Dipole moment_category,Calculated volume,Calculated density
4,7.78,7.59,11.24,True,90.0,False,100.4,True,90.0,2,2,3,2,4,5,3,2,3,652.82,1.374
14,9.09,10.24,15.1,True,90.0,False,94.31,True,90.0,4,2,3,4,4,5,5,2,3,1401.56,1.28
14,9.09,6.73,21.66,True,90.0,False,94.42,True,90.0,4,2,3,2,6,6,4,2,3,1321.12,1.358
61,8.27,11.24,28.17,True,90.0,True,90.0,True,90.0,8,2,3,3,3,5,4,3,3,2618.54,1.37
14,7.37,8.3,22.35,True,90.0,False,99.78,True,90.0,4,2,3,2,5,6,4,3,3,1347.3,1.332
14,10.18,10.38,13.42,True,90.0,False,110.64,True,90.0,4,2,3,3,4,5,3,3,3,1327.05,1.352
2,6.83,9.49,11.07,False,80.78,False,87.05,False,79.32,2,2,3,1,6,5,4,3,3,695.81,1.289
14,6.86,11.06,17.43,True,90.0,False,98.15,True,90.0,4,2,3,4,3,4,6,5,3,1309.09,1.37
19,7.47,11.9,15.58,True,90.0,True,90.0,True,90.0,4,2,3,4,3,5,6,2,3,1384.95,1.295
2,6.23,11.17,20.95,False,87.54,False,79.89,False,75.8,4,2,3,3,4,5,4,3,3,1391.4,1.289
14,11.66,7.81,14.92,True,90.0,False,89.57,True,90.0,4,2,3,1,6,4,5,4,3,1358.65,1.32
19,5.81,7.93,28.78,True,90.0,True,90.0,True,90.0,4,2,3,3,3,4,4,5,3,1325.99,1.353
2,9.42,11.94,6.89,False,75.19,False,75.48,False,72.12,2,2,3,4,4,6,4,3,3,700.42,1.281
14,7.99,9.86,17.58,True,90.0,False,95.22,True,90.0,4,2,3,2,5,5,6,5,3,1379.23,1.301
61,11.59,10.95,21.79,True,90.0,True,90.0,True,90.0,8,2,3,2,5,4,5,2,3,2765.38,1.298
5,9.16,8.23,19.58,True,90.0,False,113.14,True,90.0,4,2,3,3,4,5,4,1,3,1357.32,1.322
