Space group number,A,B,C,Alpha_90,Alpha,Beta_90,Beta,Gamma_90,Gamma,Z value,Molecular weight_category,S_L_category,M_L_category,S_M_category,S_category,Globularity_category,FrTPSA_category,Dipole moment_category,Calculated volume,Calculated density
2,7.79,8.59,8.66,False,86.43,False,76.12,False,87.49,2,2,4,4,5,5,3,3,3,561.23,1.22
4,9.98,8.6,14.64,True,90.0,False,104.21,True,90.0,4,2,4,2,6,6,4,4,3,1218.08,1.124
2,8.44,8.76,8.52,False,73.0,False,82.77,False,79.76,2,2,4,2,6,6,4,2,3,590.97,1.158
14,7.61,26.51,5.97,True,90.0,False,99.17,True,90.0,4,2,4,3,5,4,3,2,3,1189.0,1.152
9,6.72,11.08,15.23,True,90.0,False,92.28,True,90.0,4,2,4,2,6,6,5,2,3,1133.09,1.208
4,11.12,8.46,12.5,True,90.0,False,102.72,True,90.0,4,2,4,4,4,5,4,3,3,1147.08,1.194
2,7.65,10.92,7.84,False,65.08,False,71.81,False,80.46,2,2,4,2,6,6,5,2,3,563.83,1.214
2,12.35,7.53,6.63,False,93.38,False,72.97,False,106.16,2,2,4,4,5,5,4,3,3,566.06,1.209
14,5.09,12.71,18.73,True,90.0,False,101.23,True,90.0,4,2,4,3,5,5,6,4,3,1188.52,1.152
14,10.3,11.68,10.19,True,90.0,False,102.38,True,90.0,4,2,4,2,6,5,4,3,3,1197.39,1.143
19,8.0,7.51,20.31,True,90.0,True,90.0,True,90.0,4,2,4,3,5,4,6,3,3,1220.22,1.122
14,9.85,9.24,14.45,True,90.0,False,115.94,True,90.0,4,2,4,4,5,4,4,2,3,1182.65,1.158
14,11.73,8.6,11.65,True,90.0,False,100.26,True,90.0,4,2,4,2,5,5,4,3,3,1156.44,1.184
4,7.47,8.4,18.79,True,90.0,False,91.76,True,90.0,4,2,4,3,5,6,4,2,3,1178.48,1.162
19,5.99,26.65,7.14,True,90.0,True,90.0,True,90.0,4,2,4,3,5,5,5,3,3,1139.78,1.201
14,12.42,10.72,9.87,True,90.0,False,111.97,True,90.0,4,2,4,4,5,4,4,1,3,1218.68,1.123
33,23.47,11.1,8.79,True,90.0,True,90.0,True,90.0,8,2,4,3,5,6,3,2,3,2289.94,1.196
15,14.95,8.61,18.09,True,90.0,False,90.67,True,90.0,8,2,4,3,4,6,4,4,3,2328.38,1.176
14,7.57,7.65,20.55,True,90.0,False,95.07,True,90.0,4,2,4,2,6,6,3,3,3,1185.4,1.155
2,8.3,7.9,10.33,False,111.36,False,94.74,False,106.54,2,2,4,2,5,5,3,1,3,591.39,1.158
4,6.55,8.87,10.5,True,90.0,False,94.49,True,90.0,2,2,4,4,4,4,4,2,3,608.16,1.126
2,9.26,10.32,12.92,False,105.06,False,92.95,False,105.47,4,2,4,4,5,5,4,2,3,1139.36,1.202
2,6.77,8.51,11.36,False,113.74,False,97.28,False,101.2,2,2,4,2,6,6,4,1,3,572.18,1.196
2,9.0,8.61,16.73,False,93.88,False,101.24,False,106.5,4,2,4,4,4,4,6,5,3,1208.7,1.133
14,7.45,7.41,21.78,True,90.0,False,91.5,True,90.0,4,2,4,3,6,6,6,3,3,1201.94,1.139
14,11.75,6.04,17.77,True,90.0,False,106.44,True,90.0,4,2,4,2,6,5,3,1,3,1209.58,1.132
14,7.9,9.12,16.48,True,90.0,False,99.07,True,90.0,4,2,4,2,6,6,3,2,3,1172.5,1.168
2,9.55,15.09,9.52,False,111.34,False,98.55,False,106.52,4,2,4,2,6,5,4,3,3,1175.26,1.165
14,6.45,8.93,20.82,True,90.0,False,97.01,True,90.0,4,2,4,4,4,5,6,5,3,1190.24,1.15
14,10.61,7.31,15.04,True,90.0,False,100.74,True,90.0,4,2,4,3,5,5,4,2,3,1146.06,1.195
61,8.49,14.3,19.42,True,90.0,True,90.0,True,90.0,8,2,4,3,5,5,4,3,3,2357.72,1.161
2,8.85,11.76,12.35,False,106.38,False,97.77,False,92.33,4,2,4,4,5,6,4,2,3,1217.64,1.124
4,9.12,10.48,6.64,True,90.0,False,106.95,True,90.0,2,2,4,4,5,5,4,1,3,607.07,1.128
61,7.87,19.54,15.64,True,90.0,True,90.0,True,90.0,8,2,4,3,5,4,4,4,3,2405.12,1.139
14,6.29,16.33,11.89,True,90.0,False,103.85,True,90.0,4,2,4,3,5,6,4,3,3,1185.78,1.155
2,7.06,12.8,14.83,False,112.01,False,95.73,False,100.62,4,2,4,4,5,6,5,4,3,1200.04,1.141
15,13.61,6.83,24.15,True,90.0,False,92.32,True,90.0,8,2,4,3,5,4,5,4,3,2243.05,1.221
1,8.15,10.81,13.59,False,82.04,False,79.08,False,79.24,4,2,4,2,6,5,5,2,3,1148.33,1.192
2,6.96,16.43,10.78,False,93.89,False,98.07,False,88.69,4,2,4,2,6,5,5,4,3,1217.59,1.124
14,11.65,5.75,17.15,True,90.0,False,91.2,True,90.0,4,2,4,3,5,5,3,2,3,1148.58,1.192
2,6.68,7.61,12.98,False,87.96,False,102.02,False,70.44,2,2,4,4,5,5,4,2,3,604.14,1.133
2,5.91,8.71,13.48,False,112.05,False,107.27,False,93.53,2,2,4,3,4,5,5,5,3,602.3,1.137
19,6.83,9.75,17.58,True,90.0,True,90.0,True,90.0,4,2,4,2,6,6,5,4,3,1170.7,1.17
14,6.91,10.23,16.93,True,90.0,False,95.83,True,90.0,4,2,4,3,6,6,3,5,3,1190.58,1.15
2,12.14,11.27,9.87,False,101.59,False,103.32,False,106.81,4,2,4,3,5,4,4,2,3,1204.92,1.136
19,9.07,11.29,11.38,True,90.0,True,90.0,True,90.0,4,2,4,2,6,6,3,2,3,1165.32,1.175
4,8.66,7.49,18.2,True,90.0,False,107.16,True,90.0,4,2,4,2,6,6,3,3,3,1127.96,1.214
33,5.95,11.3,17.73,True,90.0,True,90.0,True,90.0,4,2,4,4,4,4,3,2,3,1192.08,1.149
14,10.98,7.65,14.56,True,90.0,False,81.86,True,90.0,4,2,4,2,6,6,3,2,3,1210.67,1.131
14,7.82,15.21,9.71,True,90.0,False,100.06,True,90.0,4,2,4,2,6,5,4,5,3,1137.17,1.204
19,7.32,11.75,14.06,True,90.0,True,90.0,True,90.0,4,2,4,3,5,4,5,4,3,1209.3,1.132
15,11.72,9.6,21.54,True,90.0,False,109.36,True,90.0,8,2,4,4,4,5,5,4,3,2286.47,1.198
14,7.98,8.29,19.3,True,90.0,False,108.28,True,90.0,4,2,4,2,6,5,5,2,3,1212.34,1.129
2,7.42,7.48,11.47,False,72.02,False,80.69,False,80.5,2,2,4,2,5,5,4,3,3,593.03,1.154
15,13.36,8.31,21.27,True,90.0,False,106.37,True,90.0,8,2,4,4,5,4,4,3,3,2265.7,1.209
61,8.92,27.92,9.33,True,90.0,True,90.0,True,90.0,8,2,4,2,6,5,4,1,3,2323.6,1.178
4,11.03,5.92,18.85,True,90.0,False,111.47,True,90.0,4,2,4,4,5,6,4,3,3,1145.45,1.195
14,11.7,9.69,10.88,True,90.0,False,105.41,True,90.0,4,2,4,3,6,6,5,3,3,1189.15,1.151
14,9.1,8.92,30.0,True,90.0,False,90.75,True,90.0,8,2,4,4,5,6,5,2,3,2434.95,1.125
14,16.61,5.8,14.15,True,90.0,False,118.1,True,90.0,4,2,4,2,6,4,5,3,3,1202.5,1.139
4,11.23,4.9,11.54,True,90.0,False,106.81,True,90.0,2,2,4,4,5,5,5,5,3,607.88,1.126
14,7.73,11.91,13.43,True,90.0,False,100.09,True,90.0,4,2,4,3,6,6,4,3,3,1217.3,1.125
2,7.63,15.43,12.59,False,112.23,False,112.4,False,102.68,4,2,4,4,4,5,5,3,3,1148.3,1.192
2,7.34,12.8,13.71,False,111.18,False,95.42,False,102.56,4,2,4,3,6,4,5,5,3,1150.95,1.19
14,10.02,8.19,15.32,True,90.0,False,109.49,True,90.0,4,2,4,4,5,5,4,2,3,1185.18,1.155
2,8.26,12.65,6.05,False,85.38,False,78.98,False,71.67,2,2,4,3,5,3,4,4,3,588.88,1.163
14,23.34,12.51,7.85,True,90.0,False,89.67,True,90.0,8,2,4,3,5,5,4,2,3,2292.03,1.195
61,9.73,11.64,20.2,True,90.0,True,90.0,True,90.0,8,2,4,4,5,6,3,3,3,2287.8,1.197
19,4.86,10.81,21.34,True,90.0,True,90.0,True,90.0,4,2,4,3,6,5,4,4,3,1121.13,1.221
14,7.69,6.43,25.5,True,90.0,False,105.38,True,90.0,4,2,4,3,6,6,3,2,3,1215.74,1.126
2,9.54,11.13,13.18,False,75.0,False,79.26,False,64.46,4,2,4,2,6,6,5,4,3,1215.18,1.127
14,11.82,5.32,19.23,True,90.0,False,95.04,True,90.0,4,2,4,3,5,5,6,4,3,1204.55,1.137
14,6.85,12.25,14.06,True,90.0,False,90.93,True,90.0,4,2,4,2,6,6,5,5,3,1179.65,1.161
14,8.44,11.46,13.78,True,90.0,False,114.62,True,90.0,4,2,4,2,6,5,4,3,3,1211.67,1.13
2,9.07,11.19,13.11,False,113.3,False,99.63,False,102.65,4,2,4,2,6,5,5,3,3,1143.54,1.197
4,5.69,12.03,17.36,True,90.0,False,98.14,True,90.0,4,2,4,4,5,5,5,4,3,1176.33,1.164
4,10.12,8.6,15.48,True,90.0,False,116.43,True,90.0,4,2,4,2,5,6,3,3,3,1206.44,1.135
4,6.55,13.86,6.62,True,90.0,False,92.15,True,90.0,2,2,4,4,4,4,4,3,3,600.56,1.14
14,7.33,6.55,25.4,True,90.0,False,90.92,True,90.0,4,2,4,3,6,5,3,4,3,1219.33,1.123
14,9.92,10.42,11.11,True,90.0,False,96.27,True,90.0,4,2,4,4,4,3,5,2,3,1141.53,1.199
19,5.33,11.72,19.39,True,90.0,True,90.0,True,90.0,4,2,4,3,4,4,4,3,3,1211.25,1.13
14,7.34,18.89,8.39,True,90.0,False,103.31,True,90.0,4,2,4,2,6,5,5,2,3,1132.05,1.209
2,7.61,8.17,10.28,False,81.29,False,75.02,False,65.48,2,2,4,2,3,3,5,2,3,561.03,1.22
14,9.08,10.95,12.57,True,90.0,False,105.54,True,90.0,4,2,4,3,6,5,5,3,3,1204.1,1.137
61,7.48,6.95,22.42,True,90.0,True,90.0,True,90.0,4,2,4,3,6,5,4,2,3,1165.53,1.175
15,14.98,6.98,11.68,True,90.0,False,109.52,True,90.0,4,2,4,4,5,5,5,4,3,1151.07,1.189
4,10.87,9.61,5.49,True,90.0,False,95.68,True,90.0,2,2,4,2,6,6,5,5,3,570.67,1.2
14,7.56,10.64,15.82,True,90.0,False,114.14,True,90.0,4,2,4,3,5,6,3,3,3,1161.25,1.179
14,5.55,13.31,16.07,True,90.0,False,99.37,True,90.0,4,2,4,4,5,5,6,4,3,1171.26,1.169
2,7.03,12.22,14.94,False,100.52,False,98.65,False,102.64,4,2,4,2,6,5,5,2,3,1206.81,1.135
14,10.35,8.52,13.75,True,90.0,False,98.18,True,90.0,4,2,4,3,5,5,5,5,3,1200.17,1.141
14,7.34,14.08,10.92,True,90.0,False,96.06,True,90.0,4,2,4,2,6,6,6,3,3,1122.24,1.22
14,6.61,11.94,16.35,True,90.0,False,114.94,True,90.0,4,2,4,3,6,5,4,3,3,1170.07,1.17
2,9.08,10.86,12.63,False,101.56,False,101.59,False,100.34,4,2,4,4,4,5,5,3,3,1163.53,1.177
4,10.82,4.74,24.3,True,90.0,False,103.4,True,90.0,4,2,4,4,4,5,6,3,3,1212.34,1.129
2,6.83,11.57,15.54,False,100.65,False,100.05,False,93.94,4,2,4,4,4,5,6,5,3,1181.86,1.158
4,6.63,6.18,14.23,True,90.0,False,97.39,True,90.0,2,2,4,3,5,6,4,2,3,578.21,1.184
2,6.02,7.57,14.34,False,106.51,False,93.43,False,101.48,2,2,4,4,4,5,5,2,3,609.29,1.124
4,9.07,5.86,12.15,True,90.0,False,114.06,True,90.0,2,2,4,4,4,4,4,3,3,589.67,1.161
4,11.55,8.4,6.13,True,90.0,False,101.94,True,90.0,2,2,4,2,5,5,3,3,3,581.87,1.177
14,8.82,8.78,15.41,True,90.0,False,93.98,True,90.0,4,2,4,3,5,6,3,5,3,1190.47,1.15
14,8.14,9.93,14.9,True,90.0,False,100.6,True,90.0,4,2,4,4,5,6,4,3,3,1183.82,1.157
