Space group number,A,B,C,Alpha_90,Alpha,Beta_90,Beta,Gamma_90,Gamma,Z value,Molecular weight_category,S_L_category,M_L_category,S_M_category,S_category,Globularity_category,FrTPSA_category,Dipole moment_category,Calculated volume,Calculated density
61,7.82,11.23,28.19,True,90.0,True,90.0,True,90.0,8,2,4,3,5,4,6,3,2,2475.61,1.503
15,23.72,8.23,13.2,True,90.0,False,97.56,True,90.0,8,2,4,4,4,5,4,2,2,2554.45,1.456
14,6.15,15.42,13.15,True,90.0,False,100.4,True,90.0,4,2,4,2,6,5,4,4,2,1226.57,1.517
14,10.1,17.04,7.24,True,90.0,False,100.1,True,90.0,4,2,4,2,6,6,4,1,2,1226.72,1.516
15,16.55,8.1,19.59,True,90.0,False,107.56,True,90.0,8,2,4,4,5,5,4,2,2,2503.76,1.486
61,8.94,16.23,17.26,True,90.0,True,90.0,True,90.0,8,2,4,4,5,5,4,4,2,2504.36,1.486
4,9.09,10.15,7.45,True,90.0,False,109.44,True,90.0,2,2,4,2,6,5,3,3,2,648.18,1.435
14,7.16,15.96,10.67,True,90.0,False,86.88,True,90.0,4,2,4,3,4,4,4,2,2,1217.49,1.528
14,12.15,11.21,9.6,True,90.0,False,103.38,True,90.0,4,2,4,3,4,5,4,5,2,1272.04,1.462
14,8.08,11.95,13.34,True,90.0,False,100.34,True,90.0,4,2,4,4,4,5,5,1,2,1267.14,1.468
15,20.92,8.58,14.47,True,90.0,False,105.24,True,90.0,8,2,4,4,4,4,6,2,2,2505.93,1.485
61,9.87,12.88,19.76,True,90.0,True,90.0,True,90.0,8,2,4,2,6,5,3,2,2,2512.0,1.481
4,12.79,7.96,12.54,True,90.0,False,97.6,True,90.0,4,2,4,3,6,6,5,3,2,1265.46,1.47
14,12.28,6.35,15.68,True,90.0,False,89.88,True,90.0,4,2,4,2,6,5,5,2,2,1222.69,1.521
61,8.06,17.1,18.7,True,90.0,True,90.0,True,90.0,8,2,4,4,5,5,4,2,2,2577.35,1.444
14,9.25,10.41,14.99,True,90.0,False,116.61,True,90.0,4,2,4,3,5,5,4,3,2,1290.53,1.441
