Space group number,A,B,C,Alpha_90,Alpha,Beta_90,Beta,Gamma_90,Gamma,Z value,Molecular weight_category,S_L_category,M_L_category,S_M_category,S_category,Globularity_category,FrTPSA_category,Dipole moment_category,Calculated volume,Calculated density
14,9.65,8.87,9.84,True,90.0,False,102.01,True,90.0,4,1,3,4,3,2,6,5,2,823.82,1.46
15,13.55,7.77,16.59,True,90.0,False,106.42,True,90.0,8,1,3,4,4,4,6,2,2,1675.42,1.436
19,7.32,11.06,21.33,True,90.0,True,90.0,True,90.0,8,1,3,3,4,3,4,3,2,1726.86,1.393
61,8.24,12.24,17.25,True,90.0,True,90.0,True,90.0,8,1,3,2,5,4,5,4,2,1739.79,1.383
15,12.16,14.51,10.46,True,90.0,False,117.25,True,90.0,8,1,3,2,4,4,5,2,2,1640.75,1.466
14,8.14,7.74,14.76,True,90.0,False,112.48,True,90.0,4,1,3,3,5,3,6,4,2,859.27,1.4
19,8.2,9.61,10.36,True,90.0,True,90.0,True,90.0,4,1,3,2,6,3,6,4,2,816.39,1.473
33,8.4,10.04,19.28,True,90.0,True,90.0,True,90.0,8,1,3,2,5,3,6,2,2,1626.0,1.479
14,7.45,15.11,8.03,True,90.0,False,109.72,True,90.0,4,1,3,1,5,2,6,3,2,850.92,1.413
14,7.97,18.75,5.57,True,90.0,False,99.85,True,90.0,4,1,3,3,4,4,6,3,2,820.1,1.467
2,5.98,10.11,7.34,False,94.11,False,75.02,False,87.19,2,1,3,4,4,3,6,2,2,426.53,1.41
14,5.84,11.25,13.14,True,90.0,False,97.26,True,90.0,4,1,3,2,6,2,6,2,2,856.38,1.404
14,11.85,7.88,9.37,True,90.0,False,102.21,True,90.0,4,1,3,4,3,3,6,4,2,855.16,1.406
14,7.78,7.07,17.41,True,90.0,False,117.91,True,90.0,4,1,3,2,6,4,5,3,2,846.24,1.421
14,8.05,9.43,11.09,True,90.0,False,93.8,True,90.0,4,1,3,4,4,3,6,5,2,840.01,1.432
61,7.54,8.66,26.48,True,90.0,True,90.0,True,90.0,8,1,3,4,3,1,6,4,2,1729.05,1.391
19,7.21,5.47,21.66,True,90.0,True,90.0,True,90.0,4,1,3,2,5,1,6,4,2,854.24,1.408
19,4.42,11.89,15.68,True,90.0,True,90.0,True,90.0,4,1,3,4,4,4,6,3,2,824.04,1.46
2,5.46,7.1,11.95,False,107.73,False,96.49,False,99.64,2,1,3,4,3,4,6,3,2,428.33,1.404
14,7.79,5.78,9.89,True,90.0,False,111.7,True,90.0,2,1,3,2,5,2,6,5,2,413.75,1.453
4,9.49,4.36,10.51,True,90.0,False,103.53,True,90.0,2,1,3,4,3,4,5,2,2,422.8,1.422
61,8.23,10.82,19.0,True,90.0,True,90.0,True,90.0,8,1,3,3,3,4,4,2,2,1691.92,1.422
14,9.74,15.29,6.07,True,90.0,False,115.2,True,90.0,4,1,3,1,6,2,6,1,2,817.94,1.47
15,11.54,9.11,17.28,True,90.0,False,110.01,True,90.0,8,1,3,2,5,4,5,2,2,1706.97,1.409
14,9.83,7.8,12.36,True,90.0,False,116.55,True,90.0,4,1,3,2,5,4,6,1,2,847.75,1.419
15,13.29,8.2,16.28,True,90.0,False,111.65,True,90.0,8,1,3,4,4,3,4,1,2,1649.0,1.459
61,10.37,11.76,13.82,True,90.0,True,90.0,True,90.0,8,1,3,4,3,2,6,1,2,1685.37,1.427
15,14.8,4.62,24.27,True,90.0,False,96.14,True,90.0,8,1,3,3,6,4,6,4,2,1649.97,1.458
61,9.43,9.38,19.61,True,90.0,True,90.0,True,90.0,8,1,3,4,3,3,6,4,2,1734.57,1.387
19,7.89,8.48,12.2,True,90.0,True,90.0,True,90.0,4,1,3,3,5,3,6,4,2,816.27,1.473
19,7.64,15.59,7.21,True,90.0,True,90.0,True,90.0,4,1,3,3,5,1,5,5,2,858.77,1.401
14,14.83,6.03,19.29,True,90.0,False,96.61,True,90.0,8,1,3,4,4,1,6,4,2,1713.54,1.404
14,7.63,9.15,13.25,True,90.0,False,116.03,True,90.0,4,1,3,2,5,4,4,3,2,831.21,1.447
2,4.78,8.69,11.1,False,101.18,False,77.8,False,108.57,2,1,3,4,4,2,5,4,2,423.19,1.421
9,7.55,13.58,8.24,True,90.0,False,97.46,True,90.0,4,1,3,2,5,1,6,5,2,837.69,1.436
14,6.43,16.91,8.04,True,90.0,False,100.77,True,90.0,4,1,3,4,5,4,5,2,2,858.8,1.4
19,5.56,11.84,12.38,True,90.0,True,90.0,True,90.0,4,1,3,4,4,4,6,4,2,814.98,1.476
4,4.62,9.32,9.48,True,90.0,False,95.03,True,90.0,2,1,3,3,4,4,6,5,2,406.62,1.479
19,11.24,8.07,18.27,True,90.0,True,90.0,True,90.0,8,1,3,4,3,3,4,3,2,1657.21,1.452
4,6.56,7.9,16.42,True,90.0,False,95.31,True,90.0,4,1,3,4,4,2,6,5,2,847.3,1.419
14,7.4,7.27,7.77,True,90.0,False,99.33,True,90.0,2,1,3,3,3,2,5,5,2,412.48,1.458
4,8.01,5.71,9.45,True,90.0,False,96.75,True,90.0,2,1,3,3,4,5,5,2,2,429.22,1.401
2,6.16,7.02,10.12,False,101.44,False,71.75,False,92.19,2,1,3,4,4,4,6,5,2,407.22,1.477
14,5.43,14.1,11.33,True,90.0,False,98.37,True,90.0,4,1,3,4,3,2,6,2,2,858.22,1.401
4,7.17,5.22,11.67,True,90.0,False,108.53,True,90.0,2,1,3,3,4,3,6,2,2,414.13,1.452
14,9.97,11.88,7.76,True,90.0,False,115.24,True,90.0,4,1,3,2,6,4,5,3,2,831.37,1.447
19,5.22,9.59,16.49,True,90.0,True,90.0,True,90.0,4,1,3,2,5,3,6,5,2,825.49,1.457
14,11.76,6.76,10.62,True,90.0,False,92.52,True,90.0,4,1,3,2,4,3,5,3,2,843.45,1.426
2,5.9,8.73,8.59,False,86.15,False,74.03,False,100.61,2,1,3,4,4,3,6,3,2,414.84,1.45
14,22.67,7.75,9.69,True,90.0,False,98.84,True,90.0,8,1,3,2,4,3,6,5,2,1682.24,1.43
14,7.59,6.39,8.92,True,90.0,False,100.32,True,90.0,2,1,3,4,3,4,6,5,2,425.62,1.413
2,9.41,4.73,10.37,False,92.86,False,111.52,False,89.99,2,1,3,2,4,5,5,2,2,428.77,1.403
14,14.32,11.1,11.44,True,90.0,False,116.22,True,90.0,8,1,3,2,5,3,5,4,2,1631.3,1.475
14,7.55,6.47,18.34,True,90.0,False,106.01,True,90.0,4,1,3,4,3,3,6,5,2,861.13,1.397
14,7.41,10.67,11.05,True,90.0,False,110.15,True,90.0,4,1,3,3,3,3,6,2,2,820.19,1.466
14,5.96,16.3,8.81,True,90.0,False,92.58,True,90.0,4,1,3,3,6,3,6,2,2,855.01,1.407
19,6.55,9.76,13.39,True,90.0,True,90.0,True,90.0,4,1,3,2,6,3,4,2,2,856.0,1.405
15,8.13,8.91,23.97,True,90.0,False,97.49,True,90.0,8,1,3,4,3,3,5,3,2,1721.53,1.397
14,6.76,6.74,17.98,True,90.0,False,92.27,True,90.0,4,1,3,2,4,2,5,4,2,818.57,1.469
4,13.31,8.5,8.46,True,90.0,False,116.91,True,90.0,4,1,3,4,4,3,4,2,2,853.48,1.409
2,8.08,7.06,7.94,False,80.92,False,75.17,False,71.24,2,1,3,2,5,3,6,5,2,413.17,1.455
14,7.4,7.15,16.48,True,90.0,False,96.46,True,90.0,4,1,3,4,4,2,6,4,2,866.42,1.388
14,6.38,15.47,8.85,True,90.0,False,104.92,True,90.0,4,1,3,2,4,3,5,3,2,844.03,1.425
61,5.04,11.33,14.85,True,90.0,True,90.0,True,90.0,4,1,3,3,4,3,6,3,2,847.98,1.418
14,5.33,9.13,16.87,True,90.0,False,96.25,True,90.0,4,1,3,4,3,2,6,3,2,816.06,1.474
2,7.0,10.0,6.96,False,101.03,False,108.19,False,107.35,2,1,3,2,5,4,6,3,2,419.5,1.434
14,11.15,6.32,12.2,True,90.0,False,104.57,True,90.0,4,1,3,2,5,3,5,3,2,832.06,1.445
61,8.8,12.12,16.05,True,90.0,True,90.0,True,90.0,8,1,3,3,6,4,6,4,2,1711.83,1.405
14,7.47,5.36,21.17,True,90.0,False,98.02,True,90.0,4,1,3,3,4,2,6,4,2,839.34,1.433
2,5.08,7.25,13.4,False,112.32,False,99.04,False,100.63,2,1,3,4,4,3,6,2,2,434.48,1.384
4,6.63,8.06,15.39,True,90.0,False,96.15,True,90.0,4,1,3,4,4,2,6,3,2,817.67,1.471
14,7.93,6.31,17.75,True,90.0,False,112.39,True,90.0,4,1,3,4,4,3,5,3,2,821.22,1.465
15,12.94,4.66,27.14,True,90.0,False,93.25,True,90.0,8,1,3,4,3,4,5,2,2,1633.92,1.472
15,11.61,7.01,11.63,True,90.0,False,115.85,True,90.0,4,1,3,4,3,2,6,1,2,851.81,1.412
14,10.61,6.07,13.5,True,90.0,False,96.47,True,90.0,4,1,3,4,4,4,6,2,2,863.9,1.392
14,12.2,5.07,13.36,True,90.0,False,97.93,True,90.0,4,1,3,2,5,4,6,4,2,818.47,1.469
19,7.64,6.07,18.22,True,90.0,True,90.0,True,90.0,4,1,3,2,5,2,6,3,2,844.95,1.423
14,15.81,5.54,19.44,True,90.0,False,106.89,True,90.0,8,1,3,4,4,4,5,2,2,1629.25,1.476
