Space group number,A,B,C,Alpha_90,Alpha,Beta_90,Beta,Gamma_90,Gamma,Z value,Molecular weight_category,S_L_category,M_L_category,S_M_category,S_category,Globularity_category,FrTPSA_category,Dipole moment_category,Calculated volume,Calculated density
19,7.14,15.8,19.53,True,90.0,True,90.0,True,90.0,4,4,4,3,5,7,3,1,3,2203.22,1.345
14,9.23,10.65,21.86,True,90.0,False,95.34,True,90.0,4,4,4,3,5,7,4,3,3,2139.5,1.385
14,12.5,11.06,15.99,True,90.0,False,100.64,True,90.0,4,4,4,4,5,6,3,3,3,2172.61,1.364
19,8.72,8.7,28.9,True,90.0,True,90.0,True,90.0,4,4,4,4,5,6,3,3,3,2192.47,1.352
14,11.31,17.8,11.52,True,90.0,False,100.53,True,90.0,4,4,4,3,5,7,3,2,3,2280.13,1.3
19,10.78,16.05,12.74,True,90.0,True,90.0,True,90.0,4,4,4,4,5,7,3,3,3,2204.26,1.344
2,7.93,10.35,14.82,False,72.85,False,82.9,False,76.53,2,4,4,2,6,8,3,2,3,1128.33,1.313
14,12.85,13.8,12.77,True,90.0,False,99.98,True,90.0,4,4,4,3,5,8,3,3,3,2230.24,1.329
2,11.41,13.6,15.89,False,73.64,False,78.45,False,75.55,4,4,4,3,5,8,2,2,3,2268.55,1.306
2,6.25,8.47,21.39,False,86.09,False,91.37,False,95.82,2,4,4,3,5,7,3,2,3,1123.71,1.319
2,7.31,13.92,10.79,False,85.06,False,81.26,False,90.72,2,4,4,3,6,7,3,3,3,1080.79,1.371
14,9.91,16.29,13.82,True,90.0,False,98.2,True,90.0,4,4,4,3,6,6,2,1,3,2208.21,1.342
2,6.6,11.1,15.89,False,86.54,False,79.3,False,88.56,2,4,4,4,5,5,3,2,3,1141.66,1.298
14,12.95,10.43,17.24,True,90.0,False,104.68,True,90.0,4,4,4,2,5,7,3,3,3,2252.57,1.316
2,12.82,12.33,14.48,False,93.21,False,92.76,False,94.69,4,4,4,3,5,8,2,2,3,2274.42,1.303
2,9.6,12.7,10.06,False,71.28,False,79.38,False,67.15,2,4,4,2,6,8,2,2,3,1067.97,1.387
33,12.44,10.58,17.23,True,90.0,True,90.0,True,90.0,4,4,4,3,5,7,3,2,3,2267.73,1.307
2,9.66,11.91,10.33,False,70.74,False,76.85,False,80.5,2,4,4,3,6,8,3,3,3,1087.29,1.363
14,8.71,8.4,29.25,True,90.0,False,91.56,True,90.0,4,4,4,4,4,6,3,3,3,2139.25,1.385
2,9.72,9.21,12.77,False,102.04,False,99.36,False,95.71,2,4,4,4,5,8,2,3,3,1092.56,1.356
19,6.58,12.39,27.7,True,90.0,True,90.0,True,90.0,4,4,4,4,4,6,3,2,3,2258.28,1.312
14,16.27,11.36,12.35,True,90.0,False,92.6,True,90.0,4,4,4,3,6,9,2,3,3,2280.27,1.3
14,13.9,8.07,19.12,True,90.0,False,92.18,True,90.0,4,4,4,3,6,6,2,2,3,2143.2,1.383
33,17.7,17.62,7.25,True,90.0,True,90.0,True,90.0,4,4,4,4,5,6,3,2,3,2261.09,1.311
5,11.68,8.54,22.98,True,90.0,False,94.01,True,90.0,4,4,4,2,6,7,3,2,3,2286.58,1.296
2,8.5,9.39,15.05,False,74.45,False,73.33,False,80.83,2,4,4,2,6,6,3,2,3,1104.18,1.342
2,9.48,11.81,11.1,False,76.01,False,71.63,False,74.7,2,4,4,4,4,6,2,2,3,1120.41,1.322
19,8.07,10.89,24.71,True,90.0,True,90.0,True,90.0,4,4,4,3,6,8,3,2,3,2171.57,1.365
2,12.51,10.59,10.38,False,112.61,False,99.17,False,114.08,2,4,4,2,5,7,2,2,3,1074.31,1.379
19,14.11,13.34,11.82,True,90.0,True,90.0,True,90.0,4,4,4,3,5,9,3,2,3,2224.85,1.332
14,12.42,7.77,23.27,True,90.0,False,100.06,True,90.0,4,4,4,2,6,8,2,1,3,2211.11,1.34
14,10.73,13.33,16.67,True,90.0,False,108.94,True,90.0,4,4,4,4,3,6,3,2,3,2255.24,1.314
4,24.5,5.25,17.47,True,90.0,False,93.09,True,90.0,4,4,4,4,5,7,3,3,3,2243.81,1.321
19,10.67,11.63,17.42,True,90.0,True,90.0,True,90.0,4,4,4,3,5,7,2,2,3,2161.68,1.371
2,9.75,11.77,9.79,False,87.75,False,73.24,False,82.27,2,4,4,2,6,8,2,2,3,1065.98,1.39
14,8.93,13.43,19.45,True,90.0,False,100.76,True,90.0,4,4,4,3,6,9,2,2,3,2291.62,1.293
2,9.3,7.96,14.55,False,86.8,False,95.7,False,94.13,2,4,4,3,6,9,3,2,3,1067.71,1.388
19,6.64,15.73,21.72,True,90.0,True,90.0,True,90.0,4,4,4,4,6,8,2,1,3,2268.59,1.306
14,13.36,7.83,21.84,True,90.0,False,91.49,True,90.0,4,4,4,4,4,8,2,2,3,2283.88,1.298
14,17.07,18.51,6.89,True,90.0,False,99.1,True,90.0,4,4,4,3,6,9,2,1,3,2149.6,1.379
14,9.4,14.83,15.84,True,90.0,False,90.09,True,90.0,4,4,4,3,5,7,2,1,3,2208.12,1.342
19,5.19,16.02,26.21,True,90.0,True,90.0,True,90.0,4,4,4,3,4,5,2,2,3,2179.2,1.36
19,7.93,15.7,17.69,True,90.0,True,90.0,True,90.0,4,4,4,2,6,7,3,2,3,2202.42,1.346
14,12.74,8.43,20.22,True,90.0,False,91.82,True,90.0,4,4,4,4,5,5,3,2,3,2170.5,1.365
2,9.39,12.51,11.27,False,113.06,False,92.44,False,113.56,2,4,4,4,5,8,3,3,3,1084.98,1.366
14,13.51,11.14,15.62,True,90.0,False,113.64,True,90.0,4,4,4,3,6,7,2,1,3,2153.56,1.376
19,8.98,15.97,15.07,True,90.0,True,90.0,True,90.0,4,4,4,4,5,6,3,2,3,2161.2,1.371
2,7.24,12.82,13.12,False,113.92,False,97.56,False,95.69,2,4,4,3,5,8,2,2,3,1087.75,1.362
2,6.55,10.74,15.79,False,81.08,False,78.47,False,81.96,2,4,4,3,5,7,2,1,3,1068.38,1.387
14,7.33,11.4,27.2,True,90.0,False,99.5,True,90.0,4,4,4,4,5,8,3,2,3,2241.72,1.322
5,13.05,11.93,14.11,True,90.0,False,100.47,True,90.0,4,4,4,3,5,9,2,2,3,2160.16,1.372
2,8.69,12.0,10.89,False,93.37,False,95.91,False,92.63,2,4,4,3,5,6,3,2,3,1126.08,1.316
19,10.28,15.1,14.59,True,90.0,True,90.0,True,90.0,4,4,4,3,6,7,2,1,3,2264.78,1.308
2,9.22,13.26,18.28,False,80.76,False,84.6,False,78.65,4,4,4,3,5,5,3,2,3,2158.21,1.373
2,9.59,11.78,11.01,False,86.08,False,72.78,False,70.84,2,4,4,3,6,6,2,1,3,1121.67,1.321
15,24.49,8.93,21.11,True,90.0,False,98.71,True,90.0,8,4,4,2,5,6,3,2,3,4563.42,1.299
14,10.3,9.79,21.95,True,90.0,False,92.0,True,90.0,4,4,4,4,5,6,2,2,3,2212.02,1.34
2,10.07,11.02,11.1,False,77.04,False,84.5,False,71.86,2,4,4,3,5,8,3,3,3,1140.29,1.299
14,12.4,14.09,13.95,True,90.0,False,111.9,True,90.0,4,4,4,4,5,7,2,2,3,2261.4,1.31
14,12.31,6.19,28.97,True,90.0,False,101.56,True,90.0,4,4,4,3,5,6,3,1,3,2162.7,1.37
