Space group number,A,B,C,Alpha_90,Alpha,Beta_90,Beta,Gamma_90,Gamma,Z value,Molecular weight_category,S_L_category,M_L_category,S_M_category,S_category,Globularity_category,FrTPSA_category,Dipole moment_category,Calculated volume,Calculated density
4,7.31,9.67,12.89,True,90.0,False,101.17,True,90.0,2,3,3,3,5,5,4,2,2,893.9,1.152
4,11.13,15.37,10.05,True,90.0,False,97.58,True,90.0,4,3,3,2,6,5,3,2,2,1704.21,1.209
14,9.49,9.56,19.77,True,90.0,False,89.99,True,90.0,4,3,3,1,6,6,4,1,2,1793.62,1.149
4,10.37,7.56,11.0,True,90.0,False,95.83,True,90.0,2,3,3,4,3,6,3,5,2,857.91,1.201
4,9.35,7.67,12.24,True,90.0,False,97.6,True,90.0,2,3,3,3,4,5,3,1,2,870.07,1.184
61,11.0,13.95,22.53,True,90.0,True,90.0,True,90.0,8,3,3,3,4,5,4,1,2,3457.23,1.192
2,11.87,11.53,12.96,False,85.06,False,81.16,False,86.28,4,3,3,3,4,6,4,1,2,1743.74,1.182
5,18.94,10.55,8.73,True,90.0,False,97.21,True,90.0,4,3,3,4,4,6,3,2,2,1730.61,1.191
15,15.84,15.31,16.36,True,90.0,False,117.0,True,90.0,8,3,3,4,4,5,4,3,2,3535.04,1.166
19,6.18,14.16,19.02,True,90.0,True,90.0,True,90.0,4,3,3,2,6,6,4,3,2,1664.42,1.238
2,6.13,9.02,16.37,False,100.16,False,92.6,False,104.44,2,3,3,2,5,6,3,2,2,859.0,1.199
33,11.33,22.77,6.82,True,90.0,True,90.0,True,90.0,4,3,3,3,3,4,3,2,2,1759.45,1.171
2,7.75,7.99,13.62,False,89.14,False,96.69,False,94.07,2,3,3,2,5,5,3,2,2,835.51,1.233
19,14.39,11.98,9.78,True,90.0,True,90.0,True,90.0,4,3,3,2,5,6,3,2,2,1686.0,1.222
19,8.11,22.41,9.22,True,90.0,True,90.0,True,90.0,4,3,3,4,3,5,3,3,2,1675.69,1.23
14,10.05,11.58,16.64,True,90.0,False,115.89,True,90.0,4,3,3,2,5,5,3,3,2,1742.18,1.183
5,14.71,8.56,13.63,False,90.0,False,92.36,True,90.0,4,3,3,4,3,5,3,1,2,1714.8,1.202
33,7.51,13.57,17.14,True,90.0,True,90.0,True,90.0,4,3,3,1,6,6,4,3,2,1746.75,1.18
61,12.96,19.71,13.35,True,90.0,True,90.0,True,90.0,8,3,3,2,5,7,2,2,2,3410.15,1.208
19,4.88,17.32,19.77,True,90.0,True,90.0,True,90.0,4,3,3,4,4,4,3,2,2,1670.99,1.233
2,6.63,10.49,13.55,False,88.28,False,87.26,False,73.0,2,3,3,2,4,5,4,3,2,900.05,1.145
2,10.09,9.83,9.31,False,87.31,False,85.03,False,79.38,2,3,3,1,5,6,4,3,2,903.73,1.14
