Space group number,A,B,C,Alpha_90,Alpha,Beta_90,Beta,Gamma_90,Gamma,Z value,Molecular weight_category,S_L_category,M_L_category,S_M_category,S_category,Globularity_category,FrTPSA_category,Dipole moment_category,Calculated volume,Calculated density
2,4.93,7.72,11.98,False,77.7,False,69.43,False,76.64,2,1,2,4,3,3,6,4,2,410.96,1.455
4,8.2,9.51,12.29,True,90.0,False,117.05,True,90.0,4,1,2,1,5,1,6,3,2,853.56,1.401
61,9.58,10.81,16.27,True,90.0,True,90.0,True,90.0,8,1,2,3,3,1,5,2,2,1684.92,1.419
9,7.33,18.04,6.26,True,90.0,False,100.97,True,90.0,4,1,2,4,3,2,6,3,2,812.65,1.472
61,14.34,9.57,12.09,True,90.0,True,90.0,True,90.0,8,1,2,4,2,3,6,2,2,1659.16,1.442
14,6.77,12.14,10.34,True,90.0,False,102.31,True,90.0,4,1,2,1,6,3,5,4,2,830.28,1.44
14,9.46,7.78,12.0,True,90.0,False,113.01,True,90.0,4,1,2,2,4,3,6,1,2,812.92,1.471
2,7.76,5.31,11.17,False,83.41,False,110.6,False,74.64,2,1,2,2,5,3,6,3,2,404.27,1.479
19,9.4,10.84,8.06,True,90.0,True,90.0,True,90.0,4,1,2,4,3,3,5,2,2,821.28,1.456
14,9.58,8.37,10.76,True,90.0,False,109.01,True,90.0,4,1,2,2,4,3,6,4,2,815.73,1.466
9,4.93,11.08,15.82,True,90.0,False,99.3,True,90.0,4,1,2,2,3,4,5,2,2,852.8,1.402
61,12.29,8.04,16.94,True,90.0,True,90.0,True,90.0,8,1,2,3,3,3,5,3,2,1673.87,1.429
9,8.28,14.8,7.18,True,90.0,False,105.91,True,90.0,4,1,2,2,4,4,6,3,2,846.16,1.413
14,4.93,11.04,16.73,True,90.0,False,115.73,True,90.0,4,1,2,4,3,4,6,3,2,820.28,1.458
33,9.83,13.79,6.09,True,90.0,True,90.0,True,90.0,4,1,2,3,3,3,6,3,2,825.53,1.449
2,7.32,10.35,6.29,False,65.3,False,87.88,False,78.74,2,1,2,3,4,2,6,2,2,424.08,1.41
