Space group number,A,B,C,Alpha_90,Alpha,Beta_90,Beta,Gamma_90,Gamma,Z value,Molecular weight_category,S_L_category,M_L_category,S_M_category,S_category,Globularity_category,FrTPSA_category,Dipole moment_category,Calculated volume,Calculated density
15,14.53,8.78,17.37,True,90.0,False,96.17,True,90.0,8,2,3,4,5,6,3,1,2,2203.11,1.472
61,10.32,10.3,21.55,True,90.0,True,90.0,True,90.0,8,2,3,4,3,4,4,3,2,2290.68,1.416
14,11.46,8.84,11.9,True,90.0,False,111.63,True,90.0,4,2,3,4,3,5,4,1,2,1120.66,1.447
29,7.75,16.07,9.17,True,90.0,True,90.0,True,90.0,4,2,3,2,5,5,3,3,2,1142.05,1.42
14,7.2,26.87,6.0,True,90.0,False,101.19,True,90.0,4,2,3,2,6,4,5,3,2,1138.72,1.424
14,12.88,4.66,20.84,True,90.0,False,116.56,True,90.0,4,2,3,2,5,7,3,3,2,1118.83,1.449
2,9.31,10.75,13.32,False,86.63,False,76.09,False,65.13,4,2,3,1,6,3,4,3,2,1172.65,1.383
14,5.96,11.99,15.81,True,90.0,False,83.17,True,90.0,4,2,3,3,4,3,6,2,2,1121.77,1.445
14,9.2,10.26,13.13,True,90.0,False,117.11,True,90.0,4,2,3,2,6,5,6,3,2,1103.2,1.47
14,8.58,8.4,15.62,True,90.0,False,96.54,True,90.0,4,2,3,3,4,5,5,5,2,1118.44,1.45
19,5.83,17.02,11.79,True,90.0,True,90.0,True,90.0,4,2,3,3,5,4,5,4,2,1169.88,1.386
19,9.55,10.46,11.11,True,90.0,True,90.0,True,90.0,4,2,3,3,5,4,4,2,2,1109.81,1.461
14,8.81,12.29,10.55,True,90.0,False,99.81,True,90.0,4,2,3,2,5,5,6,4,2,1125.6,1.44
33,8.09,7.74,18.62,True,90.0,True,90.0,True,90.0,4,2,3,2,6,6,5,2,2,1165.92,1.391
2,10.38,11.47,19.69,False,74.64,False,86.93,False,84.4,8,2,3,4,3,3,4,2,2,2248.8,1.442
14,13.21,10.01,17.42,True,90.0,False,91.05,True,90.0,8,2,3,4,3,5,4,2,2,2303.1,1.408
15,17.69,7.47,18.35,True,90.0,False,112.1,True,90.0,8,2,3,4,3,4,4,2,2,2246.69,1.443
14,11.59,6.99,15.43,True,90.0,False,111.93,True,90.0,4,2,3,3,5,6,5,4,2,1159.6,1.398
14,8.82,15.84,8.32,True,90.0,False,97.54,True,90.0,4,2,3,4,4,4,3,3,2,1152.33,1.407
29,7.81,7.62,19.13,True,90.0,True,90.0,True,90.0,4,2,3,2,5,5,4,3,2,1138.47,1.424
14,6.31,11.48,16.41,True,90.0,False,99.15,True,90.0,4,2,3,2,6,5,4,4,2,1173.59,1.381
19,5.87,10.55,18.4,True,90.0,True,90.0,True,90.0,4,2,3,4,4,5,6,5,2,1139.48,1.423
2,6.69,14.6,11.67,False,102.11,False,93.3,False,95.94,4,2,3,2,6,8,5,2,2,1104.82,1.467
2,7.47,8.82,9.48,False,80.34,False,104.05,False,100.87,2,2,3,2,5,5,3,1,2,590.14,1.374
19,5.78,23.1,8.41,True,90.0,True,90.0,True,90.0,4,2,3,2,6,4,4,2,2,1122.89,1.444
33,11.84,14.55,12.99,True,90.0,True,90.0,True,90.0,8,2,3,1,6,3,4,1,2,2237.81,1.449
19,8.18,11.18,24.8,True,90.0,True,90.0,True,90.0,8,2,3,4,3,4,4,4,2,2268.02,1.43
33,15.86,5.29,27.56,True,90.0,True,90.0,True,90.0,8,2,3,1,6,4,4,2,2,2312.27,1.402
19,16.75,10.15,13.44,True,90.0,True,90.0,True,90.0,8,2,3,4,3,5,4,2,2,2284.97,1.419
4,6.42,8.24,11.61,True,90.0,False,111.61,True,90.0,2,2,3,4,3,4,4,2,2,571.01,1.42
2,7.72,8.62,18.03,False,100.08,False,101.24,False,102.32,4,2,3,4,3,5,4,3,2,1119.96,1.448
19,6.8,5.52,29.77,True,90.0,True,90.0,True,90.0,4,2,3,3,5,4,4,2,2,1117.45,1.451
2,6.52,8.19,12.01,False,85.41,False,68.47,False,95.04,2,2,3,2,4,5,6,3,2,589.89,1.374
33,12.28,18.17,10.2,True,90.0,True,90.0,True,90.0,8,2,3,1,6,4,5,2,2,2275.9,1.425
14,11.42,6.66,16.85,True,90.0,False,117.19,True,90.0,4,2,3,3,4,6,4,2,2,1139.95,1.422
19,7.78,11.36,12.67,True,90.0,True,90.0,True,90.0,4,2,3,2,6,4,5,2,2,1119.78,1.448
9,6.82,17.87,9.58,True,90.0,False,93.58,True,90.0,4,2,3,4,3,5,3,2,2,1165.27,1.391
2,7.37,7.48,10.9,False,80.8,False,75.81,False,79.17,2,2,3,2,5,3,6,2,2,568.08,1.427
19,4.68,11.31,21.58,True,90.0,True,90.0,True,90.0,4,2,3,4,4,4,4,3,2,1142.25,1.419
61,8.71,12.02,21.07,True,90.0,True,90.0,True,90.0,8,2,3,2,3,3,5,3,2,2205.91,1.47
