Space group number,A,B,C,Alpha_90,Alpha,Beta_90,Beta,Gamma_90,Gamma,Z value,Molecular weight_category,S_L_category,M_L_category,S_M_category,S_category,Globularity_category,FrTPSA_category,Dipole moment_category,Calculated volume,Calculated density
14,11.51,8.51,12.19,True,90.0,False,106.01,True,90.0,4,2,4,4,4,4,3,2,2,1147.7,1.366
19,8.0,6.5,22.36,True,90.0,True,90.0,True,90.0,4,2,4,4,5,5,3,1,2,1162.72,1.349
19,8.07,11.55,12.72,True,90.0,True,90.0,True,90.0,4,2,4,4,5,4,4,4,2,1185.61,1.323
19,7.18,7.91,20.54,True,90.0,True,90.0,True,90.0,4,2,4,4,4,5,4,1,2,1166.54,1.344
61,11.54,9.11,21.81,True,90.0,True,90.0,True,90.0,8,2,4,4,5,4,4,3,2,2292.87,1.368
2,13.05,8.86,10.96,False,86.64,False,73.59,False,80.18,4,2,4,3,6,5,3,1,2,1197.72,1.309
14,12.38,5.11,18.68,True,90.0,False,92.61,True,90.0,4,2,4,2,5,4,5,2,2,1180.5,1.328
14,7.58,8.65,17.48,True,90.0,False,92.02,True,90.0,4,2,4,2,6,5,5,3,2,1145.4,1.369
14,14.06,21.56,8.06,True,90.0,False,108.55,True,90.0,8,2,4,2,6,5,3,4,2,2316.32,1.354
19,10.22,12.08,9.58,True,90.0,True,90.0,True,90.0,4,2,4,3,6,6,4,2,2,1182.72,1.326
4,6.11,10.22,19.45,True,90.0,False,92.62,True,90.0,4,2,4,3,5,5,4,3,2,1213.27,1.293
61,10.02,9.88,24.16,True,90.0,True,90.0,True,90.0,8,2,4,4,5,3,5,3,2,2391.78,1.311
2,12.03,8.5,7.05,False,101.12,False,104.45,False,113.35,2,2,4,4,5,5,5,3,2,605.42,1.295
14,7.85,17.05,9.03,True,90.0,False,100.75,True,90.0,4,2,4,4,5,5,4,4,2,1187.39,1.321
14,7.66,15.44,10.45,True,90.0,False,98.67,True,90.0,4,2,4,3,5,5,6,2,2,1221.8,1.283
19,13.02,5.6,16.28,True,90.0,True,90.0,True,90.0,4,2,4,3,5,6,4,4,2,1187.01,1.321
14,7.14,23.8,7.32,True,90.0,False,99.98,True,90.0,4,2,4,2,6,6,3,2,2,1225.08,1.28
2,9.39,7.9,16.51,False,82.5,False,86.82,False,80.94,4,2,4,3,5,5,6,3,2,1198.34,1.309
9,11.94,13.01,16.61,True,90.0,False,116.48,True,90.0,8,2,4,2,6,6,5,4,2,2309.5,1.358
4,9.44,8.67,14.64,True,90.0,False,93.86,True,90.0,4,2,4,4,5,5,3,3,2,1195.49,1.312
2,7.25,8.49,10.8,False,114.24,False,97.88,False,101.98,2,2,4,4,4,3,4,2,2,574.24,1.365
14,10.76,6.69,16.47,True,90.0,False,93.78,True,90.0,4,2,4,2,5,4,4,3,2,1183.0,1.326
14,7.95,17.54,9.1,True,90.0,False,106.48,True,90.0,4,2,4,3,5,5,5,4,2,1216.8,1.289
2,8.43,7.86,9.45,False,85.49,False,81.15,False,79.51,2,2,4,2,5,7,4,2,2,607.53,1.291
61,8.18,12.89,21.81,True,90.0,True,90.0,True,90.0,8,2,4,4,4,5,4,2,2,2299.65,1.364
14,7.07,7.47,25.08,True,90.0,False,113.66,True,90.0,4,2,4,4,4,5,4,2,2,1213.21,1.293
14,10.03,9.7,11.88,True,90.0,False,90.02,True,90.0,4,2,4,3,5,4,4,3,2,1155.82,1.357
2,8.27,14.09,10.42,False,85.64,False,94.97,False,107.21,4,2,4,2,6,6,6,1,2,1153.84,1.359
2,8.49,7.46,10.47,False,113.49,False,90.84,False,94.42,2,2,4,2,6,6,5,3,2,605.61,1.295
4,9.02,10.99,13.09,True,90.0,False,110.39,True,90.0,4,2,4,4,5,5,4,3,2,1216.3,1.289
2,6.64,8.07,11.81,False,82.84,False,80.92,False,73.27,2,2,4,4,4,5,3,3,2,596.35,1.315
15,15.66,8.96,16.54,True,90.0,False,101.25,True,90.0,8,2,4,3,6,5,5,2,2,2276.19,1.378
9,6.47,12.72,14.71,True,90.0,False,100.56,True,90.0,4,2,4,4,5,6,5,2,2,1190.11,1.318
15,11.06,17.83,13.94,True,90.0,False,117.44,True,90.0,8,2,4,2,6,4,5,4,2,2439.69,1.286
2,7.65,6.32,13.15,False,98.83,False,96.76,False,75.27,2,2,4,4,3,5,4,2,2,605.53,1.295
2,9.52,8.42,8.82,False,101.47,False,112.8,False,104.75,2,2,4,3,5,5,3,3,2,594.14,1.32
2,8.81,10.79,13.38,False,112.48,False,99.82,False,90.72,4,2,4,2,5,5,4,2,2,1153.8,1.359
