Space group number,A,B,C,Alpha_90,Alpha,Beta_90,Beta,Gamma_90,Gamma,Z value,Molecular weight_category,S_L_category,M_L_category,S_M_category,S_category,Globularity_category,FrTPSA_category,Dipole moment_category,Calculated volume,Calculated density
1,5.55,6.45,13.06,False,101.49,False,96.43,False,94.5,2,1,3,4,4,2,6,4,2,452.82,1.248
14,10.47,6.35,13.15,True,90.0,False,94.89,True,90.0,4,1,3,3,3,3,6,3,2,871.09,1.297
14,7.24,15.14,8.39,True,90.0,False,98.76,True,90.0,4,1,3,3,4,2,5,3,2,908.93,1.243
14,5.32,11.16,15.16,True,90.0,False,90.48,True,90.0,4,1,3,4,4,3,6,5,2,900.04,1.255
14,10.68,10.48,8.17,True,90.0,False,98.97,True,90.0,4,1,3,2,6,4,5,3,2,903.26,1.251
15,13.86,6.64,21.17,True,90.0,False,116.81,True,90.0,8,1,3,2,4,4,5,2,2,1738.86,1.3
19,5.35,12.86,13.07,True,90.0,True,90.0,True,90.0,4,1,3,3,5,3,6,5,2,899.23,1.256
14,7.81,17.32,6.49,True,90.0,False,99.1,True,90.0,4,1,3,3,5,3,6,5,2,866.85,1.303
14,10.01,5.87,16.48,True,90.0,False,114.67,True,90.0,4,1,3,4,3,3,6,3,2,879.96,1.284
2,5.74,8.16,9.63,False,87.64,False,76.16,False,81.3,2,1,3,4,3,2,6,5,2,432.91,1.305
19,4.4,13.05,15.69,True,90.0,True,90.0,True,90.0,4,1,3,2,6,4,6,2,2,900.92,1.254
2,5.71,12.87,13.08,False,76.94,False,91.76,False,101.13,4,1,3,2,4,2,6,3,2,918.66,1.23
4,11.12,6.73,12.18,True,90.0,False,93.45,True,90.0,4,1,3,3,4,3,4,3,2,909.87,1.242
61,7.11,16.44,15.52,True,90.0,True,90.0,True,90.0,8,1,3,1,6,3,6,1,2,1814.11,1.246
33,8.24,11.55,9.35,True,90.0,True,90.0,True,90.0,4,1,3,2,6,4,5,3,2,889.86,1.27
14,8.35,8.62,13.13,True,90.0,False,101.57,True,90.0,4,1,3,2,6,3,5,2,2,925.85,1.22
14,11.61,8.51,17.43,True,90.0,False,92.22,True,90.0,8,1,3,4,4,4,5,2,2,1720.81,1.313
14,9.22,9.85,10.39,True,90.0,False,105.88,True,90.0,4,1,3,4,4,3,5,2,2,907.58,1.245
4,11.19,6.62,12.93,True,90.0,False,112.3,True,90.0,4,1,3,4,3,2,5,2,2,886.19,1.275
14,12.68,6.12,11.81,True,90.0,False,96.94,True,90.0,4,1,3,2,4,2,6,1,2,909.76,1.242
29,11.28,9.85,7.96,True,90.0,True,90.0,True,90.0,4,1,3,2,6,4,4,1,2,884.42,1.278
14,6.75,4.93,13.96,True,90.0,False,97.85,True,90.0,2,1,3,2,6,2,6,4,2,460.2,1.228
61,8.79,10.45,18.67,True,90.0,True,90.0,True,90.0,8,1,3,3,4,4,4,3,2,1714.94,1.318
14,9.11,8.11,12.89,True,90.0,False,111.17,True,90.0,4,1,3,4,3,2,4,3,2,888.07,1.272
61,7.81,11.49,19.33,True,90.0,True,90.0,True,90.0,8,1,3,4,3,4,4,2,2,1734.61,1.303
14,9.09,9.56,11.24,True,90.0,False,113.95,True,90.0,4,1,3,3,4,2,6,2,2,892.66,1.266
15,9.01,8.19,23.63,True,90.0,False,93.07,True,90.0,8,1,3,3,3,3,5,2,2,1741.2,1.298
