Space group number,A,B,C,Alpha_90,Alpha,Beta_90,Beta,Gamma_90,Gamma,Z value,Molecular weight_category,S_L_category,M_L_category,S_M_category,S_category,Globularity_category,FrTPSA_category,Dipole moment_category,Calculated volume,Calculated density
14,9.32,8.11,9.76,True,90.0,False,100.98,True,90.0,4,1,4,2,6,4,5,2,3,724.21,1.367
61,8.5,9.83,17.04,True,90.0,True,90.0,True,90.0,8,1,4,4,4,3,5,2,3,1423.78,1.391
2,5.96,6.89,9.12,False,85.88,False,72.39,False,101.88,2,1,4,4,4,5,6,2,3,345.68,1.432
14,8.9,9.44,8.35,True,90.0,False,100.13,True,90.0,4,1,4,3,5,3,4,2,3,690.6,1.434
29,7.04,5.37,18.42,True,90.0,True,90.0,True,90.0,4,1,4,4,5,3,6,2,3,696.36,1.422
14,8.12,11.47,7.6,True,90.0,False,85.11,True,90.0,4,1,4,4,3,2,6,4,3,705.26,1.404
15,14.52,7.52,14.69,True,90.0,False,118.81,True,90.0,8,1,4,2,6,4,6,2,3,1405.47,1.409
9,5.81,11.3,11.18,True,90.0,False,101.92,True,90.0,4,1,4,3,6,4,5,4,3,718.17,1.379
14,8.15,5.23,17.09,True,90.0,False,96.72,True,90.0,4,1,4,3,5,2,6,3,3,723.45,1.368
14,7.46,14.55,6.78,True,90.0,False,102.04,True,90.0,4,1,4,4,4,4,5,5,3,719.73,1.376
19,11.33,7.6,8.16,True,90.0,True,90.0,True,90.0,4,1,4,3,5,3,5,3,3,702.64,1.409
19,8.3,8.81,18.54,True,90.0,True,90.0,True,90.0,8,1,4,3,4,4,5,4,3,1355.7,1.461
14,6.95,8.4,11.72,True,90.0,False,96.32,True,90.0,4,1,4,4,4,2,6,2,3,680.06,1.456
14,8.51,6.52,13.99,True,90.0,False,111.65,True,90.0,4,1,4,4,5,5,6,5,3,721.48,1.372
4,9.78,10.44,7.23,True,90.0,False,110.56,True,90.0,4,1,4,2,6,4,5,4,3,691.19,1.432
9,6.83,8.62,12.45,True,90.0,False,99.41,True,90.0,4,1,4,4,5,3,6,2,3,723.13,1.369
2,9.31,8.82,17.65,False,88.15,False,74.0,False,80.7,8,1,4,3,5,4,5,5,3,1374.74,1.44
33,8.34,6.77,24.95,True,90.0,True,90.0,True,90.0,8,1,4,4,4,3,5,4,3,1408.72,1.406
14,10.53,13.09,11.43,True,90.0,False,116.65,True,90.0,8,1,4,3,6,3,6,5,3,1408.11,1.406
14,7.02,14.47,7.06,True,90.0,False,96.85,True,90.0,4,1,4,2,5,2,6,3,3,712.03,1.39
19,3.39,10.54,20.32,True,90.0,True,90.0,True,90.0,4,1,4,4,4,4,5,3,3,726.05,1.364
14,7.89,6.95,26.52,True,90.0,False,91.53,True,90.0,8,1,4,4,4,3,5,3,3,1453.72,1.362
14,5.87,16.85,7.51,True,90.0,False,106.41,True,90.0,4,1,4,2,6,4,6,3,3,712.55,1.389
2,6.15,10.32,6.04,False,105.31,False,96.08,False,97.1,2,1,4,3,4,2,6,5,3,363.04,1.364
14,9.28,6.51,11.71,True,90.0,False,91.29,True,90.0,4,1,4,2,5,3,6,3,3,707.25,1.4
29,4.97,10.66,13.47,True,90.0,True,90.0,True,90.0,4,1,4,4,5,4,6,2,3,713.64,1.387
2,5.21,7.48,10.18,False,70.08,False,78.08,False,70.09,2,1,4,4,5,4,5,5,3,348.85,1.419
14,6.24,7.21,7.72,True,90.0,False,96.0,True,90.0,2,1,4,2,6,4,6,2,3,345.42,1.433
14,8.06,8.95,10.62,True,90.0,False,116.65,True,90.0,4,1,4,2,5,3,6,3,3,684.71,1.446
19,5.81,7.83,15.22,True,90.0,True,90.0,True,90.0,4,1,4,4,4,3,6,5,3,692.39,1.43
14,8.72,7.85,10.46,True,90.0,False,92.38,True,90.0,4,1,4,3,5,4,5,5,3,715.39,1.384
33,8.46,4.95,16.49,True,90.0,True,90.0,True,90.0,4,1,4,2,6,3,5,4,3,690.55,1.434
14,5.37,11.89,11.47,True,90.0,False,98.08,True,90.0,4,1,4,4,5,3,6,4,3,725.08,1.365
4,5.45,7.08,9.79,True,90.0,False,112.17,True,90.0,2,1,4,4,4,3,6,3,3,349.83,1.415
9,6.66,11.12,9.42,True,90.0,False,89.98,True,90.0,4,1,4,2,6,5,5,2,3,697.64,1.419
14,8.13,8.72,10.17,True,90.0,False,104.95,True,90.0,4,1,4,3,6,6,5,4,3,696.58,1.421
