Space group number,A,B,C,Alpha_90,Alpha,Beta_90,Beta,Gamma_90,Gamma,Z value,Molecular weight_category,S_L_category,M_L_category,S_M_category,S_category,Globularity_category,FrTPSA_category,Dipole moment_category,Calculated volume,Calculated density
14,8.89,11.62,13.32,True,90.0,False,100.62,True,90.0,4,2,5,3,6,6,5,3,3,1352.41,1.366
4,13.7,12.04,8.15,True,90.0,False,103.1,True,90.0,4,2,5,4,5,5,4,3,3,1309.34,1.411
19,10.06,11.23,12.11,True,90.0,True,90.0,True,90.0,4,2,5,4,5,5,4,2,3,1368.11,1.35
14,7.99,11.3,15.23,True,90.0,False,99.43,True,90.0,4,2,5,3,6,5,5,3,3,1356.49,1.362
33,7.57,13.23,13.2,True,90.0,True,90.0,True,90.0,4,2,5,4,6,4,4,2,3,1321.99,1.397
2,7.74,9.97,9.65,False,114.75,False,95.47,False,95.3,2,2,5,4,5,6,3,2,3,665.94,1.387
19,4.59,11.89,23.95,True,90.0,True,90.0,True,90.0,4,2,5,4,6,6,4,2,3,1307.07,1.413
14,5.84,19.33,11.9,True,90.0,False,91.3,True,90.0,4,2,5,4,4,6,3,2,3,1343.01,1.375
4,12.0,5.97,10.03,True,90.0,False,110.38,True,90.0,2,2,5,3,6,6,4,3,3,673.57,1.371
14,6.5,14.78,13.48,True,90.0,False,90.4,True,90.0,4,2,5,4,6,5,6,3,3,1294.99,1.426
14,9.49,5.05,28.3,True,90.0,False,91.27,True,90.0,4,2,5,3,6,6,4,2,3,1355.93,1.362
14,8.56,6.98,11.14,True,90.0,False,96.93,True,90.0,2,2,5,4,5,4,4,5,3,660.74,1.398
33,9.35,12.02,12.04,True,90.0,True,90.0,True,90.0,4,2,5,3,6,6,3,3,3,1353.14,1.365
19,5.38,17.81,13.32,True,90.0,True,90.0,True,90.0,4,2,5,3,6,5,5,3,3,1276.29,1.447
19,5.84,14.59,15.94,True,90.0,True,90.0,True,90.0,4,2,5,4,5,5,5,4,3,1358.18,1.36
2,6.33,7.97,13.6,False,85.65,False,84.22,False,70.16,2,2,5,3,6,6,4,2,3,641.48,1.44
33,8.75,17.53,8.72,True,90.0,True,90.0,True,90.0,4,2,5,4,6,5,4,4,3,1337.54,1.381
14,11.88,8.79,14.49,True,90.0,False,117.39,True,90.0,4,2,5,4,6,6,3,2,3,1343.49,1.375
2,6.98,7.68,14.04,False,88.01,False,88.58,False,114.7,2,2,5,4,6,4,5,4,3,682.72,1.353
19,8.63,11.85,13.12,True,90.0,True,90.0,True,90.0,4,2,5,3,6,6,3,3,3,1341.72,1.377
4,11.92,6.18,19.35,True,90.0,False,112.07,True,90.0,4,2,5,4,6,6,3,2,3,1320.98,1.398
15,19.83,11.74,11.61,True,90.0,False,93.38,True,90.0,8,2,5,4,5,5,3,1,3,2698.16,1.369
2,6.4,12.74,16.15,False,86.85,False,99.04,False,94.7,4,2,5,4,5,5,4,3,3,1294.89,1.426
19,7.36,10.72,16.28,True,90.0,True,90.0,True,90.0,4,2,5,3,6,5,4,3,3,1284.48,1.438
61,13.58,8.09,24.03,True,90.0,True,90.0,True,90.0,8,2,5,4,6,5,6,3,3,2639.99,1.399
19,8.64,7.82,20.25,True,90.0,True,90.0,True,90.0,4,2,5,4,5,6,4,2,3,1368.19,1.35
2,7.64,8.7,9.94,False,82.37,False,78.65,False,87.97,2,2,5,3,6,6,3,3,3,642.01,1.439
4,6.52,8.55,12.13,True,90.0,False,94.95,True,90.0,2,2,5,3,5,5,3,2,3,673.68,1.371
61,10.15,12.29,20.96,True,90.0,True,90.0,True,90.0,8,2,5,3,5,6,5,3,3,2614.62,1.413
14,10.42,10.03,13.1,True,90.0,False,101.84,True,90.0,4,2,5,4,6,5,4,2,3,1339.99,1.378
4,8.26,10.31,7.58,True,90.0,False,90.95,True,90.0,2,2,5,4,6,6,3,3,3,645.43,1.431
2,8.29,9.05,9.86,False,100.26,False,101.86,False,107.21,2,2,5,4,5,4,4,3,3,668.57,1.381
14,6.83,11.05,17.5,True,90.0,False,91.91,True,90.0,4,2,5,3,6,6,5,3,3,1320.02,1.399
2,9.1,10.1,7.25,False,84.49,False,83.0,False,80.67,2,2,5,3,5,6,4,2,3,650.65,1.419
14,9.25,7.49,20.15,True,90.0,False,101.72,True,90.0,4,2,5,3,6,6,5,1,3,1366.94,1.351
4,12.64,7.04,16.41,True,90.0,False,113.43,True,90.0,4,2,5,2,6,5,4,4,3,1339.85,1.379
4,6.01,18.36,12.84,True,90.0,False,108.69,True,90.0,4,2,5,4,5,5,4,4,3,1342.1,1.376
14,8.18,12.66,12.56,True,90.0,False,99.86,True,90.0,4,2,5,3,6,5,3,3,3,1281.49,1.441
19,4.72,9.81,27.97,True,90.0,True,90.0,True,90.0,4,2,5,4,6,5,4,4,3,1295.1,1.426
19,5.78,8.06,28.3,True,90.0,True,90.0,True,90.0,4,2,5,4,5,6,4,3,3,1318.41,1.401
4,5.92,11.44,9.78,True,90.0,False,95.75,True,90.0,2,2,5,4,5,4,5,3,3,659.02,1.401
19,5.32,9.09,26.69,True,90.0,True,90.0,True,90.0,4,2,5,4,6,5,5,3,3,1290.7,1.431
14,9.69,12.12,5.54,True,90.0,False,97.88,True,90.0,2,2,5,4,6,5,4,2,3,644.49,1.433
2,7.3,12.12,7.7,False,99.92,False,98.48,False,96.05,2,2,5,3,6,6,4,2,3,657.73,1.404
14,11.52,8.01,14.18,True,90.0,False,102.45,True,90.0,4,2,5,3,5,5,5,3,3,1277.69,1.446
15,17.64,9.05,16.5,True,90.0,False,101.63,True,90.0,8,2,5,4,5,6,4,2,3,2580.01,1.432
19,9.66,7.79,17.29,True,90.0,True,90.0,True,90.0,4,2,5,3,6,5,4,3,3,1301.1,1.42
29,7.01,8.98,21.48,True,90.0,True,90.0,True,90.0,4,2,5,4,6,7,4,3,3,1352.16,1.366
4,13.06,8.24,12.97,True,90.0,False,106.5,True,90.0,4,2,5,4,6,5,4,2,3,1338.28,1.38
14,7.82,7.98,21.31,True,90.0,False,79.71,True,90.0,4,2,5,4,5,6,4,3,3,1308.43,1.412
2,10.78,11.4,11.35,False,99.13,False,101.85,False,101.73,4,2,5,3,6,6,4,3,3,1307.03,1.413
19,8.39,10.46,14.93,True,90.0,True,90.0,True,90.0,4,2,5,3,5,6,4,5,3,1310.25,1.41
1,9.0,7.68,19.78,False,86.85,False,102.02,False,94.39,4,2,5,3,6,6,4,3,3,1332.23,1.386
19,9.79,13.64,10.18,True,90.0,True,90.0,True,90.0,4,2,5,3,6,5,4,4,3,1359.39,1.359
19,5.43,11.56,21.48,True,90.0,True,90.0,True,90.0,4,2,5,3,5,5,5,5,3,1348.32,1.37
19,7.34,13.95,13.36,True,90.0,True,90.0,True,90.0,4,2,5,4,6,6,3,2,3,1367.97,1.35
15,28.25,10.31,9.0,True,90.0,False,98.39,True,90.0,8,2,5,3,6,6,3,3,3,2593.26,1.425
2,5.74,7.71,15.63,False,87.3,False,97.26,False,79.71,2,2,5,4,5,6,3,3,3,673.41,1.371
14,7.14,9.27,21.81,True,90.0,False,110.94,True,90.0,4,2,5,4,5,5,6,2,3,1348.22,1.37
61,11.81,7.95,29.09,True,90.0,True,90.0,True,90.0,8,2,5,3,6,6,4,4,3,2731.25,1.353
14,18.13,8.31,9.43,True,90.0,False,110.54,True,90.0,4,2,5,4,5,6,3,3,3,1330.41,1.388
19,5.15,10.61,23.67,True,90.0,True,90.0,True,90.0,4,2,5,3,6,6,4,2,3,1293.36,1.428
2,7.38,7.33,13.44,False,71.54,False,76.33,False,79.01,2,2,5,3,6,5,5,3,3,664.79,1.389
19,6.94,12.03,15.84,True,90.0,True,90.0,True,90.0,4,2,5,3,6,6,6,2,3,1322.45,1.397
14,8.71,7.66,10.85,True,90.0,False,112.91,True,90.0,2,2,5,4,6,5,5,4,3,666.79,1.385
2,6.94,7.02,14.05,False,86.91,False,89.8,False,79.85,2,2,5,4,6,8,3,1,3,672.79,1.373
2,7.37,12.7,14.59,False,70.72,False,85.22,False,87.55,4,2,5,2,6,6,4,3,3,1284.37,1.438
5,18.77,5.25,13.72,True,90.0,False,108.88,True,90.0,4,2,5,4,5,5,4,3,3,1279.26,1.444
61,8.71,12.19,24.81,True,90.0,True,90.0,True,90.0,8,2,5,4,5,5,4,3,3,2634.2,1.402
19,6.44,13.05,16.23,True,90.0,True,90.0,True,90.0,4,2,5,4,6,6,5,4,3,1364.0,1.354
5,27.65,6.99,13.66,True,90.0,False,93.44,True,90.0,8,2,5,3,6,6,5,5,3,2635.36,1.402
4,9.1,12.63,11.28,True,90.0,False,100.07,True,90.0,4,2,5,4,6,6,4,5,3,1276.47,1.447
14,8.21,9.89,16.37,True,90.0,False,96.61,True,90.0,4,2,5,4,5,6,5,5,3,1320.36,1.399
19,4.32,10.61,29.26,True,90.0,True,90.0,True,90.0,4,2,5,4,6,6,4,2,3,1341.14,1.377
1,9.07,11.71,7.42,False,113.17,False,91.81,False,107.18,2,2,5,4,6,6,3,2,3,682.31,1.354
14,8.53,8.08,20.83,True,90.0,False,107.55,True,90.0,4,2,5,3,5,6,5,2,3,1368.83,1.349
2,8.41,7.16,11.3,False,86.48,False,95.95,False,85.59,2,2,5,4,6,6,6,3,3,673.11,1.372
2,7.09,11.9,16.19,False,81.09,False,91.12,False,86.76,4,2,5,4,5,5,6,5,3,1346.77,1.371
4,8.07,5.25,15.92,True,90.0,False,96.55,True,90.0,2,2,5,3,6,5,6,3,3,670.09,1.378
2,7.92,14.31,12.99,False,113.46,False,98.67,False,94.85,4,2,5,3,6,6,4,3,3,1318.02,1.401
14,11.41,7.56,15.25,True,90.0,False,92.85,True,90.0,4,2,5,3,6,6,4,1,3,1313.83,1.406
14,6.92,9.05,20.87,True,90.0,False,90.65,True,90.0,4,2,5,3,6,5,4,5,3,1306.92,1.413
2,9.38,11.7,12.7,False,83.6,False,71.18,False,81.05,4,2,5,4,6,4,4,4,3,1300.39,1.42
2,8.39,7.53,11.56,False,81.72,False,94.17,False,71.93,2,2,5,3,6,6,4,3,3,681.7,1.355
2,7.2,9.75,10.3,False,93.42,False,100.96,False,113.51,2,2,5,4,5,5,4,3,3,643.53,1.435
2,7.32,8.03,11.67,False,105.64,False,95.54,False,101.09,2,2,5,3,6,6,5,4,3,640.18,1.443
2,10.24,5.92,12.42,False,99.81,False,105.13,False,105.34,2,2,5,3,6,5,4,5,3,677.34,1.363
2,9.95,7.47,10.14,False,93.76,False,106.93,False,108.57,2,2,5,3,6,5,4,3,3,672.97,1.372
15,13.59,10.59,19.47,True,90.0,False,104.3,True,90.0,8,2,5,3,6,6,6,3,3,2715.26,1.361
15,12.47,7.97,14.87,True,90.0,False,115.32,True,90.0,4,2,5,4,5,6,5,1,3,1335.89,1.383
14,9.62,15.25,8.81,True,90.0,False,98.84,True,90.0,4,2,5,3,6,6,4,4,3,1277.12,1.446
14,8.28,11.45,13.94,True,90.0,False,90.65,True,90.0,4,2,5,3,6,6,5,4,3,1321.51,1.398
2,9.54,12.31,11.18,False,89.99,False,102.26,False,88.56,4,2,5,3,6,5,5,5,3,1282.58,1.44
14,9.8,16.43,8.36,True,90.0,False,98.49,True,90.0,4,2,5,4,5,6,3,2,3,1331.33,1.387
14,8.92,8.85,17.37,True,90.0,False,100.21,True,90.0,4,2,5,3,6,5,4,4,3,1349.51,1.369
2,8.18,8.51,9.75,False,87.34,False,72.68,False,80.68,2,2,5,4,4,5,4,3,3,639.39,1.444
4,9.96,11.06,11.93,True,90.0,False,100.07,True,90.0,4,2,5,3,6,6,3,2,3,1293.94,1.427
14,10.03,8.43,15.34,True,90.0,False,95.52,True,90.0,4,2,5,2,6,5,6,5,3,1291.03,1.431
4,9.29,8.46,17.03,True,90.0,False,95.95,True,90.0,4,2,5,3,6,5,4,2,3,1331.24,1.387
14,6.45,10.54,19.45,True,90.0,False,97.85,True,90.0,4,2,5,4,5,5,6,3,3,1309.88,1.41
2,9.72,8.38,9.92,False,113.69,False,103.44,False,105.41,2,2,5,4,5,6,4,2,3,658.58,1.402
2,5.84,11.59,20.65,False,76.61,False,81.16,False,89.24,4,2,5,4,5,6,4,4,3,1343.2,1.375
14,8.04,15.58,10.9,True,90.0,False,99.38,True,90.0,4,2,5,3,6,5,4,1,3,1347.11,1.371
2,4.94,8.77,15.2,False,85.79,False,88.24,False,80.42,2,2,5,4,4,5,6,2,3,647.47,1.426
1,9.61,12.63,11.52,False,86.11,False,78.55,False,86.84,4,2,5,4,5,4,4,3,3,1366.01,1.352
2,8.9,11.22,13.76,False,99.23,False,94.24,False,88.51,4,2,5,4,6,6,3,2,3,1352.4,1.366
19,7.44,8.46,21.38,True,90.0,True,90.0,True,90.0,4,2,5,3,6,5,4,4,3,1345.71,1.373
15,22.21,9.77,6.51,True,90.0,False,113.84,True,90.0,4,2,5,3,6,6,5,4,3,1292.09,1.43
4,7.36,15.89,11.16,True,90.0,False,90.04,True,90.0,4,2,5,4,5,5,3,2,3,1305.17,1.415
19,8.4,10.77,28.9,True,90.0,True,90.0,True,90.0,8,2,5,4,6,6,3,3,3,2614.53,1.413
4,10.14,8.37,8.11,True,90.0,False,111.33,True,90.0,2,2,5,3,6,4,6,4,3,641.16,1.44
4,9.41,14.44,10.41,True,90.0,False,109.23,True,90.0,4,2,5,3,6,5,4,3,3,1335.59,1.383
4,8.72,10.51,7.16,True,90.0,False,103.06,True,90.0,2,2,5,4,5,6,3,3,3,639.22,1.445
14,9.74,15.65,8.47,True,90.0,False,90.29,True,90.0,4,2,5,4,6,6,3,3,3,1291.07,1.431
14,9.55,13.4,10.6,True,90.0,False,98.36,True,90.0,4,2,5,3,6,6,3,2,3,1342.07,1.376
14,5.51,10.89,11.43,True,90.0,False,100.36,True,90.0,2,2,5,4,6,6,5,2,3,674.66,1.369
19,6.48,11.6,17.32,True,90.0,True,90.0,True,90.0,4,2,5,4,6,5,4,4,3,1301.91,1.419
4,6.3,11.33,19.13,True,90.0,False,100.84,True,90.0,4,2,5,4,4,5,6,5,3,1341.11,1.377
14,11.19,5.36,22.8,True,90.0,False,92.38,True,90.0,4,2,5,4,5,8,3,2,3,1366.33,1.352
15,16.44,8.8,18.71,True,90.0,False,93.51,True,90.0,8,2,5,4,6,6,5,2,3,2701.74,1.367
33,4.5,15.73,18.32,True,90.0,True,90.0,True,90.0,4,2,5,4,6,5,6,4,3,1296.78,1.424
33,10.06,10.62,25.29,True,90.0,True,90.0,True,90.0,8,2,5,3,5,4,5,2,3,2701.91,1.367
14,17.31,5.62,28.76,True,90.0,False,103.95,True,90.0,8,2,5,3,5,5,5,1,3,2715.32,1.36
19,6.38,8.05,25.39,True,90.0,True,90.0,True,90.0,4,2,5,3,5,5,4,3,3,1304.01,1.416
33,10.29,12.21,20.86,True,90.0,True,90.0,True,90.0,8,2,5,4,6,5,3,3,3,2620.87,1.41
2,8.17,12.11,7.2,False,106.28,False,74.23,False,88.07,2,2,5,3,6,5,5,2,3,653.39,1.413
19,7.03,8.08,22.46,True,90.0,True,90.0,True,90.0,4,2,5,3,6,6,4,3,3,1275.78,1.448
2,5.36,7.11,18.13,False,102.5,False,96.63,False,101.32,2,2,5,4,6,6,4,3,3,652.36,1.416
61,14.38,9.15,20.15,True,90.0,True,90.0,True,90.0,8,2,5,3,5,6,3,2,3,2651.28,1.393
2,7.81,7.6,11.75,False,100.2,False,98.03,False,106.75,2,2,5,4,6,6,5,5,3,643.69,1.435
14,11.21,5.81,20.61,True,90.0,False,104.9,True,90.0,4,2,5,4,6,6,5,3,3,1297.2,1.424
14,6.28,7.66,28.5,True,90.0,False,95.8,True,90.0,4,2,5,4,5,5,5,2,3,1363.97,1.354
33,6.9,12.99,14.39,True,90.0,True,90.0,True,90.0,4,2,5,4,6,6,3,2,3,1289.79,1.432
2,8.9,8.31,18.38,False,81.91,False,83.48,False,86.28,4,2,5,3,6,6,5,3,3,1335.48,1.383
2,7.39,12.47,15.08,False,99.87,False,99.61,False,88.4,4,2,5,4,6,5,4,3,3,1349.89,1.368
14,9.09,8.9,8.37,True,90.0,False,93.57,True,90.0,2,2,5,4,5,5,4,2,3,675.83,1.367
2,7.2,8.64,10.94,False,88.33,False,95.86,False,94.49,2,2,5,4,5,6,4,2,3,674.77,1.369
14,9.85,9.5,14.65,True,90.0,False,99.97,True,90.0,4,2,5,4,6,5,5,3,3,1350.17,1.368
5,11.84,6.02,19.03,True,90.0,False,95.8,True,90.0,4,2,5,4,5,6,4,2,3,1349.45,1.369
2,8.82,12.66,12.65,False,98.26,False,94.77,False,101.41,4,2,5,3,6,6,5,2,3,1361.14,1.357
2,7.7,8.01,11.65,False,71.96,False,83.15,False,73.71,2,2,5,4,6,6,4,2,3,655.37,1.409
61,12.68,11.01,19.28,True,90.0,True,90.0,True,90.0,8,2,5,4,5,6,3,3,3,2691.62,1.372
2,7.58,9.01,10.11,False,80.35,False,77.8,False,79.79,2,2,5,3,5,6,4,2,3,658.08,1.403
14,13.93,6.42,15.11,True,90.0,False,97.67,True,90.0,4,2,5,3,6,6,3,1,3,1339.21,1.379
9,5.29,12.94,19.73,True,90.0,False,92.18,True,90.0,4,2,5,4,6,6,4,2,3,1349.59,1.369
2,6.35,10.8,10.69,False,111.26,False,95.08,False,102.0,2,2,5,4,6,5,3,5,3,657.4,1.405
14,7.09,9.33,21.24,True,90.0,False,103.41,True,90.0,4,2,5,4,6,6,4,2,3,1366.71,1.351
2,4.52,9.5,15.22,False,87.04,False,96.15,False,89.27,2,2,5,4,5,4,5,3,3,648.81,1.423
14,9.55,11.72,12.19,True,90.0,False,94.47,True,90.0,4,2,5,4,5,7,3,2,3,1360.23,1.358
19,7.95,5.46,29.64,True,90.0,True,90.0,True,90.0,4,2,5,3,6,6,4,4,3,1286.58,1.436
5,9.6,8.53,15.99,True,90.0,False,102.55,True,90.0,4,2,5,3,6,5,5,3,3,1278.1,1.445
14,10.56,11.2,11.1,True,90.0,False,99.41,True,90.0,4,2,5,4,6,6,5,3,3,1295.15,1.426
4,6.52,13.29,15.36,True,90.0,False,100.66,True,90.0,4,2,5,4,5,5,4,2,3,1307.99,1.412
61,6.98,13.14,29.26,True,90.0,True,90.0,True,90.0,8,2,5,4,5,6,4,3,3,2683.65,1.377
14,10.14,11.86,11.93,True,90.0,False,112.84,True,90.0,4,2,5,4,6,5,4,3,3,1322.21,1.397
2,9.38,9.77,15.13,False,98.21,False,99.24,False,87.35,4,2,5,4,5,5,4,3,3,1354.15,1.364
2,8.75,10.66,14.83,False,75.81,False,78.96,False,88.03,4,2,5,4,5,6,4,3,3,1316.13,1.403
19,5.82,10.52,21.53,True,90.0,True,90.0,True,90.0,4,2,5,4,6,8,5,4,3,1318.2,1.401
1,4.95,12.53,11.68,False,70.37,False,81.95,False,87.52,2,2,5,3,5,5,3,3,3,675.6,1.367
33,8.14,11.18,14.51,True,90.0,True,90.0,True,90.0,4,2,5,3,6,5,3,3,3,1320.49,1.399
33,9.8,9.22,30.0,True,90.0,True,90.0,True,90.0,8,2,5,4,4,5,4,3,3,2710.68,1.363
1,8.49,13.17,13.09,False,112.44,False,78.89,False,86.7,4,2,5,4,6,6,4,3,3,1313.51,1.406
14,11.98,4.29,27.32,True,90.0,False,113.37,True,90.0,4,2,5,3,6,6,4,3,3,1288.9,1.433
4,12.19,5.93,9.36,True,90.0,False,105.36,True,90.0,2,2,5,4,6,6,5,1,3,652.44,1.416
2,5.01,11.3,12.08,False,86.91,False,83.3,False,87.74,2,2,5,4,6,6,4,2,3,677.85,1.362
33,6.84,8.73,21.65,True,90.0,True,90.0,True,90.0,4,2,5,4,5,5,6,3,3,1292.79,1.429
4,9.05,8.79,8.45,True,90.0,False,106.61,True,90.0,2,2,5,4,6,6,4,3,3,644.14,1.434
2,5.52,10.62,22.21,False,89.26,False,88.0,False,80.94,4,2,5,4,5,6,3,1,3,1284.94,1.437
2,7.41,9.81,10.99,False,70.43,False,74.07,False,107.24,2,2,5,4,6,5,6,5,3,653.99,1.412
14,7.88,6.14,27.82,True,90.0,False,91.97,True,90.0,4,2,5,3,6,5,5,3,3,1345.23,1.373
14,11.82,7.14,16.02,True,90.0,False,103.66,True,90.0,4,2,5,4,6,6,4,2,3,1313.76,1.406
33,9.19,16.03,8.93,True,90.0,True,90.0,True,90.0,4,2,5,4,5,6,3,2,3,1315.53,1.404
4,6.39,7.65,13.71,True,90.0,False,102.53,True,90.0,2,2,5,4,5,6,5,2,3,654.23,1.412
2,6.02,7.71,15.66,False,112.13,False,96.28,False,101.38,2,2,5,2,6,5,4,1,3,646.42,1.429
14,8.37,10.68,17.36,True,90.0,False,118.97,True,90.0,4,2,5,3,6,6,4,2,3,1357.66,1.36
15,19.64,9.88,15.59,True,90.0,False,116.28,True,90.0,8,2,5,4,5,8,3,3,3,2712.46,1.362
2,9.04,11.55,7.15,False,100.21,False,96.06,False,109.21,2,2,5,3,6,6,4,2,3,682.94,1.352
2,5.95,13.55,16.98,False,86.06,False,78.71,False,88.85,4,2,5,3,5,5,4,3,3,1339.28,1.379
2,7.77,7.09,12.52,False,70.56,False,84.76,False,80.01,2,2,5,4,6,6,4,3,3,640.12,1.443
2,5.9,14.58,7.87,False,101.61,False,96.91,False,92.34,2,2,5,4,5,6,5,3,3,656.85,1.406
4,7.08,7.2,12.67,True,90.0,False,96.81,True,90.0,2,2,5,3,5,6,3,3,3,641.31,1.44
1,7.19,8.24,24.36,False,101.34,False,78.35,False,102.14,4,2,5,4,5,5,5,1,3,1363.85,1.354
2,8.28,7.53,11.81,False,101.02,False,106.79,False,106.86,2,2,5,3,5,6,3,5,3,643.55,1.435
2,10.97,8.35,8.08,False,86.94,False,78.37,False,64.81,2,2,5,3,6,5,4,2,3,655.55,1.409
14,9.04,8.27,18.21,True,90.0,False,94.05,True,90.0,4,2,5,4,6,6,3,2,3,1357.99,1.36
2,8.88,10.62,16.2,False,88.78,False,79.9,False,65.08,4,2,5,4,5,6,3,3,3,1361.67,1.356
14,7.45,8.13,22.12,True,90.0,False,104.63,True,90.0,4,2,5,4,6,5,5,2,3,1296.34,1.425
14,11.66,7.87,29.15,True,90.0,False,92.65,True,90.0,8,2,5,4,6,5,6,5,3,2672.07,1.383
14,6.52,12.39,16.46,True,90.0,False,96.95,True,90.0,4,2,5,4,5,5,4,2,3,1319.91,1.399
2,7.15,9.27,11.14,False,88.06,False,68.86,False,75.59,2,2,5,4,5,5,4,3,3,665.73,1.387
61,7.52,16.38,20.92,True,90.0,True,90.0,True,90.0,8,2,5,4,4,4,4,2,3,2576.88,1.434
1,6.48,12.38,16.22,False,87.29,False,91.75,False,87.62,4,2,5,4,5,6,4,3,3,1297.94,1.423
14,10.24,13.53,9.55,True,90.0,False,103.53,True,90.0,4,2,5,4,5,6,3,2,3,1286.41,1.436
9,8.34,18.98,8.64,True,90.0,False,99.8,True,90.0,4,2,5,4,6,5,3,2,3,1347.7,1.371
15,15.33,11.56,14.61,True,90.0,False,96.99,True,90.0,8,2,5,4,5,9,3,2,3,2569.86,1.437
2,10.45,8.74,16.05,False,108.83,False,97.73,False,107.21,4,2,5,4,5,5,5,2,3,1281.72,1.441
4,5.79,5.37,21.71,True,90.0,False,90.42,True,90.0,2,2,5,3,6,5,3,4,3,675.0,1.368
2,8.14,11.62,14.9,False,86.93,False,74.82,False,82.21,4,2,5,4,6,7,5,3,3,1347.38,1.371
2,5.24,11.0,12.44,False,87.4,False,73.63,False,82.19,2,2,5,3,6,5,4,3,3,681.57,1.355
1,8.71,7.92,19.72,False,87.79,False,77.12,False,87.66,4,2,5,4,5,5,4,2,3,1324.41,1.395
2,8.77,8.01,10.08,False,94.68,False,107.41,False,100.96,2,2,5,3,6,6,5,3,3,656.05,1.408
2,13.02,9.02,24.29,False,93.07,False,89.12,False,64.53,8,2,5,4,6,6,4,2,3,2569.35,1.438
14,7.91,6.37,25.91,True,90.0,False,100.51,True,90.0,4,2,5,4,6,4,6,2,3,1283.62,1.439
19,10.86,6.21,19.87,True,90.0,True,90.0,True,90.0,4,2,5,3,6,5,4,3,3,1340.04,1.378
