Space group number,A,B,C,Alpha_90,Alpha,Beta_90,Beta,Gamma_90,Gamma,Z value,Molecular weight_category,S_L_category,M_L_category,S_M_category,S_category,Globularity_category,FrTPSA_category,Dipole moment_category,Calculated volume,Calculated density
14,10.9,6.21,7.84,True,90.0,False,111.24,True,90.0,4,1,2,2,5,3,5,5,1,494.63,1.746
2,6.57,10.93,7.16,False,94.32,False,95.49,False,106.73,4,1,2,3,3,2,6,2,1,487.28,1.772
61,7.24,10.26,12.68,True,90.0,True,90.0,True,90.0,8,1,2,4,3,1,6,2,1,941.9,1.834
33,10.24,5.5,17.11,True,90.0,True,90.0,True,90.0,8,1,2,4,2,3,5,2,1,963.64,1.792
2,6.31,8.62,9.39,False,79.41,False,71.88,False,79.76,4,1,2,3,6,3,6,2,1,473.15,1.825
33,8.94,8.74,12.37,True,90.0,True,90.0,True,90.0,8,1,2,2,3,3,6,3,1,966.54,1.787
61,8.6,10.95,10.25,True,90.0,True,90.0,True,90.0,8,1,2,2,2,2,6,3,1,965.24,1.789
33,9.56,5.29,9.5,True,90.0,True,90.0,True,90.0,4,1,2,3,3,2,5,3,1,480.44,1.798
19,8.71,6.55,8.52,True,90.0,True,90.0,True,90.0,4,1,2,3,5,2,6,4,1,486.07,1.777
14,4.32,4.65,11.74,True,90.0,False,90.93,True,90.0,2,1,2,4,2,1,6,2,1,235.8,1.831
19,9.51,11.63,8.67,True,90.0,True,90.0,True,90.0,8,1,2,2,3,3,5,3,1,958.91,1.801
61,8.52,8.82,12.73,True,90.0,True,90.0,True,90.0,8,1,2,3,3,3,6,3,1,956.61,1.806
14,12.23,6.16,13.88,True,90.0,False,115.36,True,90.0,8,1,2,3,3,3,6,3,1,944.91,1.828
14,8.18,6.67,17.41,True,90.0,False,92.88,True,90.0,8,1,2,2,4,2,6,1,1,948.7,1.821
14,7.63,6.57,9.78,True,90.0,False,100.78,True,90.0,4,1,2,2,5,2,6,4,1,481.61,1.793
33,10.29,12.72,7.58,True,90.0,True,90.0,True,90.0,8,1,2,3,3,3,5,4,1,992.14,1.741
14,8.77,10.23,11.79,True,90.0,False,110.2,True,90.0,8,1,2,3,3,3,5,2,1,992.7,1.74
19,4.16,11.28,10.46,True,90.0,True,90.0,True,90.0,4,1,2,2,5,2,6,2,1,490.83,1.759
2,6.05,9.19,9.36,False,101.19,False,95.27,False,107.07,4,1,2,2,4,3,6,1,1,481.84,1.792
9,5.59,4.85,17.53,True,90.0,False,91.06,True,90.0,4,1,2,3,3,2,6,1,1,475.18,1.817
15,8.67,10.08,11.24,True,90.0,False,95.5,True,90.0,8,1,2,4,2,1,6,4,1,977.78,1.766
14,6.34,5.89,13.79,True,90.0,False,112.48,True,90.0,4,1,2,2,3,3,6,4,1,475.82,1.815
14,6.64,11.93,6.01,True,90.0,False,94.14,True,90.0,4,1,2,2,3,2,6,2,1,474.84,1.819
29,9.97,5.15,9.55,True,90.0,True,90.0,True,90.0,4,1,2,2,5,2,6,3,1,490.35,1.761
2,7.74,5.25,12.16,False,93.72,False,95.53,False,99.62,4,1,2,3,2,3,6,2,1,483.25,1.787
4,6.49,6.01,12.75,True,90.0,False,108.88,True,90.0,4,1,2,1,3,3,6,3,1,470.56,1.835
29,6.67,11.73,6.04,True,90.0,True,90.0,True,90.0,4,1,2,2,4,2,6,2,1,472.56,1.827
14,5.84,9.25,8.97,True,90.0,False,92.88,True,90.0,4,1,2,4,2,2,6,2,1,483.95,1.784
14,7.34,9.54,14.27,True,90.0,False,95.49,True,90.0,8,1,2,2,5,3,6,3,1,994.65,1.736
15,13.07,4.24,17.38,True,90.0,False,90.78,True,90.0,8,1,2,4,3,4,6,2,1,963.05,1.793
2,5.46,9.21,5.29,False,77.0,False,70.66,False,80.65,2,1,2,4,3,2,6,2,1,243.45,1.774
14,8.92,13.75,8.22,True,90.0,False,107.63,True,90.0,8,1,2,2,3,2,6,3,1,960.83,1.798
14,5.63,14.15,6.17,True,90.0,False,100.43,True,90.0,4,1,2,3,4,3,6,4,1,483.41,1.786
14,10.89,6.27,7.33,True,90.0,False,98.76,True,90.0,4,1,2,4,2,2,6,1,1,494.66,1.746
14,8.95,8.35,7.16,True,90.0,False,112.9,True,90.0,4,1,2,3,3,2,6,2,1,492.91,1.752
14,8.6,6.4,9.61,True,90.0,False,115.98,True,90.0,4,1,2,3,3,3,6,3,1,475.48,1.816
9,5.04,14.61,13.15,True,90.0,False,101.45,True,90.0,8,1,2,2,4,2,6,2,1,949.02,1.82
2,7.09,10.99,6.98,False,93.95,False,108.64,False,106.38,4,1,2,4,3,2,6,1,1,486.81,1.774
