Space group number,A,B,C,Alpha_90,Alpha,Beta_90,Beta,Gamma_90,Gamma,Z value,Molecular weight_category,S_L_category,M_L_category,S_M_category,S_category,Globularity_category,FrTPSA_category,Dipole moment_category,Calculated volume,Calculated density
4,7.54,10.07,10.32,True,90.0,False,115.12,True,90.0,4,1,4,4,4,4,6,5,1,709.46,1.648
2,7.02,5.27,9.85,False,89.99,False,97.44,False,102.08,2,1,4,4,5,2,6,4,1,353.2,1.655
2,6.52,7.67,7.86,False,84.33,False,70.0,False,104.49,2,1,4,4,3,2,6,4,1,350.19,1.669
29,7.41,7.3,12.59,True,90.0,True,90.0,True,90.0,4,1,4,2,6,4,5,3,1,681.03,1.717
14,8.59,8.72,9.35,True,90.0,False,92.88,True,90.0,4,1,4,4,4,2,6,4,1,699.48,1.672
14,6.55,6.19,8.51,True,90.0,False,97.53,True,90.0,2,1,4,4,5,2,4,3,1,342.06,1.709
61,9.95,7.42,18.36,True,90.0,True,90.0,True,90.0,8,1,4,4,4,2,6,2,1,1355.5,1.725
14,6.06,6.84,17.01,True,90.0,False,91.19,True,90.0,4,1,4,4,5,3,6,5,1,704.92,1.659
2,6.0,7.55,8.34,False,82.53,False,74.29,False,70.37,2,1,4,3,6,4,5,3,1,342.23,1.708
4,6.41,4.93,11.67,True,90.0,False,110.73,True,90.0,2,1,4,4,4,2,6,5,1,344.91,1.695
2,6.13,7.03,8.51,False,79.25,False,79.37,False,78.67,2,1,4,4,5,1,6,4,1,349.09,1.675
19,8.27,9.86,8.5,True,90.0,True,90.0,True,90.0,4,1,4,3,5,3,6,3,1,693.11,1.687
19,6.09,11.29,10.12,True,90.0,True,90.0,True,90.0,4,1,4,3,6,2,6,4,1,695.81,1.68
2,4.44,7.32,11.17,False,100.41,False,82.82,False,74.55,2,1,4,3,5,3,6,5,1,338.37,1.728
61,11.04,6.83,18.12,True,90.0,True,90.0,True,90.0,8,1,4,3,6,4,5,5,1,1366.31,1.712
9,4.22,9.86,8.34,True,90.0,False,100.66,True,90.0,2,1,4,2,6,4,5,4,1,341.03,1.714
2,9.25,6.97,6.01,False,80.95,False,72.13,False,69.98,2,1,4,4,5,4,5,2,1,345.91,1.69
14,7.84,9.65,9.41,True,90.0,False,74.46,True,90.0,4,1,4,2,6,2,6,2,1,685.9,1.705
14,7.72,8.74,10.24,True,90.0,False,99.52,True,90.0,4,1,4,3,5,1,6,5,1,681.41,1.716
2,5.0,10.22,14.77,False,69.36,False,84.06,False,85.44,4,1,4,3,5,2,6,5,1,701.76,1.666
