Space group number,A,B,C,Alpha_90,Alpha,Beta_90,Beta,Gamma_90,Gamma,Z value,Molecular weight_category,S_L_category,M_L_category,S_M_category,S_category,Globularity_category,FrTPSA_category,Dipole moment_category,Calculated volume,Calculated density
2,9.38,10.17,12.6,False,88.96,False,76.51,False,71.19,2,4,4,2,5,6,2,2,3,1104.26,1.453
14,13.81,13.66,12.45,True,90.0,False,105.74,True,90.0,4,4,4,4,4,7,2,3,3,2260.56,1.42
14,10.99,14.55,15.14,True,90.0,False,105.03,True,90.0,4,4,4,4,6,9,2,3,3,2338.13,1.372
14,12.03,11.63,16.9,True,90.0,False,100.55,True,90.0,4,4,4,4,5,8,2,2,3,2324.49,1.38
4,12.51,12.77,14.14,True,90.0,False,100.54,True,90.0,4,4,4,4,5,8,2,3,3,2220.79,1.445
4,11.28,9.4,10.73,True,90.0,False,98.35,True,90.0,2,4,4,4,3,6,2,3,3,1125.66,1.425
4,9.46,10.89,12.55,True,90.0,False,116.36,True,90.0,2,4,4,2,6,6,4,2,3,1158.46,1.385
5,28.32,7.88,20.31,True,90.0,False,102.14,True,90.0,8,4,4,3,5,6,3,2,3,4431.05,1.448
2,10.81,10.17,12.07,False,112.93,False,91.88,False,71.68,2,4,4,3,6,8,2,2,3,1154.04,1.39
19,12.06,12.28,15.82,True,90.0,True,90.0,True,90.0,4,4,4,3,5,5,4,2,3,2342.89,1.37
14,11.63,10.79,18.49,True,90.0,False,98.2,True,90.0,4,4,4,4,5,8,3,2,3,2296.55,1.397
2,13.32,7.82,11.61,False,101.65,False,94.43,False,104.5,2,4,4,4,5,8,2,3,3,1136.22,1.412
14,8.33,17.69,16.15,True,90.0,False,100.1,True,90.0,4,4,4,3,5,7,2,1,3,2342.95,1.37
14,12.63,14.23,12.77,True,90.0,False,99.22,True,90.0,4,4,4,4,5,8,3,2,3,2265.44,1.416
14,9.47,11.09,21.88,True,90.0,False,95.68,True,90.0,4,4,4,3,5,6,3,2,3,2286.61,1.403
2,10.72,8.96,13.09,False,91.55,False,83.48,False,69.44,2,4,4,3,5,6,2,2,3,1166.58,1.375
14,8.35,15.84,16.79,True,90.0,False,90.11,True,90.0,4,4,4,4,5,7,2,1,3,2220.71,1.445
14,9.09,12.7,19.17,True,90.0,False,89.99,True,90.0,4,4,4,2,6,6,3,3,3,2213.04,1.45
14,11.37,13.65,14.63,True,90.0,False,99.27,True,90.0,4,4,4,4,5,8,2,2,3,2240.93,1.432
2,8.45,10.18,14.85,False,69.56,False,80.64,False,80.44,2,4,4,3,5,8,2,1,3,1172.77,1.368
2,10.13,10.63,11.53,False,104.46,False,100.47,False,106.95,2,4,4,3,5,7,3,3,3,1105.75,1.451
5,15.29,9.23,15.94,True,90.0,False,90.95,True,90.0,4,4,4,3,6,8,2,2,3,2249.25,1.427
2,10.03,14.25,8.97,False,100.25,False,104.83,False,107.65,2,4,4,3,6,8,2,1,3,1134.66,1.414
61,10.97,21.51,18.95,True,90.0,True,90.0,True,90.0,8,4,4,4,5,7,3,2,3,4471.53,1.435
19,9.67,12.8,18.4,True,90.0,True,90.0,True,90.0,4,4,4,3,5,8,2,2,3,2277.48,1.409
2,12.57,7.57,12.19,False,97.9,False,96.59,False,94.82,2,4,4,2,5,6,3,1,3,1135.45,1.413
14,21.73,8.64,11.82,True,90.0,False,93.22,True,90.0,4,4,4,3,4,8,3,2,3,2215.67,1.448
2,9.26,11.65,11.19,False,72.21,False,93.76,False,105.7,2,4,4,2,6,8,2,2,3,1106.37,1.45
14,9.53,19.11,12.32,True,90.0,False,97.77,True,90.0,4,4,4,4,5,7,2,3,3,2223.1,1.443
2,10.74,15.89,14.57,False,71.15,False,91.42,False,87.64,4,4,4,3,5,7,3,3,3,2349.24,1.366
4,20.57,7.94,13.87,True,90.0,False,102.69,True,90.0,4,4,4,3,5,5,3,3,3,2209.99,1.452
19,8.53,11.73,22.6,True,90.0,True,90.0,True,90.0,4,4,4,2,5,7,3,3,3,2261.29,1.419
14,22.12,17.34,13.25,True,90.0,False,112.09,True,90.0,8,4,4,4,4,9,2,2,3,4709.12,1.363
14,19.37,7.79,15.66,True,90.0,False,103.87,True,90.0,4,4,4,2,6,6,3,2,3,2294.07,1.399
14,11.58,11.6,16.62,True,90.0,False,90.95,True,90.0,4,4,4,4,5,7,3,1,3,2232.22,1.438
19,9.08,12.45,20.2,True,90.0,True,90.0,True,90.0,4,4,4,3,6,9,2,3,3,2283.53,1.405
19,9.99,7.84,28.71,True,90.0,True,90.0,True,90.0,4,4,4,4,5,7,3,2,3,2248.61,1.427
4,12.49,5.4,17.07,True,90.0,False,99.19,True,90.0,2,4,4,3,5,7,3,2,3,1136.53,1.412
4,9.96,7.98,14.73,True,90.0,False,96.02,True,90.0,2,4,4,2,5,8,3,1,3,1164.3,1.378
2,9.88,10.66,13.24,False,101.45,False,113.09,False,107.12,2,4,4,2,5,8,2,2,3,1145.06,1.401
19,6.71,11.56,29.8,True,90.0,True,90.0,True,90.0,4,4,4,4,5,6,2,1,3,2311.51,1.388
2,9.42,11.03,12.59,False,82.32,False,112.16,False,75.79,2,4,4,4,4,6,4,2,3,1136.54,1.412
4,7.3,16.2,19.87,True,90.0,False,95.16,True,90.0,4,4,4,4,6,8,2,3,3,2340.3,1.371
19,10.5,14.54,14.74,True,90.0,True,90.0,True,90.0,4,4,4,2,6,6,3,3,3,2250.36,1.426
4,11.58,12.09,16.47,True,90.0,False,91.65,True,90.0,4,4,4,4,4,6,2,2,3,2304.88,1.392
19,10.86,10.66,19.01,True,90.0,True,90.0,True,90.0,4,4,4,3,4,8,2,1,3,2200.74,1.458
14,10.41,13.71,15.89,True,90.0,False,99.83,True,90.0,4,4,4,3,4,6,3,2,3,2234.54,1.436
14,12.47,11.81,15.72,True,90.0,False,97.21,True,90.0,4,4,4,3,6,10,2,2,3,2296.79,1.397
1,9.5,8.07,15.99,False,112.55,False,94.88,False,95.56,2,4,4,3,6,7,3,2,3,1116.82,1.437
4,11.63,7.87,13.21,True,90.0,False,104.26,True,90.0,2,4,4,3,5,10,2,2,3,1171.83,1.369
14,9.66,16.63,15.35,True,90.0,False,111.88,True,90.0,4,4,4,3,6,7,3,2,3,2288.28,1.402
4,17.66,4.93,26.52,True,90.0,False,93.05,True,90.0,4,4,4,3,5,8,1,1,3,2305.66,1.392
2,11.13,13.3,15.7,False,87.47,False,86.27,False,93.97,4,4,4,3,5,8,2,3,3,2310.8,1.389
2,9.37,12.53,10.77,False,102.07,False,98.9,False,109.72,2,4,4,3,5,8,3,3,3,1128.6,1.422
19,5.92,13.11,29.21,True,90.0,True,90.0,True,90.0,4,4,4,2,6,9,2,3,3,2267.02,1.415
29,9.32,9.87,25.25,True,90.0,True,90.0,True,90.0,4,4,4,3,5,6,3,3,3,2322.71,1.382
1,5.56,10.63,19.66,False,100.49,False,91.33,False,96.67,2,4,4,4,4,5,3,5,3,1133.64,1.415
2,9.84,12.79,9.78,False,95.45,False,98.14,False,107.57,2,4,4,3,5,6,3,2,3,1149.17,1.396
2,9.75,11.88,10.88,False,80.81,False,68.12,False,87.75,2,4,4,4,5,7,2,2,3,1154.16,1.39
19,12.13,13.05,14.43,True,90.0,True,90.0,True,90.0,4,4,4,4,4,6,2,2,3,2284.22,1.405
2,9.95,9.59,11.84,False,90.01,False,100.72,False,96.11,2,4,4,4,4,7,3,2,3,1103.53,1.454
14,11.84,15.48,12.2,True,90.0,False,98.28,True,90.0,4,4,4,4,4,8,2,2,3,2212.75,1.45
15,16.54,12.81,21.05,True,90.0,False,93.02,True,90.0,8,4,4,3,5,7,3,2,3,4453.83,1.441
5,10.83,7.9,26.09,True,90.0,False,99.43,True,90.0,4,4,4,3,5,7,3,2,3,2202.02,1.457
61,20.86,20.2,11.0,True,90.0,True,90.0,True,90.0,8,4,4,4,3,6,2,2,3,4635.09,1.385
14,11.21,10.26,21.54,True,90.0,False,108.36,True,90.0,4,4,4,2,6,7,2,2,3,2351.3,1.365
2,9.68,9.88,11.7,False,84.43,False,97.41,False,95.04,2,4,4,2,6,8,3,1,3,1101.16,1.457
4,8.95,9.52,13.87,True,90.0,False,100.51,True,90.0,2,4,4,3,5,8,3,1,3,1161.95,1.381
4,7.04,11.38,28.79,True,90.0,False,90.98,True,90.0,4,4,4,4,4,6,3,4,3,2306.18,1.391
19,9.68,10.98,21.3,True,90.0,True,90.0,True,90.0,4,4,4,2,6,6,2,2,3,2263.9,1.417
2,10.37,10.28,10.78,False,87.88,False,96.44,False,87.46,2,4,4,2,5,6,2,2,3,1139.79,1.408
14,9.3,7.55,16.93,True,90.0,False,97.95,True,90.0,2,4,4,2,6,8,2,1,3,1177.32,1.363
4,7.86,7.29,19.26,True,90.0,False,91.78,True,90.0,2,4,4,4,5,8,2,4,3,1103.05,1.455
4,10.96,12.69,8.11,True,90.0,False,95.9,True,90.0,2,4,4,4,5,7,2,3,3,1121.98,1.43
2,10.15,13.15,18.38,False,87.14,False,85.41,False,64.83,4,4,4,3,6,8,2,2,3,2212.83,1.45
19,6.65,16.36,21.63,True,90.0,True,90.0,True,90.0,4,4,4,2,6,8,3,2,3,2353.21,1.364
14,19.78,13.76,8.63,True,90.0,False,99.99,True,90.0,4,4,4,3,5,6,3,2,3,2313.24,1.387
2,9.94,10.89,11.63,False,86.11,False,73.73,False,105.97,2,4,4,3,6,8,3,3,3,1147.44,1.398
2,10.74,9.88,11.17,False,86.25,False,72.86,False,80.86,2,4,4,3,5,10,2,2,3,1118.02,1.435
2,7.09,10.57,14.95,False,85.95,False,86.07,False,80.27,2,4,4,2,6,8,3,2,3,1099.67,1.459
4,7.95,11.62,12.39,True,90.0,False,90.01,True,90.0,2,4,4,4,4,7,2,4,3,1144.58,1.402
14,8.38,16.64,16.83,True,90.0,False,99.85,True,90.0,4,4,4,3,5,6,2,3,3,2312.23,1.388
33,14.09,8.11,20.11,True,90.0,True,90.0,True,90.0,4,4,4,3,6,9,3,2,3,2297.97,1.396
33,8.79,10.29,12.5,True,90.0,True,90.0,True,90.0,2,4,4,4,4,6,3,2,3,1130.61,1.419
4,11.68,11.46,17.65,True,90.0,False,105.1,True,90.0,4,4,4,4,5,8,3,1,3,2280.93,1.407
2,9.78,11.84,11.12,False,71.71,False,79.26,False,74.01,2,4,4,3,6,6,3,2,3,1168.23,1.373
14,10.02,15.31,14.82,True,90.0,False,90.74,True,90.0,4,4,4,4,5,6,3,2,3,2273.29,1.412
4,7.63,7.01,20.71,True,90.0,False,93.05,True,90.0,2,4,4,2,6,8,3,1,3,1106.13,1.451
5,9.85,9.03,25.1,True,90.0,False,94.69,True,90.0,4,4,4,3,5,8,3,2,3,2225.06,1.442
4,12.32,12.4,7.89,True,90.0,False,112.92,True,90.0,2,4,4,2,6,6,2,3,3,1110.18,1.445
2,10.62,9.16,12.18,False,95.13,False,96.22,False,96.08,2,4,4,3,5,10,2,2,3,1165.14,1.377
14,11.03,10.26,20.0,True,90.0,False,91.46,True,90.0,4,4,4,4,4,6,3,2,3,2262.62,1.418
19,10.27,13.0,17.13,True,90.0,True,90.0,True,90.0,4,4,4,3,5,8,2,3,3,2287.03,1.403
2,9.82,10.26,12.53,False,94.66,False,99.62,False,107.12,2,4,4,2,6,8,2,1,3,1178.08,1.362
4,9.88,9.59,12.39,True,90.0,False,99.08,True,90.0,2,4,4,4,5,6,2,2,3,1159.23,1.384
19,8.33,15.03,17.96,True,90.0,True,90.0,True,90.0,4,4,4,3,5,5,2,2,3,2248.59,1.427
2,10.88,13.39,16.51,False,86.93,False,80.71,False,80.63,4,4,4,2,6,7,3,2,3,2341.09,1.371
19,8.27,12.56,21.34,True,90.0,True,90.0,True,90.0,4,4,4,3,6,7,3,2,3,2216.61,1.448
2,12.26,9.68,11.37,False,71.82,False,68.07,False,71.36,2,4,4,3,6,8,3,2,3,1157.23,1.386
2,10.7,8.9,11.98,False,87.23,False,92.37,False,99.54,2,4,4,2,6,10,2,2,3,1123.12,1.429
2,7.95,12.65,12.38,False,112.93,False,102.98,False,88.99,2,4,4,4,5,8,3,3,3,1113.95,1.44
2,8.6,10.74,13.09,False,111.37,False,95.73,False,93.68,2,4,4,1,6,6,3,3,3,1113.68,1.441
2,10.43,11.3,12.44,False,112.03,False,103.51,False,110.22,2,4,4,3,5,9,2,3,3,1158.83,1.385
2,10.72,10.49,10.64,False,70.35,False,79.55,False,81.05,2,4,4,4,5,6,2,2,3,1102.34,1.456
4,10.24,10.04,11.82,True,90.0,False,110.84,True,90.0,2,4,4,3,5,8,2,2,3,1135.71,1.413
14,8.88,18.6,13.54,True,90.0,False,98.93,True,90.0,4,4,4,4,4,5,3,3,3,2209.27,1.452
14,10.21,16.79,13.84,True,90.0,False,100.72,True,90.0,4,4,4,3,6,8,3,2,3,2331.13,1.377
14,11.87,15.72,13.44,True,90.0,False,115.95,True,90.0,4,4,4,3,6,7,2,2,3,2255.0,1.423
2,8.72,11.6,12.28,False,113.51,False,85.01,False,93.68,2,4,4,3,5,7,2,2,3,1134.13,1.415
15,23.26,12.62,15.6,True,90.0,False,91.89,True,90.0,8,4,4,4,5,6,2,3,3,4576.75,1.402
14,7.83,26.03,11.37,True,90.0,False,98.62,True,90.0,4,4,4,3,6,5,3,2,3,2291.2,1.401
14,14.95,11.15,14.68,True,90.0,False,111.73,True,90.0,4,4,4,4,5,7,2,3,3,2273.16,1.412
14,10.56,17.7,12.6,True,90.0,False,101.54,True,90.0,4,4,4,2,6,6,3,2,3,2307.48,1.391
2,13.28,12.8,14.55,False,87.98,False,73.12,False,81.48,4,4,4,3,6,8,2,2,3,2340.51,1.371
14,9.62,25.4,9.33,True,90.0,False,97.43,True,90.0,4,4,4,3,5,7,3,2,3,2260.62,1.419
14,13.39,9.88,17.06,True,90.0,False,99.78,True,90.0,4,4,4,4,5,9,3,3,3,2224.12,1.443
1,10.53,9.9,12.43,False,107.0,False,91.75,False,114.16,2,4,4,2,5,9,2,2,3,1113.75,1.441
2,7.04,13.61,25.14,False,102.23,False,88.81,False,96.02,4,4,4,4,4,5,3,2,3,2341.12,1.371
4,13.38,13.04,14.12,True,90.0,False,112.54,True,90.0,4,4,4,4,4,6,3,2,3,2275.4,1.41
2,10.01,10.85,12.12,False,85.91,False,70.69,False,66.31,2,4,4,2,6,6,3,3,3,1134.71,1.414
14,10.36,11.14,20.48,True,90.0,False,101.29,True,90.0,4,4,4,3,5,6,3,2,3,2317.87,1.384
