Space group number,A,B,C,Alpha_90,Alpha,Beta_90,Beta,Gamma_90,Gamma,Z value,Molecular weight_category,S_L_category,M_L_category,S_M_category,S_category,Globularity_category,FrTPSA_category,Dipole moment_category,Calculated volume,Calculated density
2,7.2,7.9,14.82,False,99.53,False,97.8,False,82.17,2,3,4,4,5,6,4,2,4,818.03,1.344
2,8.32,9.19,11.2,False,79.88,False,74.52,False,76.48,2,3,4,2,6,6,3,2,4,796.54,1.381
2,5.92,8.37,17.35,False,105.9,False,96.19,False,100.67,2,3,4,2,6,8,3,2,4,801.0,1.373
19,6.36,12.12,21.18,True,90.0,True,90.0,True,90.0,4,3,4,4,4,6,3,2,4,1632.62,1.347
19,14.0,9.14,25.05,True,90.0,True,90.0,True,90.0,8,3,4,4,5,6,3,3,4,3205.4,1.372
14,10.97,7.8,18.85,True,90.0,False,99.55,True,90.0,4,3,4,2,5,6,3,3,4,1590.57,1.383
14,12.13,17.69,7.67,True,90.0,False,99.48,True,90.0,4,3,4,3,6,6,3,3,4,1623.35,1.355
2,7.62,10.96,10.16,False,85.6,False,71.94,False,88.08,2,3,4,2,6,6,4,2,4,804.29,1.367
4,8.06,6.18,16.19,True,90.0,False,104.52,True,90.0,2,3,4,3,4,6,3,2,4,780.68,1.409
2,8.69,7.89,13.29,False,105.46,False,109.02,False,92.11,2,3,4,2,6,6,3,3,4,822.61,1.337
15,12.86,10.81,22.79,True,90.0,False,92.42,True,90.0,8,3,4,4,5,7,3,1,4,3165.36,1.39
33,8.89,6.84,25.86,True,90.0,True,90.0,True,90.0,4,3,4,3,5,8,2,2,4,1572.48,1.399
2,8.68,9.07,10.36,False,94.17,False,97.57,False,95.72,2,3,4,3,5,6,3,3,4,801.43,1.372
2,9.38,11.37,15.57,False,85.13,False,90.89,False,94.15,4,3,4,3,6,6,3,4,4,1650.14,1.333
2,7.18,9.54,12.79,False,80.6,False,72.34,False,82.02,2,3,4,3,6,6,4,2,4,819.86,1.341
2,9.37,7.03,12.82,False,73.01,False,73.19,False,80.45,2,3,4,4,5,5,5,5,4,770.04,1.428
19,7.06,15.89,14.5,True,90.0,True,90.0,True,90.0,4,3,4,2,6,6,4,2,4,1626.66,1.352
2,8.63,9.1,11.08,False,80.7,False,73.08,False,69.09,2,3,4,3,6,6,3,3,4,776.03,1.417
2,12.0,7.85,10.75,False,112.29,False,103.29,False,111.91,2,3,4,3,6,7,3,3,4,783.73,1.403
14,12.05,8.22,17.62,True,90.0,False,112.0,True,90.0,4,3,4,4,5,6,3,3,4,1618.19,1.359
14,8.73,21.56,8.86,True,90.0,False,104.74,True,90.0,4,3,4,4,4,5,4,2,4,1612.74,1.364
2,6.04,13.42,19.85,False,99.84,False,100.47,False,96.52,4,3,4,4,4,5,4,3,4,1541.45,1.427
14,8.94,7.76,11.69,True,90.0,False,90.04,True,90.0,2,3,4,2,6,6,3,2,4,810.99,1.356
4,5.93,7.84,17.15,True,90.0,False,91.04,True,90.0,2,3,4,2,6,7,3,3,4,797.19,1.379
14,8.84,13.69,13.47,True,90.0,False,95.58,True,90.0,4,3,4,3,5,6,3,3,4,1622.41,1.356
14,7.49,11.24,18.72,True,90.0,False,101.08,True,90.0,4,3,4,3,6,7,5,2,4,1546.62,1.422
33,9.33,8.8,19.27,True,90.0,True,90.0,True,90.0,4,3,4,3,5,7,3,3,4,1582.14,1.39
19,7.54,11.26,18.86,True,90.0,True,90.0,True,90.0,4,3,4,3,6,6,3,1,4,1601.22,1.374
4,7.24,6.31,19.59,True,90.0,False,112.89,True,90.0,2,3,4,3,4,5,4,4,4,824.48,1.334
14,10.8,10.4,15.59,True,90.0,False,115.34,True,90.0,4,3,4,2,6,6,3,2,4,1582.59,1.39
2,9.57,10.79,17.96,False,112.46,False,95.52,False,103.31,4,3,4,3,6,5,3,2,4,1632.51,1.347
14,12.78,8.4,15.09,True,90.0,False,92.2,True,90.0,4,3,4,3,5,6,3,2,4,1618.75,1.359
14,9.12,11.79,14.51,True,90.0,False,96.85,True,90.0,4,3,4,3,5,7,3,1,4,1549.05,1.42
61,10.01,12.46,25.99,True,90.0,True,90.0,True,90.0,8,3,4,3,5,6,4,4,4,3241.59,1.357
14,8.32,15.29,12.21,True,90.0,False,97.85,True,90.0,4,3,4,2,6,7,3,5,4,1538.71,1.429
4,8.84,9.91,9.8,True,90.0,False,114.23,True,90.0,2,3,4,2,6,5,3,1,4,782.89,1.405
19,8.6,12.68,14.71,True,90.0,True,90.0,True,90.0,4,3,4,4,5,6,2,2,4,1604.1,1.371
19,9.34,10.85,15.38,True,90.0,True,90.0,True,90.0,4,3,4,4,4,6,3,2,4,1558.59,1.411
2,8.14,9.68,11.0,False,71.71,False,78.81,False,79.4,2,3,4,2,6,7,3,2,4,800.24,1.374
61,10.71,11.38,26.32,True,90.0,True,90.0,True,90.0,8,3,4,4,5,5,4,2,4,3207.88,1.371
33,16.47,9.11,21.5,True,90.0,True,90.0,True,90.0,8,3,4,3,6,6,4,4,4,3225.9,1.364
4,9.06,10.15,8.5,True,90.0,False,95.31,True,90.0,2,3,4,4,5,5,3,3,4,778.3,1.413
4,12.02,4.58,15.01,True,90.0,False,102.59,True,90.0,2,3,4,4,5,7,3,1,4,806.46,1.364
4,10.98,4.87,15.61,True,90.0,False,103.86,True,90.0,2,3,4,4,6,6,4,3,4,810.4,1.357
19,7.62,12.32,16.99,True,90.0,True,90.0,True,90.0,4,3,4,2,6,6,4,2,4,1594.99,1.379
4,8.14,11.76,17.42,True,90.0,False,102.47,True,90.0,4,3,4,3,6,6,4,3,4,1628.21,1.351
2,8.72,9.92,10.87,False,72.08,False,74.62,False,69.45,2,3,4,2,6,6,2,2,4,824.59,1.334
61,11.42,13.85,20.06,True,90.0,True,90.0,True,90.0,8,3,4,3,5,5,3,2,4,3172.83,1.386
14,10.99,11.83,12.48,True,90.0,False,99.83,True,90.0,4,3,4,3,5,6,3,3,4,1598.72,1.376
4,5.05,11.05,14.53,True,90.0,False,101.05,True,90.0,2,3,4,3,4,6,3,2,4,795.78,1.382
2,9.69,11.59,14.21,False,86.0,False,85.63,False,82.06,4,3,4,2,5,6,3,3,4,1573.15,1.398
19,7.4,9.89,22.27,True,90.0,True,90.0,True,90.0,4,3,4,4,5,6,2,3,4,1629.85,1.349
2,8.68,11.89,15.26,False,84.93,False,92.59,False,88.9,4,3,4,3,5,6,3,3,4,1566.72,1.404
2,7.99,13.4,16.09,False,104.96,False,104.62,False,89.31,4,3,4,3,5,6,3,2,4,1607.81,1.368
4,6.75,15.43,15.5,True,90.0,False,93.42,True,90.0,4,3,4,2,6,5,5,4,4,1611.49,1.365
2,7.27,8.23,14.49,False,110.86,False,99.91,False,98.78,2,3,4,2,6,6,4,4,4,776.2,1.417
5,22.8,7.39,19.58,True,90.0,False,97.0,True,90.0,8,3,4,4,5,6,3,2,4,3274.48,1.343
2,8.66,8.89,12.32,False,71.28,False,74.59,False,68.69,2,3,4,2,6,6,3,2,4,824.86,1.333
2,8.64,12.06,15.55,False,87.69,False,76.37,False,86.49,4,3,4,4,4,6,2,2,4,1571.14,1.4
4,12.24,8.0,17.32,True,90.0,False,103.95,True,90.0,4,3,4,3,6,7,3,3,4,1645.95,1.336
2,9.75,8.28,11.58,False,100.27,False,114.33,False,105.77,2,3,4,4,4,6,2,2,4,773.55,1.422
2,8.67,11.24,8.19,False,99.62,False,90.48,False,96.12,2,3,4,3,6,5,3,2,4,782.13,1.406
2,7.61,11.14,10.41,False,86.93,False,70.23,False,75.83,2,3,4,3,5,8,3,2,4,804.81,1.366
2,6.93,7.69,15.24,False,73.48,False,88.09,False,94.19,2,3,4,2,6,6,3,3,4,775.31,1.418
4,13.68,10.19,11.34,True,90.0,False,100.75,True,90.0,4,3,4,4,5,6,3,3,4,1553.04,1.416
4,10.81,6.52,11.49,True,90.0,False,96.4,True,90.0,2,3,4,3,5,6,3,2,4,804.78,1.366
29,12.19,11.38,23.46,True,90.0,True,90.0,True,90.0,8,3,4,3,5,6,3,3,4,3254.42,1.352
