Space group number,A,B,C,Alpha_90,Alpha,Beta_90,Beta,Gamma_90,Gamma,Z value,Molecular weight_category,S_L_category,M_L_category,S_M_category,S_category,Globularity_category,FrTPSA_category,Dipole moment_category,Calculated volume,Calculated density
14,6.57,8.65,12.83,True,90.0,False,96.96,True,90.0,2,2,2,1,5,5,5,5,4,723.76,1.308
14,12.25,10.48,12.32,True,90.0,False,110.44,True,90.0,4,2,2,2,4,3,6,3,4,1482.06,1.278
14,13.5,8.23,13.14,True,90.0,False,100.57,True,90.0,4,2,2,1,6,5,4,3,4,1435.15,1.32
1,6.18,7.64,15.04,False,99.05,False,95.46,False,93.72,2,2,2,3,2,4,4,2,4,695.79,1.361
14,6.14,27.39,9.0,True,90.0,False,99.77,True,90.0,4,2,2,1,4,2,5,4,4,1491.62,1.27
1,5.85,10.91,24.66,False,100.92,False,103.11,False,101.22,4,2,2,2,3,4,6,4,4,1457.94,1.299
2,7.46,7.36,14.44,False,88.43,False,105.64,False,74.35,2,2,2,2,4,5,5,3,4,730.88,1.295
19,5.23,9.75,28.79,True,90.0,True,90.0,True,90.0,4,2,2,2,4,4,3,2,4,1468.07,1.29
2,7.93,9.29,10.48,False,87.5,False,78.71,False,71.99,2,2,2,1,6,4,4,3,4,719.9,1.315
61,9.74,16.31,18.1,True,90.0,True,90.0,True,90.0,8,2,2,2,3,3,4,2,4,2875.36,1.317
19,6.92,18.5,11.43,True,90.0,True,90.0,True,90.0,4,2,2,3,3,3,4,3,4,1463.27,1.294
14,5.54,16.5,15.58,True,90.0,False,99.37,True,90.0,4,2,2,2,5,5,5,4,4,1405.17,1.348
2,8.2,10.47,10.28,False,74.57,False,108.17,False,69.9,2,2,2,1,6,5,4,3,4,715.29,1.324
14,17.97,5.88,15.13,True,90.0,False,112.17,True,90.0,4,2,2,3,3,4,4,3,4,1480.5,1.279
14,14.83,8.28,11.88,True,90.0,False,100.19,True,90.0,4,2,2,3,5,5,5,3,4,1435.76,1.319
29,7.38,26.36,7.67,True,90.0,True,90.0,True,90.0,4,2,2,3,4,3,5,3,4,1492.1,1.269
29,6.88,9.84,21.46,True,90.0,True,90.0,True,90.0,4,2,2,3,3,4,4,1,4,1452.82,1.303
2,7.57,11.49,16.91,False,87.57,False,101.17,False,101.78,4,2,2,1,4,5,3,2,4,1412.56,1.341
2,8.4,9.51,21.19,False,106.76,False,104.59,False,101.97,4,2,2,2,4,5,4,4,4,1495.23,1.266
14,6.83,12.9,16.95,True,90.0,False,96.27,True,90.0,4,2,2,2,5,3,4,2,4,1484.48,1.276
19,10.65,15.98,8.41,True,90.0,True,90.0,True,90.0,4,2,2,1,4,4,5,4,4,1431.27,1.323
33,4.46,15.68,21.03,True,90.0,True,90.0,True,90.0,4,2,2,2,3,4,6,5,4,1470.69,1.288
14,8.2,10.63,19.25,True,90.0,False,117.68,True,90.0,4,2,2,2,5,4,5,3,4,1485.91,1.274
14,12.23,11.18,10.4,True,90.0,False,92.0,True,90.0,4,2,2,2,4,3,4,3,4,1421.14,1.333
14,6.69,20.15,10.61,True,90.0,False,101.17,True,90.0,4,2,2,2,4,4,4,4,4,1403.17,1.35
14,11.86,6.0,21.01,True,90.0,False,97.06,True,90.0,4,2,2,3,3,5,5,3,4,1483.74,1.276
14,7.86,11.64,16.04,True,90.0,False,91.53,True,90.0,4,2,2,3,3,4,4,4,4,1466.98,1.291
14,10.21,5.25,15.44,True,90.0,False,118.22,True,90.0,2,2,2,1,6,4,4,4,4,729.25,1.298
