Space group number,A,B,C,Alpha_90,Alpha,Beta_90,Beta,Gamma_90,Gamma,Z value,Molecular weight_category,S_L_category,M_L_category,S_M_category,S_category,Globularity_category,FrTPSA_category,Dipole moment_category,Calculated volume,Calculated density
19,7.15,14.99,20.58,True,90.0,True,90.0,True,90.0,4,4,1,4,3,5,3,1,4,2205.73,1.235
1,7.92,12.76,21.16,False,93.41,False,89.96,False,95.0,4,4,1,1,3,5,4,2,4,2126.48,1.281
14,12.75,13.94,11.8,True,90.0,False,92.71,True,90.0,4,4,1,2,3,5,3,2,4,2094.93,1.301
2,9.78,12.76,9.54,False,101.33,False,98.8,False,107.18,2,4,1,1,5,5,3,5,4,1086.58,1.254
14,9.83,16.89,12.57,True,90.0,False,93.04,True,90.0,4,4,1,2,3,4,5,3,4,2084.04,1.307
2,5.96,11.73,17.32,False,102.93,False,105.44,False,96.53,2,4,1,1,4,5,4,3,4,1118.04,1.219
2,9.2,10.2,13.04,False,73.01,False,74.68,False,69.29,2,4,1,1,4,6,2,2,4,1076.8,1.265
2,9.56,10.81,11.67,False,99.37,False,96.58,False,112.61,2,4,1,4,1,7,2,4,4,1077.49,1.264
1,9.35,12.03,20.24,False,86.19,False,103.28,False,88.42,4,4,1,1,3,7,2,2,4,2208.68,1.234
2,7.02,8.02,20.01,False,87.07,False,92.63,False,101.76,2,4,1,2,3,7,2,3,4,1100.76,1.238
2,8.42,9.23,14.23,False,100.48,False,79.12,False,80.46,2,4,1,2,4,6,3,2,4,1044.74,1.304
14,13.97,10.92,14.58,True,90.0,False,104.01,True,90.0,4,4,1,3,4,4,3,2,4,2158.05,1.263
14,11.05,8.23,24.86,True,90.0,False,105.45,True,90.0,4,4,1,1,4,6,3,1,4,2179.11,1.25
19,7.7,12.0,23.45,True,90.0,True,90.0,True,90.0,4,4,1,3,3,2,4,3,4,2166.78,1.257
14,9.68,15.41,14.34,True,90.0,False,101.63,True,90.0,4,4,1,3,3,5,2,2,4,2095.16,1.3
2,8.5,11.64,11.46,False,106.62,False,98.81,False,92.52,2,4,1,2,4,5,2,2,4,1069.04,1.274
2,6.2,18.82,9.26,False,95.93,False,103.21,False,95.94,2,4,1,1,3,4,3,3,4,1037.22,1.313
2,7.76,10.1,15.1,False,101.75,False,105.11,False,94.13,2,4,1,1,3,6,3,1,4,1108.78,1.229
14,11.43,11.09,17.14,True,90.0,False,107.39,True,90.0,4,4,1,1,4,5,2,3,4,2073.34,1.314
19,8.88,11.91,19.84,True,90.0,True,90.0,True,90.0,4,4,1,2,4,5,2,2,4,2098.29,1.299
15,23.37,6.57,29.45,True,90.0,False,113.04,True,90.0,8,4,1,2,2,4,3,4,4,4161.09,1.31
14,13.67,16.97,9.27,True,90.0,False,99.27,True,90.0,4,4,1,1,5,5,5,1,4,2122.37,1.284
19,7.35,10.07,30.0,True,90.0,True,90.0,True,90.0,4,4,1,2,2,4,3,2,4,2220.44,1.227
14,23.25,8.21,11.82,True,90.0,False,106.83,True,90.0,4,4,1,3,1,4,5,2,4,2159.59,1.262
19,8.96,11.04,21.96,True,90.0,True,90.0,True,90.0,4,4,1,2,3,6,3,2,4,2172.25,1.254
2,6.46,10.97,17.02,False,71.97,False,88.72,False,75.89,2,4,1,1,4,5,4,3,4,1110.47,1.227
14,8.81,14.29,17.01,True,90.0,False,87.91,True,90.0,4,4,1,1,4,7,2,3,4,2140.05,1.273
19,8.19,10.85,24.77,True,90.0,True,90.0,True,90.0,4,4,1,3,3,6,3,2,4,2201.1,1.238
14,27.51,11.9,13.85,True,90.0,False,103.45,True,90.0,8,4,1,2,3,5,4,3,4,4409.71,1.236
19,7.63,14.43,18.9,True,90.0,True,90.0,True,90.0,4,4,1,4,1,2,5,3,4,2080.91,1.309
2,12.02,8.83,11.71,False,73.43,False,90.24,False,64.76,2,4,1,4,2,5,2,2,4,1066.11,1.278
2,7.43,9.94,14.88,False,101.44,False,95.39,False,96.94,2,4,1,2,4,6,4,3,4,1061.35,1.284
2,8.75,9.58,14.18,False,72.38,False,78.35,False,79.84,2,4,1,1,5,5,3,2,4,1101.04,1.237
2,8.8,10.06,12.59,False,87.47,False,86.71,False,95.29,2,4,1,2,2,5,2,2,4,1106.62,1.231
2,5.82,9.91,18.78,False,86.52,False,84.41,False,75.39,2,4,1,1,4,6,3,3,4,1042.42,1.307
2,9.79,11.01,10.67,False,85.73,False,71.82,False,90.29,2,4,1,2,3,5,4,2,4,1089.17,1.251
33,8.56,15.36,16.74,True,90.0,True,90.0,True,90.0,4,4,1,1,3,5,3,2,4,2201.0,1.238
2,9.22,10.2,22.61,False,89.6,False,79.33,False,92.32,4,4,1,1,5,6,3,2,4,2087.63,1.305
14,8.16,10.99,24.57,True,90.0,False,92.56,True,90.0,4,4,1,3,2,3,4,3,4,2201.2,1.238
14,8.14,11.38,22.65,True,90.0,False,92.22,True,90.0,4,4,1,4,3,5,2,5,4,2096.57,1.3
33,6.78,15.76,20.8,True,90.0,True,90.0,True,90.0,4,4,1,2,2,4,3,2,4,2222.54,1.226
4,11.99,7.8,11.64,True,90.0,False,97.71,True,90.0,2,4,1,1,4,6,3,1,4,1078.75,1.263
61,7.66,18.63,29.45,True,90.0,True,90.0,True,90.0,8,4,1,2,3,4,3,2,4,4202.69,1.297
14,18.15,6.62,18.78,True,90.0,False,99.61,True,90.0,4,4,1,3,2,4,3,2,4,2224.81,1.225
19,6.13,12.78,28.21,True,90.0,True,90.0,True,90.0,4,4,1,2,1,4,3,2,4,2210.01,1.233
4,10.41,10.55,10.93,True,90.0,False,113.95,True,90.0,2,4,1,2,3,4,3,2,4,1097.04,1.242
14,25.21,7.61,10.87,True,90.0,False,96.64,True,90.0,4,4,1,3,3,6,2,2,4,2071.4,1.315
2,10.62,10.92,10.57,False,70.96,False,75.47,False,79.78,2,4,1,2,4,6,2,2,4,1115.55,1.221
2,9.82,7.77,14.69,False,101.98,False,89.1,False,91.14,2,4,1,1,5,5,3,2,4,1096.16,1.243
2,9.01,10.37,12.14,False,80.91,False,78.32,False,80.36,2,4,1,2,3,5,2,2,4,1086.03,1.254
14,9.25,8.84,25.92,True,90.0,False,91.95,True,90.0,4,4,1,1,3,6,3,3,4,2118.25,1.286
19,7.43,13.17,22.75,True,90.0,True,90.0,True,90.0,4,4,1,3,3,4,3,2,4,2226.16,1.224
4,9.44,9.56,11.83,True,90.0,False,92.55,True,90.0,2,4,1,1,3,5,3,3,4,1066.56,1.277
19,7.95,9.37,28.94,True,90.0,True,90.0,True,90.0,4,4,1,4,2,5,4,3,4,2155.78,1.264
2,10.22,8.28,14.41,False,111.01,False,100.89,False,100.76,2,4,1,1,5,5,3,1,4,1073.91,1.269
2,8.79,11.02,12.37,False,88.41,False,97.09,False,111.64,2,4,1,4,3,5,3,2,4,1105.06,1.233
2,7.1,9.67,16.88,False,87.7,False,80.62,False,75.37,2,4,1,2,4,5,2,2,4,1106.36,1.231
14,9.67,17.17,14.52,True,90.0,False,112.38,True,90.0,4,4,1,4,2,5,6,4,4,2229.23,1.222
4,9.11,8.73,13.83,True,90.0,False,107.67,True,90.0,2,4,1,2,4,5,3,1,4,1048.01,1.3
2,9.1,8.72,14.28,False,93.2,False,104.21,False,108.06,2,4,1,2,4,6,2,2,4,1033.6,1.318
14,7.19,10.39,29.05,True,90.0,False,93.02,True,90.0,4,4,1,3,2,5,3,1,4,2167.14,1.257
19,8.08,10.05,26.18,True,90.0,True,90.0,True,90.0,4,4,1,3,3,6,3,2,4,2125.92,1.282
1,7.37,15.26,19.85,False,87.49,False,101.94,False,87.91,4,4,1,2,3,5,3,2,4,2179.69,1.25
2,7.97,10.15,13.22,False,87.38,False,95.66,False,96.39,2,4,1,2,2,5,3,2,4,1056.96,1.289
14,9.37,11.23,11.51,True,90.0,False,112.9,True,90.0,2,4,1,4,2,6,3,2,4,1115.69,1.221
2,9.41,7.85,15.64,False,106.72,False,96.11,False,106.24,2,4,1,3,1,4,3,1,4,1040.14,1.31
1,13.3,12.7,13.71,False,99.05,False,105.44,False,87.7,4,4,1,2,3,5,4,3,4,2204.39,1.236
