Space group number,A,B,C,Alpha_90,Alpha,Beta_90,Beta,Gamma_90,Gamma,Z value,Molecular weight_category,S_L_category,M_L_category,S_M_category,S_category,Globularity_category,FrTPSA_category,Dipole moment_category,Calculated volume,Calculated density
9,13.36,5.28,9.36,True,90.0,False,96.63,True,90.0,4,1,4,2,5,2,6,3,3,655.85,1.328
2,6.0,6.89,8.69,False,87.65,False,76.02,False,79.38,2,1,4,4,4,5,5,3,3,342.63,1.271
14,5.73,7.35,16.19,True,90.0,False,98.78,True,90.0,4,1,4,4,4,3,6,4,3,673.86,1.292
5,15.62,5.69,15.49,True,90.0,False,97.68,True,90.0,8,1,4,3,5,4,6,3,3,1364.37,1.276
29,6.65,9.34,10.95,True,90.0,True,90.0,True,90.0,4,1,4,4,6,4,6,5,3,680.12,1.28
14,12.43,6.73,17.51,True,90.0,False,117.46,True,90.0,8,1,4,3,5,2,6,3,3,1299.75,1.34
14,9.23,7.69,9.63,True,90.0,False,96.15,True,90.0,4,1,4,3,6,4,5,3,3,679.59,1.281
14,9.3,11.52,12.62,True,90.0,False,108.15,True,90.0,8,1,4,3,6,4,6,4,3,1284.78,1.355
2,4.91,7.8,9.42,False,70.31,False,87.51,False,80.23,2,1,4,2,5,3,6,3,3,334.71,1.301
2,5.4,9.25,7.4,False,70.34,False,103.06,False,81.05,2,1,4,4,3,4,6,2,3,328.1,1.327
19,7.81,8.54,9.82,True,90.0,True,90.0,True,90.0,4,1,4,4,4,4,6,4,3,654.97,1.329
14,6.8,7.86,12.79,True,90.0,False,102.47,True,90.0,4,1,4,4,6,3,6,5,3,667.47,1.305
9,7.62,6.43,13.21,True,90.0,False,95.87,True,90.0,4,1,4,3,6,3,6,4,3,643.85,1.352
2,4.96,9.03,8.08,False,71.98,False,79.61,False,79.62,2,1,4,4,4,4,6,2,3,335.49,1.298
4,9.79,5.72,12.71,True,90.0,False,113.83,True,90.0,4,1,4,4,5,4,4,3,3,651.07,1.337
14,6.89,14.62,6.83,True,90.0,False,112.03,True,90.0,4,1,4,3,6,4,6,2,3,637.77,1.365
14,8.66,6.61,12.97,True,90.0,False,112.92,True,90.0,4,1,4,3,5,3,6,1,3,683.82,1.273
14,7.34,11.35,8.02,True,90.0,False,102.0,True,90.0,4,1,4,4,4,3,6,4,3,653.54,1.332
14,7.67,5.66,16.56,True,90.0,False,117.31,True,90.0,4,1,4,3,5,3,6,4,3,638.77,1.363
2,8.19,7.95,10.92,False,70.09,False,95.04,False,82.03,4,1,4,4,5,3,6,4,3,655.05,1.329
14,10.29,6.08,11.99,True,90.0,False,114.73,True,90.0,4,1,4,4,5,4,5,5,3,681.34,1.278
14,5.67,17.68,6.96,True,90.0,False,100.69,True,90.0,4,1,4,3,6,4,5,3,3,685.6,1.27
14,6.82,8.3,11.54,True,90.0,False,95.84,True,90.0,4,1,4,3,6,3,6,4,3,649.84,1.34
9,5.24,7.78,16.69,True,90.0,False,92.46,True,90.0,4,1,4,4,4,3,6,2,3,679.78,1.281
2,7.01,8.59,6.43,False,65.24,False,66.94,False,71.67,2,1,4,3,5,3,6,4,3,318.21,1.368
14,5.7,10.27,12.21,True,90.0,False,116.94,True,90.0,4,1,4,4,4,4,5,4,3,637.2,1.367
2,6.54,4.97,10.97,False,80.78,False,82.17,False,69.49,2,1,4,4,5,4,6,3,3,328.41,1.326
