Space group number,A,B,C,Alpha_90,Alpha,Beta_90,Beta,Gamma_90,Gamma,Z value,Molecular weight_category,S_L_category,M_L_category,S_M_category,S_category,Globularity_category,FrTPSA_category,Dipole moment_category,Calculated volume,Calculated density
4,5.4,10.48,8.91,True,90.0,False,93.89,True,90.0,2,2,3,4,3,4,5,5,4,503.07,1.381
61,9.64,12.84,16.52,True,90.0,True,90.0,True,90.0,8,2,3,2,5,6,4,3,4,2044.81,1.359
4,5.69,6.13,28.91,True,90.0,False,98.08,True,90.0,4,2,3,4,2,5,5,2,4,998.36,1.391
14,10.63,10.65,17.98,True,90.0,False,98.41,True,90.0,8,2,3,3,4,4,5,5,4,2013.62,1.38
2,9.36,11.28,11.74,False,104.79,False,112.26,False,106.7,4,2,3,3,3,4,4,2,4,1001.78,1.387
14,8.41,9.91,12.3,True,90.0,False,98.54,True,90.0,4,2,3,2,6,6,5,5,4,1013.75,1.37
4,9.86,9.44,11.6,True,90.0,False,110.45,True,90.0,4,2,3,3,5,4,5,4,4,1011.66,1.373
2,6.37,7.55,21.09,False,89.11,False,87.22,False,83.02,4,2,3,1,5,7,3,2,4,1005.54,1.381
14,8.57,7.71,16.44,True,90.0,False,113.18,True,90.0,4,2,3,2,4,5,5,2,4,998.58,1.391
2,6.58,6.22,13.68,False,99.95,False,113.7,False,101.29,2,2,3,2,5,4,5,2,4,482.63,1.439
14,7.31,11.01,12.35,True,90.0,False,102.15,True,90.0,4,2,3,2,4,5,5,4,4,971.7,1.43
14,14.75,6.83,19.25,True,90.0,False,91.41,True,90.0,8,2,3,2,6,5,4,4,4,1938.71,1.433
14,13.04,6.48,12.02,True,90.0,False,103.17,True,90.0,4,2,3,2,4,5,5,3,4,988.97,1.405
14,11.97,6.93,25.32,True,90.0,False,103.17,True,90.0,8,2,3,4,4,5,4,2,4,2045.1,1.358
9,6.23,18.83,8.37,True,90.0,False,97.1,True,90.0,4,2,3,1,6,4,5,2,4,974.36,1.426
2,7.56,8.82,16.23,False,87.5,False,81.94,False,65.17,4,2,3,2,5,6,3,2,4,972.32,1.429
14,5.45,7.19,25.22,True,90.0,False,102.36,True,90.0,4,2,3,3,4,4,5,3,4,965.35,1.439
14,11.53,5.51,16.83,True,90.0,False,113.26,True,90.0,4,2,3,3,5,4,5,3,4,982.31,1.414
2,5.44,7.82,13.54,False,112.29,False,103.07,False,102.34,2,2,3,1,6,6,5,2,4,489.66,1.418
14,6.19,14.02,11.77,True,90.0,False,104.78,True,90.0,4,2,3,2,6,4,5,4,4,987.65,1.406
2,7.65,10.25,14.29,False,72.25,False,84.1,False,74.76,4,2,3,2,5,3,6,5,4,1029.33,1.349
14,9.83,7.66,14.95,True,90.0,False,116.54,True,90.0,4,2,3,2,5,5,4,3,4,1007.08,1.379
2,10.62,8.94,11.11,False,75.33,False,75.25,False,78.37,4,2,3,4,3,3,4,2,4,976.14,1.423
61,8.5,12.45,19.01,True,90.0,True,90.0,True,90.0,8,2,3,4,4,3,5,4,4,2011.73,1.381
19,4.12,13.68,17.17,True,90.0,True,90.0,True,90.0,4,2,3,3,4,4,6,5,4,967.73,1.435
14,8.05,5.65,21.51,True,90.0,False,90.92,True,90.0,4,2,3,3,4,4,3,2,4,978.2,1.42
5,7.99,7.3,17.15,True,90.0,False,101.85,True,90.0,4,2,3,4,4,5,5,3,4,978.99,1.419
