Space group number,A,B,C,Alpha_90,Alpha,Beta_90,Beta,Gamma_90,Gamma,Z value,Molecular weight_category,S_L_category,M_L_category,S_M_category,S_category,Globularity_category,FrTPSA_category,Dipole moment_category,Calculated volume,Calculated density
15,25.47,4.69,20.78,True,90.0,False,103.39,True,90.0,8,2,1,3,1,2,5,2,2,2414.78,1.271
14,7.79,15.81,10.17,True,90.0,False,113.94,True,90.0,4,2,1,2,2,4,3,2,2,1144.78,1.341
2,6.02,10.33,10.6,False,102.79,False,105.28,False,101.59,2,2,1,1,2,1,6,4,2,596.09,1.288
29,17.36,6.82,9.79,True,90.0,True,90.0,True,90.0,4,2,1,2,3,2,5,3,2,1159.09,1.324
2,5.87,9.65,10.63,False,82.18,False,78.17,False,78.99,2,2,1,1,4,4,6,2,2,575.55,1.334
4,5.22,8.12,13.36,True,90.0,False,95.3,True,90.0,2,2,1,2,1,2,3,3,2,563.86,1.361
2,5.98,7.93,12.43,False,89.3,False,85.12,False,80.63,2,2,1,1,5,4,4,2,2,579.47,1.324
14,8.78,17.34,8.07,True,90.0,False,113.74,True,90.0,4,2,1,1,5,3,4,2,2,1124.66,1.365
14,12.16,10.48,10.45,True,90.0,False,117.41,True,90.0,4,2,1,3,1,3,4,3,2,1182.21,1.298
14,18.55,8.55,7.65,True,90.0,False,99.83,True,90.0,4,2,1,1,5,3,5,4,2,1195.5,1.284
61,8.22,9.81,29.01,True,90.0,True,90.0,True,90.0,8,2,1,4,1,3,6,5,2,2339.31,1.312
2,6.23,8.36,13.43,False,102.16,False,96.78,False,114.43,2,2,1,2,3,3,6,2,2,605.79,1.267
14,9.77,14.29,8.6,True,90.0,False,107.1,True,90.0,4,2,1,1,5,3,4,1,2,1147.6,1.338
33,6.77,20.97,8.32,True,90.0,True,90.0,True,90.0,4,2,1,2,1,1,4,2,2,1181.16,1.3
33,9.78,19.84,6.03,True,90.0,True,90.0,True,90.0,4,2,1,3,3,4,4,2,2,1170.03,1.312
2,7.64,7.65,11.65,False,80.97,False,75.95,False,63.87,2,2,1,1,3,3,4,2,2,592.04,1.296
