Space group number,A,B,C,Alpha_90,Alpha,Beta_90,Beta,Gamma_90,Gamma,Z value,Molecular weight_category,S_L_category,M_L_category,S_M_category,S_category,Globularity_category,FrTPSA_category,Dipole moment_category,Calculated volume,Calculated density
33,9.22,10.72,19.83,True,90.0,True,90.0,True,90.0,4,4,1,2,3,4,3,1,1,1959.97,1.471
14,11.98,9.85,17.22,True,90.0,False,110.54,True,90.0,4,4,1,1,4,6,3,3,1,1902.83,1.515
19,8.88,10.46,21.54,True,90.0,True,90.0,True,90.0,4,4,1,2,3,1,5,2,1,2000.74,1.441
2,7.85,13.02,11.83,False,108.86,False,97.46,False,113.69,2,4,1,3,2,4,3,2,1,999.61,1.442
14,9.16,27.14,7.65,True,90.0,False,90.97,True,90.0,4,4,1,2,3,5,3,2,1,1901.54,1.516
2,5.88,11.98,15.27,False,112.21,False,97.6,False,100.68,2,4,1,2,4,6,2,1,1,954.09,1.511
33,17.31,8.06,14.36,True,90.0,True,90.0,True,90.0,4,4,1,1,5,5,3,1,1,2003.49,1.439
2,8.12,12.36,10.89,False,67.4,False,98.28,False,87.69,2,4,1,3,2,5,2,2,1,993.02,1.452
14,6.41,16.66,18.87,True,90.0,False,97.42,True,90.0,4,4,1,4,3,6,3,3,1,1998.26,1.443
14,6.6,20.43,14.43,True,90.0,False,93.39,True,90.0,4,4,1,4,2,5,2,1,1,1942.31,1.484
33,12.81,6.79,22.54,True,90.0,True,90.0,True,90.0,4,4,1,2,5,6,3,2,1,1960.53,1.471
2,8.34,9.95,12.07,False,85.23,False,87.64,False,85.28,2,4,1,2,1,3,4,2,1,994.16,1.45
4,27.33,8.71,9.17,True,90.0,False,112.32,True,90.0,4,4,1,2,2,5,3,1,1,2019.32,1.428
2,7.6,13.08,19.95,False,86.66,False,92.87,False,86.91,4,4,1,3,1,2,4,1,1,1974.12,1.46
4,10.24,7.24,14.32,True,90.0,False,112.22,True,90.0,2,4,1,4,2,4,2,2,1,982.81,1.467
19,7.91,16.23,29.71,True,90.0,True,90.0,True,90.0,8,4,1,2,3,5,2,1,1,3814.15,1.512
14,8.72,15.42,14.48,True,90.0,False,98.05,True,90.0,4,4,1,2,2,4,3,2,1,1927.83,1.495
14,11.4,17.41,9.67,True,90.0,False,93.31,True,90.0,4,4,1,1,3,4,3,2,1,1916.04,1.505
33,10.64,14.41,12.99,True,90.0,True,90.0,True,90.0,4,4,1,4,1,5,2,1,1,1991.66,1.448
14,10.01,18.68,10.82,True,90.0,False,93.13,True,90.0,4,4,1,4,1,3,2,2,1,2020.18,1.427
33,10.77,18.65,9.57,True,90.0,True,90.0,True,90.0,4,4,1,3,3,6,3,1,1,1922.23,1.5
2,9.17,8.93,13.46,False,70.22,False,85.26,False,76.02,2,4,1,3,4,5,3,2,1,1006.46,1.432
14,15.39,5.09,25.89,True,90.0,False,90.26,True,90.0,4,4,1,2,2,5,4,1,1,2028.07,1.422
2,8.59,9.99,12.67,False,73.4,False,77.98,False,81.2,2,4,1,3,3,6,3,2,1,1014.02,1.422
2,9.78,9.08,12.53,False,113.17,False,100.29,False,100.91,2,4,1,2,3,7,2,4,1,964.17,1.495
14,7.88,5.53,23.21,True,90.0,False,92.85,True,90.0,2,4,1,3,1,6,3,2,1,1010.16,1.427
2,8.75,15.98,15.49,False,88.63,False,75.17,False,70.21,4,4,1,1,3,6,4,2,1,1965.39,1.467
19,10.01,15.71,12.32,True,90.0,True,90.0,True,90.0,4,4,1,3,3,5,2,1,1,1937.41,1.488
29,12.79,5.33,28.29,True,90.0,True,90.0,True,90.0,4,4,1,4,1,4,3,2,1,1928.55,1.495
14,11.73,6.91,12.65,True,90.0,False,102.38,True,90.0,2,4,1,2,3,4,4,1,1,1001.49,1.439
14,10.43,15.29,12.74,True,90.0,False,88.84,True,90.0,4,4,1,3,2,4,3,1,1,2031.29,1.419
15,25.38,8.87,18.04,True,90.0,False,103.17,True,90.0,8,4,1,1,2,6,3,2,1,3954.36,1.458
19,7.75,15.57,16.53,True,90.0,True,90.0,True,90.0,4,4,1,1,5,4,4,1,1,1994.63,1.445
19,7.02,10.08,28.51,True,90.0,True,90.0,True,90.0,4,4,1,3,3,5,2,2,1,2017.41,1.429
