Space group number,A,B,C,Alpha_90,Alpha,Beta_90,Beta,Gamma_90,Gamma,Z value,Molecular weight_category,S_L_category,M_L_category,S_M_category,S_category,Globularity_category,FrTPSA_category,Dipole moment_category,Calculated volume,Calculated density
2,7.47,10.05,15.97,False,69.95,False,88.72,False,64.02,2,3,2,1,6,5,4,2,3,1000.78,1.248
14,9.51,14.07,14.26,True,90.0,False,90.19,True,90.0,4,3,2,2,3,5,3,2,3,1908.06,1.31
5,15.22,10.37,12.48,True,90.0,False,92.24,True,90.0,4,3,2,3,4,6,4,2,3,1968.23,1.27
29,7.26,10.21,27.06,True,90.0,True,90.0,True,90.0,4,3,2,2,4,6,3,2,3,2005.81,1.246
4,7.29,6.88,20.52,False,90.0,False,96.34,True,90.0,2,3,2,4,3,5,5,5,3,1022.89,1.221
19,7.56,9.98,27.22,True,90.0,True,90.0,True,90.0,4,3,2,1,5,7,3,3,3,2053.72,1.217
4,10.09,6.09,16.38,True,90.0,False,92.07,True,90.0,2,3,2,2,3,5,3,1,3,1005.86,1.242
14,15.71,10.97,11.68,True,90.0,False,99.9,True,90.0,4,3,2,1,5,7,3,2,3,1982.94,1.26
14,7.48,23.56,11.64,True,90.0,False,105.49,True,90.0,4,3,2,3,3,6,3,2,3,1976.79,1.264
4,15.0,8.23,16.43,True,90.0,False,106.42,True,90.0,4,3,2,2,4,4,3,3,3,1945.56,1.284
14,8.63,8.83,13.53,True,90.0,False,97.93,True,90.0,2,3,2,2,4,5,3,2,3,1021.17,1.224
61,12.7,15.53,20.48,True,90.0,True,90.0,True,90.0,8,3,2,4,3,5,3,1,3,4039.29,1.237
14,10.43,15.64,14.0,True,90.0,False,116.3,True,90.0,4,3,2,1,5,5,3,3,3,2047.35,1.221
19,8.64,12.84,17.55,True,90.0,True,90.0,True,90.0,4,3,2,4,3,4,3,2,3,1946.95,1.283
61,11.25,13.75,26.55,True,90.0,True,90.0,True,90.0,8,3,2,3,3,3,5,4,3,4106.95,1.217
4,10.11,7.66,13.14,True,90.0,False,110.64,True,90.0,2,3,2,1,5,5,4,4,3,952.28,1.312
33,11.04,22.77,7.67,True,90.0,True,90.0,True,90.0,4,3,2,4,3,4,3,1,3,1928.09,1.296
14,11.67,16.43,11.0,True,90.0,False,115.2,True,90.0,4,3,2,2,5,6,3,1,3,1908.39,1.309
14,9.9,15.92,12.74,True,90.0,False,91.68,True,90.0,4,3,2,2,5,5,3,3,3,2007.06,1.245
2,10.17,12.23,17.45,False,70.89,False,84.55,False,79.19,4,3,2,1,6,6,4,2,3,2013.1,1.241
2,7.31,13.33,11.16,False,112.24,False,98.14,False,81.02,2,3,2,1,5,5,2,2,3,990.16,1.262
33,26.09,6.29,24.44,True,90.0,True,90.0,True,90.0,8,3,2,4,2,5,3,3,3,4010.75,1.246
14,11.41,15.46,11.05,True,90.0,False,102.02,True,90.0,4,3,2,3,3,4,3,2,3,1906.47,1.311
1,12.71,13.41,13.34,False,64.93,False,68.41,False,75.98,4,3,2,3,3,4,3,2,3,1904.9,1.312
2,8.55,9.25,15.29,False,113.45,False,110.38,False,90.48,2,3,2,1,5,6,3,2,3,1024.63,1.219
4,8.8,26.7,8.83,True,90.0,False,97.12,True,90.0,4,3,2,2,3,4,3,2,3,2058.7,1.214
2,9.08,8.31,14.24,False,100.45,False,91.76,False,71.54,2,3,2,3,3,5,3,2,3,1001.87,1.247
19,10.05,12.31,15.4,True,90.0,True,90.0,True,90.0,4,3,2,4,3,5,3,2,3,1905.22,1.312
2,10.22,8.46,12.37,False,87.44,False,85.06,False,75.03,2,3,2,2,5,5,3,2,3,1029.11,1.214
14,9.64,17.12,12.07,True,90.0,False,98.87,True,90.0,4,3,2,4,3,5,3,2,3,1968.17,1.27
2,8.07,8.13,15.42,False,98.96,False,95.18,False,93.35,2,3,2,2,3,5,3,3,3,992.56,1.259
19,6.15,11.29,28.47,True,90.0,True,90.0,True,90.0,4,3,2,3,4,4,3,2,3,1976.77,1.264
14,10.72,12.74,15.94,True,90.0,False,118.86,True,90.0,4,3,2,2,4,7,3,2,3,1906.59,1.311
19,9.84,11.22,17.4,True,90.0,True,90.0,True,90.0,4,3,2,4,2,4,3,2,3,1921.04,1.301
2,8.2,8.0,16.34,False,86.28,False,105.06,False,100.27,2,3,2,1,4,5,3,1,3,1018.31,1.227
19,8.23,9.38,26.18,True,90.0,True,90.0,True,90.0,4,3,2,4,3,5,4,3,3,2021.03,1.236
4,9.75,12.8,8.16,True,90.0,False,103.66,True,90.0,2,3,2,3,3,4,3,2,3,989.56,1.263
2,8.95,11.31,11.05,False,113.12,False,96.15,False,92.36,2,3,2,2,5,5,2,2,3,1018.53,1.227
14,11.25,9.49,18.6,True,90.0,False,106.07,True,90.0,4,3,2,1,3,5,3,2,3,1908.19,1.31
14,12.01,9.6,8.98,True,90.0,False,96.36,True,90.0,2,3,2,2,3,4,3,2,3,1028.99,1.214
14,9.15,10.78,19.95,True,90.0,False,100.93,True,90.0,4,3,2,2,4,5,3,3,3,1932.11,1.293
14,6.93,16.35,17.08,True,90.0,False,97.75,True,90.0,4,3,2,2,4,5,3,3,3,1917.58,1.303
4,11.22,15.58,11.5,True,90.0,False,101.1,True,90.0,4,3,2,2,3,4,3,2,3,1972.68,1.267
1,9.72,10.4,19.38,False,92.44,False,92.89,False,92.82,4,3,2,4,3,5,2,2,3,1952.23,1.28
14,9.95,7.84,12.74,True,90.0,False,92.8,True,90.0,2,3,2,4,3,5,5,2,3,992.64,1.259
2,8.99,18.18,12.29,False,72.77,False,89.58,False,92.2,4,3,2,1,5,5,2,2,3,1916.73,1.304
2,10.5,12.51,15.98,False,85.65,False,74.43,False,74.3,4,3,2,2,3,5,3,3,3,1946.57,1.284
5,13.15,5.34,28.34,True,90.0,False,96.08,True,90.0,4,3,2,2,4,5,3,3,3,1978.87,1.263
