Space group number,A,B,C,Alpha_90,Alpha,Beta_90,Beta,Gamma_90,Gamma,Z value,Molecular weight_category,S_L_category,M_L_category,S_M_category,S_category,Globularity_category,FrTPSA_category,Dipole moment_category,Calculated volume,Calculated density
14,7.66,5.91,21.48,True,90.0,False,92.62,True,90.0,4,2,5,4,6,6,5,2,2,971.4,1.539
19,6.98,9.53,14.92,True,90.0,True,90.0,True,90.0,4,2,5,3,5,5,4,2,2,992.47,1.506
14,7.19,13.95,9.74,True,90.0,False,99.6,True,90.0,4,2,5,4,5,4,6,3,2,963.25,1.552
2,9.88,12.72,8.07,False,94.46,False,98.33,False,108.19,4,2,5,3,6,6,4,2,2,945.14,1.582
4,6.11,5.84,13.33,True,90.0,False,97.26,True,90.0,2,2,5,4,5,3,6,3,2,471.83,1.584
14,6.99,8.85,16.35,True,90.0,False,100.79,True,90.0,4,2,5,4,6,5,6,3,2,993.55,1.505
14,5.06,12.11,16.12,True,90.0,False,93.38,True,90.0,4,2,5,4,5,5,3,3,2,986.06,1.516
15,10.17,9.1,20.69,True,90.0,False,96.03,True,90.0,8,2,5,4,5,5,4,2,2,1904.2,1.57
14,7.79,7.53,16.86,True,90.0,False,93.81,True,90.0,4,2,5,4,5,6,4,1,2,986.8,1.515
14,5.62,10.58,16.25,True,90.0,False,95.15,True,90.0,4,2,5,4,5,4,6,5,2,962.32,1.554
14,8.19,8.11,28.32,True,90.0,False,92.21,True,90.0,8,2,5,2,6,6,4,2,2,1879.64,1.591
2,5.53,7.81,11.92,False,88.27,False,104.62,False,95.61,2,2,5,4,5,5,4,2,2,495.75,1.508
14,9.91,12.19,8.01,True,90.0,False,101.02,True,90.0,4,2,5,3,5,5,4,2,2,949.79,1.574
14,5.97,11.75,27.93,True,90.0,False,97.87,True,90.0,8,2,5,4,6,6,6,3,2,1940.77,1.541
19,9.82,10.84,9.15,True,90.0,True,90.0,True,90.0,4,2,5,4,6,3,5,4,2,974.01,1.535
19,4.23,12.51,18.56,True,90.0,True,90.0,True,90.0,4,2,5,3,5,4,4,3,2,982.15,1.522
4,5.02,7.27,13.07,True,90.0,False,100.76,True,90.0,2,2,5,4,5,5,5,5,2,468.61,1.595
4,7.83,15.78,4.19,True,90.0,False,111.57,True,90.0,2,2,5,1,6,5,4,1,2,481.45,1.553
14,11.71,8.34,10.02,True,90.0,False,101.2,True,90.0,4,2,5,4,5,4,5,3,2,959.93,1.557
61,13.1,12.05,11.93,True,90.0,True,90.0,True,90.0,8,2,5,3,6,6,3,1,2,1883.21,1.588
2,9.83,8.34,6.65,False,101.73,False,103.22,False,107.78,2,2,5,3,6,8,3,3,2,482.95,1.548
