Space group number,A,B,C,Alpha_90,Alpha,Beta_90,Beta,Gamma_90,Gamma,Z value,Molecular weight_category,S_L_category,M_L_category,S_M_category,S_category,Globularity_category,FrTPSA_category,Dipole moment_category,Calculated volume,Calculated density
4,10.74,7.32,7.42,True,90.0,False,97.75,True,90.0,2,2,2,3,2,4,4,5,2,578.01,1.357
14,11.36,8.14,26.32,True,90.0,False,102.93,True,90.0,8,2,2,2,3,3,5,2,2,2372.11,1.322
14,12.86,10.36,8.74,True,90.0,False,92.14,True,90.0,4,2,2,3,3,4,6,2,2,1163.61,1.348
19,7.26,12.1,13.41,True,90.0,True,90.0,True,90.0,4,2,2,4,3,3,6,3,2,1178.01,1.331
2,6.73,8.78,10.58,False,81.39,False,75.11,False,80.34,2,2,2,2,4,3,6,3,2,591.87,1.325
5,12.91,9.03,20.5,True,90.0,False,97.7,True,90.0,8,2,2,2,4,3,5,2,2,2368.29,1.324
19,8.47,14.24,9.55,True,90.0,True,90.0,True,90.0,4,2,2,3,3,4,4,2,2,1151.85,1.361
19,5.94,14.91,13.55,True,90.0,True,90.0,True,90.0,4,2,2,4,3,2,5,4,2,1200.06,1.307
4,11.29,10.4,10.13,True,90.0,False,95.16,True,90.0,4,2,2,2,3,3,5,3,2,1184.6,1.324
19,9.07,11.19,11.45,True,90.0,True,90.0,True,90.0,4,2,2,1,5,2,5,2,2,1162.1,1.349
14,10.74,10.98,10.08,True,90.0,False,91.43,True,90.0,4,2,2,2,4,4,4,3,2,1188.32,1.32
14,13.58,7.14,13.71,True,90.0,False,118.39,True,90.0,4,2,2,2,3,4,4,3,2,1169.46,1.341
14,9.19,12.75,10.48,True,90.0,False,96.3,True,90.0,4,2,2,2,4,2,6,4,2,1220.55,1.285
61,8.69,16.59,16.84,True,90.0,True,90.0,True,90.0,8,2,2,2,3,5,4,2,2,2427.77,1.292
14,8.76,22.78,6.05,True,90.0,False,90.97,True,90.0,4,2,2,3,3,3,4,2,2,1207.12,1.299
14,5.79,14.05,14.44,True,90.0,False,91.08,True,90.0,4,2,2,2,4,4,6,3,2,1174.48,1.335
9,10.86,13.16,8.23,True,90.0,False,101.11,True,90.0,4,2,2,2,3,3,4,5,2,1154.17,1.359
14,6.18,12.7,15.02,True,90.0,False,92.39,True,90.0,4,2,2,3,3,5,3,3,2,1177.83,1.331
14,11.26,10.15,11.39,True,90.0,False,110.59,True,90.0,4,2,2,2,3,4,6,4,2,1218.6,1.287
2,6.26,7.95,11.75,False,81.86,False,83.56,False,80.48,2,2,2,3,3,3,4,2,2,568.54,1.379
4,13.72,6.79,12.74,True,90.0,False,97.03,True,90.0,4,2,2,4,3,4,4,5,2,1177.92,1.331
29,14.56,6.7,12.25,True,90.0,True,90.0,True,90.0,4,2,2,1,6,4,5,2,2,1195.01,1.312
14,8.69,7.85,16.85,True,90.0,False,95.95,True,90.0,4,2,2,4,3,4,5,2,2,1143.26,1.372
14,12.34,5.7,17.04,True,90.0,False,107.51,True,90.0,4,2,2,3,3,3,6,3,2,1143.02,1.372
14,7.37,9.66,16.16,True,90.0,False,96.6,True,90.0,4,2,2,2,4,4,4,3,2,1142.87,1.372
14,11.95,5.96,17.13,True,90.0,False,91.14,True,90.0,4,2,2,3,3,4,3,1,2,1219.79,1.286
2,8.26,15.52,4.86,False,106.16,False,97.82,False,97.01,2,2,2,2,4,5,5,5,2,584.42,1.342
14,10.9,18.93,12.46,True,90.0,False,113.1,True,90.0,8,2,2,2,5,5,4,2,2,2364.82,1.326
14,8.93,6.67,20.8,True,90.0,False,98.83,True,90.0,4,2,2,3,3,4,4,2,2,1224.23,1.281
19,11.37,11.41,18.33,True,90.0,True,90.0,True,90.0,8,2,2,1,5,4,4,2,2,2377.98,1.319
15,11.93,11.48,17.89,True,90.0,False,100.95,True,90.0,8,2,2,2,4,3,5,2,2,2405.54,1.304
61,9.14,11.3,23.54,True,90.0,True,90.0,True,90.0,8,2,2,3,3,3,5,4,2,2431.26,1.29
2,9.62,11.39,11.76,False,86.32,False,85.1,False,68.85,4,2,2,1,4,5,4,2,2,1196.6,1.311
