Space group number,A,B,C,Alpha_90,Alpha,Beta_90,Beta,Gamma_90,Gamma,Z value,Molecular weight_category,S_L_category,M_L_category,S_M_category,S_category,Globularity_category,FrTPSA_category,Dipole moment_category,Calculated volume,Calculated density
2,13.8,11.71,14.35,False,86.32,False,72.53,False,85.7,4,3,3,2,5,6,3,2,3,2203.62,1.122
9,25.25,11.79,8.13,True,90.0,False,113.17,True,90.0,4,3,3,2,5,4,3,2,3,2225.06,1.111
4,9.4,7.86,16.0,True,90.0,False,112.86,True,90.0,2,3,3,4,3,5,3,2,3,1089.29,1.135
4,11.43,14.36,13.25,True,90.0,False,97.16,True,90.0,4,3,3,4,3,5,3,2,3,2157.83,1.146
2,7.66,9.44,15.35,False,86.97,False,84.93,False,94.33,2,3,3,2,5,7,2,3,3,1100.48,1.123
14,12.01,10.12,19.72,True,90.0,False,115.03,True,90.0,4,3,3,3,4,6,3,2,3,2171.7,1.139
14,10.28,13.85,15.88,True,90.0,False,99.24,True,90.0,4,3,3,2,5,6,2,2,3,2231.63,1.108
19,7.51,16.72,16.96,True,90.0,True,90.0,True,90.0,4,3,3,3,6,5,3,2,3,2129.62,1.161
14,14.15,10.21,16.5,True,90.0,False,114.01,True,90.0,4,3,3,3,4,6,3,2,3,2177.52,1.136
19,6.14,12.2,29.46,True,90.0,True,90.0,True,90.0,4,3,3,2,4,5,6,5,3,2206.79,1.121
33,10.97,16.19,11.81,True,90.0,True,90.0,True,90.0,4,3,3,3,3,4,3,4,3,2097.51,1.179
33,18.42,17.89,6.59,True,90.0,True,90.0,True,90.0,4,3,3,3,5,7,3,2,3,2171.63,1.139
1,13.21,11.11,16.16,False,93.11,False,100.37,False,106.99,4,3,3,4,4,7,3,2,3,2216.69,1.116
29,10.38,14.55,13.61,True,90.0,True,90.0,True,90.0,4,3,3,2,5,5,3,4,3,2055.5,1.203
2,9.06,12.37,11.66,False,113.26,False,97.34,False,105.89,2,3,3,1,6,6,4,2,3,1112.78,1.111
29,10.78,25.55,7.49,True,90.0,True,90.0,True,90.0,4,3,3,2,5,5,3,2,3,2062.96,1.199
