Space group number,A,B,C,Alpha_90,Alpha,Beta_90,Beta,Gamma_90,Gamma,Z value,Molecular weight_category,S_L_category,M_L_category,S_M_category,S_category,Globularity_category,FrTPSA_category,Dipole moment_category,Calculated volume,Calculated density
2,11.46,17.98,9.68,False,99.58,False,91.46,False,85.35,4,3,2,2,3,4,4,2,1,1960.14,1.163
19,8.52,19.56,11.72,True,90.0,True,90.0,True,90.0,4,3,2,4,2,4,3,1,1,1953.15,1.167
4,12.47,14.56,11.17,True,90.0,False,91.12,True,90.0,4,3,2,3,3,4,3,2,1,2027.67,1.124
14,10.44,7.84,23.43,True,90.0,False,95.64,True,90.0,4,3,2,3,3,6,3,2,1,1908.45,1.195
2,8.53,9.14,13.6,False,99.33,False,98.5,False,80.24,2,3,2,1,6,5,3,1,1,1023.22,1.114
2,7.93,10.78,12.44,False,71.16,False,75.07,False,80.91,2,3,2,1,5,6,3,1,1,969.23,1.176
4,9.82,9.63,10.55,True,90.0,False,97.84,True,90.0,2,3,2,2,3,5,3,1,1,988.35,1.153
14,12.54,13.8,12.09,True,90.0,False,109.66,True,90.0,4,3,2,3,3,4,3,3,1,1970.24,1.157
14,7.41,14.48,17.7,True,90.0,False,90.63,True,90.0,4,3,2,2,3,5,3,2,1,1899.04,1.2
4,10.31,9.11,11.4,True,90.0,False,113.68,True,90.0,2,3,2,3,3,4,3,3,1,980.58,1.162
19,8.11,12.29,20.62,True,90.0,True,90.0,True,90.0,4,3,2,2,5,6,3,3,1,2055.23,1.109
14,10.81,14.34,12.68,True,90.0,False,102.38,True,90.0,4,3,2,1,5,6,3,1,1,1919.89,1.187
14,15.25,16.47,7.95,True,90.0,False,105.84,True,90.0,4,3,2,1,5,6,3,2,1,1920.96,1.187
61,8.25,11.82,20.65,True,90.0,True,90.0,True,90.0,4,3,2,4,3,4,3,1,1,2013.68,1.132
4,12.62,6.21,13.47,True,90.0,False,104.47,True,90.0,2,3,2,3,5,6,3,3,1,1022.16,1.115
15,26.97,6.61,23.66,True,90.0,False,112.08,True,90.0,8,3,2,4,3,5,6,1,1,3908.57,1.167
14,11.0,17.53,10.2,True,90.0,False,99.02,True,90.0,4,3,2,4,4,5,3,2,1,1942.54,1.174
14,11.87,11.17,14.39,True,90.0,False,95.36,True,90.0,4,3,2,1,6,6,3,3,1,1899.6,1.2
5,18.06,11.65,9.19,True,90.0,False,96.86,True,90.0,4,3,2,4,3,5,3,1,1,1919.72,1.188
4,9.92,11.16,8.9,True,90.0,False,97.64,True,90.0,2,3,2,2,3,4,3,1,1,976.55,1.167
2,9.74,11.11,10.04,False,86.95,False,74.8,False,106.46,2,3,2,2,4,5,4,2,1,995.88,1.145
14,5.72,7.6,22.3,True,90.0,False,96.66,True,90.0,2,3,2,4,3,5,3,1,1,962.88,1.184
1,8.48,9.58,12.58,False,86.12,False,92.29,False,76.45,2,3,2,3,3,4,3,2,1,989.61,1.152
14,7.52,15.95,16.96,True,90.0,False,99.81,True,90.0,4,3,2,2,3,5,2,1,1,2004.51,1.137
2,9.33,7.4,15.23,False,99.85,False,110.37,False,97.15,2,3,2,2,3,5,4,2,1,951.75,1.198
14,18.58,14.11,7.89,True,90.0,False,108.63,True,90.0,4,3,2,3,3,5,3,1,1,1960.09,1.163
14,14.07,20.09,8.01,True,90.0,False,114.41,True,90.0,4,3,2,3,3,6,3,2,1,2061.77,1.106
5,21.54,12.04,7.81,True,90.0,False,108.83,True,90.0,4,3,2,2,3,5,3,3,1,1917.06,1.189
4,8.53,9.35,12.9,True,90.0,False,91.06,True,90.0,2,3,2,2,5,4,3,1,1,1028.67,1.108
14,10.36,24.74,8.29,True,90.0,False,114.27,True,90.0,4,3,2,4,3,4,3,3,1,1936.99,1.177
33,15.01,15.3,8.28,True,90.0,True,90.0,True,90.0,4,3,2,4,2,5,3,1,1,1901.53,1.199
15,28.93,12.06,13.08,True,90.0,False,117.54,True,90.0,8,3,2,3,3,4,3,3,1,4046.45,1.127
14,6.29,15.79,20.43,True,90.0,False,100.58,True,90.0,4,3,2,1,5,5,4,2,1,1994.59,1.143
2,10.05,11.88,16.71,False,86.99,False,89.82,False,75.18,4,3,2,2,4,5,4,2,1,1925.94,1.184
14,7.47,18.54,14.68,True,90.0,False,98.26,True,90.0,4,3,2,2,6,6,3,3,1,2012.0,1.133
2,8.13,11.41,12.09,False,73.58,False,71.53,False,72.75,2,3,2,4,3,5,3,2,1,993.6,1.147
19,9.19,17.41,12.43,True,90.0,True,90.0,True,90.0,4,3,2,4,3,5,3,1,1,1988.77,1.146
14,9.52,24.01,8.82,True,90.0,False,96.64,True,90.0,4,3,2,2,5,4,3,2,1,2002.51,1.138
61,10.92,17.42,20.85,True,90.0,True,90.0,True,90.0,8,3,2,3,3,4,3,2,1,3966.22,1.15
9,8.43,16.53,13.85,True,90.0,False,92.79,True,90.0,4,3,2,3,3,4,3,2,1,1927.68,1.183
4,9.29,4.03,27.21,True,90.0,False,92.89,True,90.0,2,3,2,4,3,4,3,1,1,1017.41,1.12
14,8.27,15.04,16.21,True,90.0,False,91.96,True,90.0,4,3,2,2,3,5,3,2,1,2015.03,1.131
29,14.95,13.21,9.94,True,90.0,True,90.0,True,90.0,4,3,2,3,3,5,3,2,1,1963.05,1.161
14,14.38,19.31,7.84,True,90.0,False,108.68,True,90.0,4,3,2,3,3,5,3,2,1,2062.31,1.105
2,10.3,10.85,10.37,False,87.89,False,113.56,False,105.46,2,3,2,1,4,5,3,2,1,1020.66,1.117
19,6.86,13.74,20.16,True,90.0,True,90.0,True,90.0,4,3,2,2,4,5,2,2,1,1900.21,1.2
61,11.21,15.74,21.59,True,90.0,True,90.0,True,90.0,8,3,2,2,4,4,4,1,1,3809.46,1.197
29,9.55,16.78,12.12,True,90.0,True,90.0,True,90.0,4,3,2,2,3,5,3,2,1,1942.22,1.174
14,6.56,14.37,20.94,True,90.0,False,99.96,True,90.0,4,3,2,3,3,4,3,3,1,1944.21,1.173
14,11.42,8.42,20.59,True,90.0,False,99.42,True,90.0,4,3,2,2,5,5,4,1,1,1953.16,1.167
19,7.84,11.34,22.01,True,90.0,True,90.0,True,90.0,4,3,2,3,3,4,3,2,1,1956.81,1.165
14,13.72,17.35,8.76,True,90.0,False,106.29,True,90.0,4,3,2,2,5,5,3,2,1,2001.53,1.139
14,9.12,14.49,14.61,True,90.0,False,98.11,True,90.0,4,3,2,2,5,4,3,1,1,1911.39,1.193
14,8.91,10.17,22.08,True,90.0,False,108.87,True,90.0,4,3,2,4,2,4,4,3,1,1893.24,1.204
4,10.88,16.92,11.0,True,90.0,False,102.29,True,90.0,4,3,2,1,5,7,3,1,1,1978.58,1.152
14,7.29,21.54,12.2,True,90.0,False,95.15,True,90.0,4,3,2,3,3,4,3,2,1,1907.99,1.195
15,26.63,8.27,19.35,True,90.0,False,109.1,True,90.0,8,3,2,3,3,4,3,2,1,4026.85,1.132
14,12.38,11.44,14.6,True,90.0,False,112.42,True,90.0,4,3,2,2,3,5,2,1,1,1911.46,1.193
4,11.69,6.31,12.93,True,90.0,False,92.04,True,90.0,2,3,2,2,5,5,4,1,1,953.16,1.196
19,6.29,11.91,25.76,True,90.0,True,90.0,True,90.0,4,3,2,3,3,4,3,2,1,1929.78,1.181
2,9.52,10.07,11.6,False,72.4,False,77.6,False,68.37,2,3,2,3,4,6,3,2,1,978.64,1.165
14,9.06,12.83,16.8,True,90.0,False,100.72,True,90.0,4,3,2,2,4,6,3,2,1,1918.75,1.188
4,8.08,10.52,12.85,True,90.0,False,110.12,True,90.0,2,3,2,2,4,4,4,1,1,1025.61,1.111
14,7.37,25.56,10.94,True,90.0,False,98.83,True,90.0,4,3,2,1,5,6,6,3,1,2036.42,1.119
14,13.03,17.42,8.64,True,90.0,False,100.66,True,90.0,4,3,2,4,2,4,3,1,1,1927.28,1.183
