Space group number,A,B,C,Alpha_90,Alpha,Beta_90,Beta,Gamma_90,Gamma,Z value,Molecular weight_category,S_L_category,M_L_category,S_M_category,S_category,Globularity_category,FrTPSA_category,Dipole moment_category,Calculated volume,Calculated density
14,12.54,13.41,7.27,True,90.0,False,97.21,True,90.0,2,4,6,3,6,6,3,1,2,1212.87,1.353
14,10.51,27.45,8.54,True,90.0,False,98.61,True,90.0,4,4,6,4,6,9,2,2,2,2436.02,1.348
4,10.04,13.23,8.84,True,90.0,False,99.64,True,90.0,2,4,6,4,6,7,3,2,2,1157.63,1.418
2,8.93,9.49,15.0,False,87.29,False,70.27,False,76.79,2,4,6,4,6,10,2,2,2,1164.28,1.41
2,11.04,8.38,13.7,False,99.28,False,93.18,False,100.72,2,4,6,3,6,8,2,2,2,1224.26,1.341
14,12.13,12.78,16.16,True,90.0,False,98.03,True,90.0,4,4,6,4,6,8,3,2,2,2480.58,1.323
1,8.67,12.26,23.29,False,87.51,False,82.35,False,95.0,4,4,6,4,6,9,2,2,2,2440.42,1.345
33,8.78,9.83,28.21,True,90.0,True,90.0,True,90.0,4,4,6,4,6,9,2,1,2,2434.73,1.348
9,9.35,18.09,14.03,True,90.0,False,100.58,True,90.0,4,4,6,4,6,8,3,1,2,2332.71,1.407
4,19.67,10.31,6.0,True,90.0,False,101.03,True,90.0,2,4,6,3,6,10,2,1,2,1194.31,1.374
4,9.23,13.33,19.27,True,90.0,False,87.66,True,90.0,4,4,6,4,6,8,2,2,2,2368.92,1.386
14,11.67,11.23,19.2,True,90.0,False,99.35,True,90.0,4,4,6,4,6,7,3,1,2,2482.81,1.322
14,10.62,17.23,14.36,True,90.0,False,113.45,True,90.0,4,4,6,4,5,8,3,1,2,2410.61,1.362
14,10.61,11.56,21.5,True,90.0,False,111.9,True,90.0,4,4,6,3,6,8,3,1,2,2446.71,1.342
19,9.22,19.1,13.59,True,90.0,True,90.0,True,90.0,4,4,6,4,6,8,3,1,2,2393.23,1.372
14,8.25,24.82,12.11,True,90.0,False,93.88,True,90.0,4,4,6,4,6,8,3,3,2,2474.02,1.327
14,14.09,9.46,17.9,True,90.0,False,99.73,True,90.0,4,4,6,4,6,6,3,3,2,2351.59,1.396
14,10.45,17.07,13.19,True,90.0,False,96.09,True,90.0,4,4,6,4,5,7,2,1,2,2339.57,1.403
14,7.27,15.97,20.91,True,90.0,False,91.09,True,90.0,4,4,6,4,6,7,2,1,2,2427.25,1.352
15,13.83,11.88,15.16,True,90.0,False,100.0,True,90.0,4,4,6,3,6,9,3,2,2,2452.95,1.338
14,11.05,14.42,15.1,True,90.0,False,95.99,True,90.0,4,4,6,4,5,6,3,1,2,2392.91,1.372
33,8.36,12.23,22.9,True,90.0,True,90.0,True,90.0,4,4,6,4,6,6,3,2,2,2341.36,1.402
2,9.96,11.5,11.04,False,86.4,False,76.48,False,88.16,2,4,6,4,6,7,2,3,2,1226.86,1.338
