Space group number,A,B,C,Alpha_90,Alpha,Beta_90,Beta,Gamma_90,Gamma,Z value,Molecular weight_category,S_L_category,M_L_category,S_M_category,S_category,Globularity_category,FrTPSA_category,Dipole moment_category,Calculated volume,Calculated density
4,9.54,19.36,9.37,True,90.0,False,101.3,True,90.0,4,3,1,3,2,4,3,3,3,1697.04,1.32
14,9.91,15.08,12.18,True,90.0,False,111.76,True,90.0,4,3,1,3,3,5,3,3,3,1690.51,1.325
14,10.0,12.34,7.2,True,90.0,False,106.56,True,90.0,2,3,1,3,3,4,4,2,3,851.63,1.315
14,5.93,12.09,12.41,True,90.0,False,111.74,True,90.0,2,3,1,2,2,1,5,4,3,826.44,1.355
19,8.85,19.11,10.09,True,90.0,True,90.0,True,90.0,4,3,1,3,1,3,3,2,3,1706.46,1.312
4,12.56,9.38,7.28,True,90.0,False,111.55,True,90.0,2,3,1,2,4,4,3,1,3,797.72,1.404
19,12.43,11.48,11.38,True,90.0,True,90.0,True,90.0,4,3,1,3,2,5,3,2,3,1623.89,1.379
2,7.68,10.1,12.01,False,82.28,False,82.56,False,68.93,2,3,1,3,1,3,4,2,3,858.1,1.305
14,20.09,5.87,28.38,True,90.0,False,91.93,True,90.0,8,3,1,3,3,4,4,2,3,3344.91,1.339
4,10.4,10.73,7.66,True,90.0,False,93.33,True,90.0,2,3,1,3,3,4,2,3,3,853.35,1.312
4,6.97,9.21,25.9,True,90.0,False,84.2,True,90.0,4,3,1,2,2,4,3,2,3,1654.11,1.354
29,6.94,8.0,29.36,True,90.0,True,90.0,True,90.0,4,3,1,3,3,5,3,2,3,1630.07,1.374
14,24.3,5.41,25.69,True,90.0,False,92.62,True,90.0,8,3,1,1,3,3,5,3,3,3373.75,1.328
19,7.29,9.11,25.78,True,90.0,True,90.0,True,90.0,4,3,1,3,3,5,3,3,3,1712.1,1.308
61,11.64,9.8,29.53,True,90.0,True,90.0,True,90.0,8,3,1,2,3,5,3,2,3,3368.55,1.33
19,14.95,8.36,13.23,True,90.0,True,90.0,True,90.0,4,3,1,2,3,4,4,2,3,1653.51,1.354
14,23.44,5.53,28.43,True,90.0,False,119.26,True,90.0,8,3,1,1,5,5,5,2,3,3215.0,1.393
33,14.52,5.45,20.59,True,90.0,True,90.0,True,90.0,4,3,1,1,4,7,4,2,3,1629.37,1.374
2,7.02,9.12,13.47,False,89.73,False,81.23,False,91.83,2,3,1,1,5,5,3,2,3,851.82,1.314
19,9.3,10.84,16.94,True,90.0,True,90.0,True,90.0,4,3,1,2,3,4,4,2,3,1707.76,1.311
14,16.18,10.07,21.74,True,90.0,False,109.84,True,90.0,8,3,1,1,3,4,4,2,3,3331.91,1.344
14,13.19,7.66,18.04,True,90.0,False,116.37,True,90.0,4,3,1,2,3,5,3,2,3,1633.02,1.371
4,10.98,5.39,14.91,True,90.0,False,105.13,True,90.0,2,3,1,4,2,4,3,2,3,851.82,1.314
2,8.11,12.11,9.03,False,88.11,False,79.99,False,111.6,2,3,1,2,4,6,5,3,3,807.46,1.387
14,9.51,16.02,5.24,True,90.0,False,92.69,True,90.0,2,3,1,2,3,4,2,2,3,797.44,1.404
14,14.58,7.86,7.46,True,90.0,False,100.13,True,90.0,2,3,1,2,3,4,3,3,3,841.58,1.33
14,7.11,7.75,29.2,True,90.0,False,96.73,True,90.0,4,3,1,4,1,1,4,2,3,1597.91,1.401
14,7.44,22.23,10.54,True,90.0,False,107.77,True,90.0,4,3,1,1,3,4,3,2,3,1660.05,1.349
4,10.43,5.62,15.69,True,90.0,False,115.57,True,90.0,2,3,1,1,5,4,3,2,3,829.62,1.35
29,17.75,6.58,27.43,True,90.0,True,90.0,True,90.0,8,3,1,4,1,4,4,2,3,3203.69,1.398
14,6.11,16.49,16.1,True,90.0,False,97.89,True,90.0,4,3,1,3,1,1,5,4,3,1606.78,1.394
14,10.18,16.03,10.25,True,90.0,False,100.48,True,90.0,4,3,1,2,3,4,4,3,3,1644.75,1.362
2,7.13,10.73,22.25,False,86.79,False,85.52,False,79.14,4,3,1,1,3,4,4,2,3,1665.16,1.345
19,6.35,11.57,21.99,True,90.0,True,90.0,True,90.0,4,3,1,4,3,5,3,2,3,1615.59,1.386
33,11.75,10.53,13.58,True,90.0,True,90.0,True,90.0,4,3,1,2,3,5,4,1,3,1680.22,1.333
2,7.73,10.94,11.88,False,100.24,False,108.38,False,113.88,2,3,1,2,4,5,3,2,3,816.0,1.372
61,20.98,8.86,18.19,True,90.0,True,90.0,True,90.0,8,3,1,3,3,5,3,2,3,3381.21,1.325
14,19.04,6.35,14.95,True,90.0,False,109.22,True,90.0,4,3,1,3,1,3,3,3,3,1706.77,1.312
14,17.13,11.14,17.04,True,90.0,False,92.68,True,90.0,8,3,1,2,3,3,3,2,3,3248.16,1.379
14,24.52,6.08,11.76,True,90.0,False,105.46,True,90.0,4,3,1,2,3,2,5,2,3,1689.76,1.325
14,10.86,7.71,22.42,True,90.0,False,114.89,True,90.0,4,3,1,1,5,6,4,2,3,1702.88,1.315
14,11.17,10.87,13.7,True,90.0,False,104.05,True,90.0,4,3,1,1,4,4,4,2,3,1613.66,1.388
14,10.66,12.3,13.09,True,90.0,False,106.89,True,90.0,4,3,1,2,3,3,3,2,3,1642.3,1.364
2,6.57,8.1,15.65,False,101.36,False,96.12,False,98.21,2,3,1,2,2,5,3,2,3,800.33,1.399
1,11.81,9.35,8.67,False,93.81,False,110.21,False,112.63,2,3,1,2,3,4,3,3,3,806.99,1.387
4,5.75,10.91,13.08,True,90.0,False,101.19,True,90.0,2,3,1,2,2,3,4,2,3,804.94,1.391
4,9.13,6.5,13.59,True,90.0,False,92.71,True,90.0,2,3,1,1,3,4,5,3,3,805.6,1.39
15,27.13,8.79,15.5,True,90.0,False,116.76,True,90.0,8,3,1,1,3,5,4,2,3,3300.45,1.357
14,12.18,7.27,19.89,True,90.0,False,110.89,True,90.0,4,3,1,2,3,4,5,2,3,1645.46,1.361
33,10.06,17.03,9.37,True,90.0,True,90.0,True,90.0,4,3,1,4,1,3,3,2,3,1605.29,1.395
14,14.15,5.94,19.63,True,90.0,False,91.92,True,90.0,4,3,1,2,2,3,4,3,3,1648.99,1.358
