Space group number,A,B,C,Alpha_90,Alpha,Beta_90,Beta,Gamma_90,Gamma,Z value,Molecular weight_category,S_L_category,M_L_category,S_M_category,S_category,Globularity_category,FrTPSA_category,Dipole moment_category,Calculated volume,Calculated density
2,7.92,12.65,8.54,False,86.53,False,75.08,False,70.53,4,1,4,2,6,2,4,3,2,779.18,1.535
15,8.3,13.86,13.94,True,90.0,False,99.08,True,90.0,8,1,4,4,5,3,6,4,2,1583.53,1.511
14,10.8,7.19,10.14,True,90.0,False,90.25,True,90.0,4,1,4,3,5,3,6,2,2,787.38,1.519
33,8.51,10.46,17.66,True,90.0,True,90.0,True,90.0,8,1,4,3,5,4,6,3,2,1572.0,1.522
61,10.29,11.47,13.66,True,90.0,True,90.0,True,90.0,8,1,4,4,4,5,4,4,2,1612.24,1.484
14,12.08,8.26,17.24,True,90.0,False,115.05,True,90.0,8,1,4,2,6,5,5,2,2,1558.41,1.535
14,7.59,5.98,17.54,True,90.0,False,99.33,True,90.0,4,1,4,3,5,4,6,4,2,785.58,1.522
14,7.36,8.62,12.84,True,90.0,False,101.23,True,90.0,4,1,4,4,5,3,5,5,2,799.01,1.497
2,6.7,5.73,10.54,False,86.22,False,92.72,False,79.37,2,1,4,2,5,4,6,4,2,396.1,1.51
19,8.26,8.79,10.62,True,90.0,True,90.0,True,90.0,4,1,4,2,6,2,6,5,2,771.07,1.551
19,9.47,9.54,8.41,True,90.0,True,90.0,True,90.0,4,1,4,4,4,3,6,3,2,759.79,1.574
33,10.27,13.07,11.71,True,90.0,True,90.0,True,90.0,8,1,4,4,4,3,4,4,2,1571.82,1.522
9,6.72,9.09,13.24,True,90.0,False,98.14,True,90.0,4,1,4,3,4,3,6,3,2,800.61,1.494
4,7.37,4.89,11.13,True,90.0,False,100.7,True,90.0,2,1,4,2,5,2,5,5,2,394.14,1.517
61,8.92,14.25,11.91,True,90.0,True,90.0,True,90.0,8,1,4,2,6,4,5,3,2,1513.88,1.58
14,10.3,6.97,11.57,True,90.0,False,114.39,True,90.0,4,1,4,2,6,3,6,4,2,756.49,1.581
4,6.74,4.71,12.33,True,90.0,False,92.71,True,90.0,2,1,4,4,5,5,6,1,2,390.98,1.53
4,7.51,5.38,9.99,True,90.0,False,97.62,True,90.0,2,1,4,2,6,5,6,4,2,400.07,1.495
4,8.28,11.6,8.06,True,90.0,False,90.27,True,90.0,4,1,4,3,6,3,6,4,2,774.14,1.545
4,10.62,6.03,12.33,True,90.0,False,98.01,True,90.0,4,1,4,3,5,4,4,1,2,781.89,1.53
61,11.2,8.87,16.03,True,90.0,True,90.0,True,90.0,8,1,4,4,4,3,4,1,2,1592.48,1.502
14,7.43,19.22,5.57,True,90.0,False,91.99,True,90.0,4,1,4,4,4,3,6,3,2,794.94,1.505
19,6.98,15.39,7.05,True,90.0,True,90.0,True,90.0,4,1,4,4,6,4,6,5,2,757.33,1.579
2,6.45,11.4,5.59,False,80.3,False,75.39,False,81.63,2,1,4,3,6,3,6,5,2,389.76,1.534
14,6.57,12.06,10.16,True,90.0,False,92.0,True,90.0,4,1,4,4,4,3,6,3,2,804.53,1.487
19,7.39,8.77,12.05,True,90.0,True,90.0,True,90.0,4,1,4,3,6,4,5,2,2,780.96,1.531
2,6.4,10.18,13.35,False,101.47,False,101.43,False,106.74,4,1,4,3,5,4,5,2,2,785.47,1.523
4,6.84,6.23,9.41,True,90.0,False,103.22,True,90.0,2,1,4,4,5,4,6,2,2,390.36,1.532
4,9.73,4.45,8.84,True,90.0,False,92.39,True,90.0,2,1,4,2,6,5,6,4,2,382.43,1.564
19,5.84,9.93,13.3,True,90.0,True,90.0,True,90.0,4,1,4,3,5,2,6,3,2,771.28,1.551
61,7.54,10.8,19.07,True,90.0,True,90.0,True,90.0,8,1,4,4,5,3,5,4,2,1552.91,1.54
2,9.68,14.93,6.0,False,65.36,False,74.99,False,80.97,4,1,4,4,6,5,5,3,2,760.1,1.574
2,5.41,7.33,10.84,False,79.15,False,72.21,False,79.68,2,1,4,4,4,2,6,2,2,398.58,1.5
4,6.09,5.77,10.8,True,90.0,False,92.84,True,90.0,2,1,4,4,5,4,5,2,2,379.04,1.578
2,6.57,10.23,12.52,False,106.56,False,100.88,False,102.35,4,1,4,4,5,3,6,2,2,759.38,1.575
4,6.34,5.71,11.06,True,90.0,False,107.08,True,90.0,2,1,4,3,3,3,5,2,2,382.73,1.562
14,7.13,7.92,13.86,True,90.0,False,95.22,True,90.0,4,1,4,4,4,2,6,4,2,779.42,1.534
61,6.22,8.54,29.2,True,90.0,True,90.0,True,90.0,8,1,4,4,4,4,6,4,2,1551.07,1.542
61,9.18,9.05,18.56,True,90.0,True,90.0,True,90.0,8,1,4,3,4,3,6,3,2,1541.95,1.551
4,6.86,7.81,16.06,True,90.0,False,113.35,True,90.0,4,1,4,2,6,4,5,4,2,789.97,1.514
29,14.92,6.07,8.73,True,90.0,True,90.0,True,90.0,4,1,4,4,5,2,6,3,2,790.63,1.513
33,9.26,11.64,7.15,True,90.0,True,90.0,True,90.0,4,1,4,3,5,4,3,2,2,770.67,1.552
19,5.0,7.65,20.7,True,90.0,True,90.0,True,90.0,4,1,4,4,6,4,6,2,2,791.78,1.511
2,6.09,8.04,16.57,False,88.37,False,97.7,False,94.07,4,1,4,3,4,4,6,4,2,801.84,1.492
2,7.63,7.7,7.03,False,94.82,False,97.43,False,102.11,2,1,4,4,5,3,6,4,2,397.8,1.503
