Space group number,A,B,C,Alpha_90,Alpha,Beta_90,Beta,Gamma_90,Gamma,Z value,Molecular weight_category,S_L_category,M_L_category,S_M_category,S_category,Globularity_category,FrTPSA_category,Dipole moment_category,Calculated volume,Calculated density
14,9.76,10.58,15.37,True,90.0,False,90.8,True,90.0,4,2,2,2,3,4,4,2,2,1586.96,1.24
14,7.0,17.98,13.7,True,90.0,False,102.15,True,90.0,4,2,2,2,4,5,4,1,2,1685.66,1.167
19,9.13,11.13,15.98,True,90.0,True,90.0,True,90.0,4,2,2,3,3,3,4,2,2,1623.84,1.211
29,10.55,7.75,20.31,True,90.0,True,90.0,True,90.0,4,2,2,3,3,4,4,3,2,1660.6,1.185
61,24.65,7.09,18.68,True,90.0,True,90.0,True,90.0,8,2,2,4,2,5,3,2,2,3264.68,1.205
14,19.14,7.65,11.25,True,90.0,False,101.3,True,90.0,4,2,2,4,3,2,4,2,2,1615.3,1.218
2,9.65,11.17,15.44,False,85.82,False,79.98,False,80.44,4,2,2,2,5,6,5,2,2,1614.48,1.219
14,11.43,7.64,17.99,True,90.0,False,91.45,True,90.0,4,2,2,4,3,5,3,1,2,1570.48,1.253
5,14.13,6.95,18.16,True,90.0,False,113.6,True,90.0,4,2,2,4,3,4,3,2,2,1634.22,1.204
4,7.96,14.22,7.58,True,90.0,False,109.91,True,90.0,2,2,2,4,3,4,4,2,2,806.71,1.219
14,13.95,15.52,7.68,True,90.0,False,107.14,True,90.0,4,2,2,3,3,4,4,2,2,1588.9,1.238
2,6.31,10.68,12.91,False,107.25,False,96.69,False,101.83,2,2,2,1,6,5,5,2,2,798.47,1.232
4,7.32,20.39,5.55,True,90.0,False,100.32,True,90.0,2,2,2,3,3,5,4,1,2,814.96,1.207
14,7.15,15.54,15.17,True,90.0,False,99.54,True,90.0,4,2,2,2,5,4,5,2,2,1662.24,1.183
2,10.66,9.37,17.03,False,103.92,False,90.15,False,102.93,4,2,2,3,3,3,6,2,2,1606.34,1.225
4,7.39,9.82,10.89,True,90.0,False,92.21,True,90.0,2,2,2,2,4,4,3,2,2,789.7,1.246
2,10.04,9.57,9.12,False,78.78,False,73.73,False,79.47,2,2,2,1,4,3,4,1,2,817.42,1.203
4,10.25,5.92,13.18,True,90.0,False,97.83,True,90.0,2,2,2,3,3,4,4,3,2,792.31,1.241
2,8.43,9.65,10.92,False,81.14,False,90.03,False,74.75,2,2,2,2,4,4,5,2,2,846.04,1.163
4,8.97,8.19,11.67,True,90.0,False,105.1,True,90.0,2,2,2,3,3,4,3,3,2,827.73,1.188
